s,e,t
"breteler,mmb","fitzpatrick,annettel.",2010
"breteler,mmb","ikram,m.arfan",2010
"breteler,mmb","destefano,anital.",2010
"breteler,mmb","gudnason,vilmundur",2010
"breteler,mmb","boada,merce",2010
"breteler,mmb","bis,joshuac.",2010
"breteler,mmb","smith,albertv.",2010
"breteler,mmb","carassquillo,minervam.",2010
"breteler,mmb","lambert,jeancharles",2010
"breteler,mmb","harold,denise",2010
"breteler,mmb","schrijvers,elisabethm.c.",2010
"breteler,mmb","ramirez-lorca,reposo",2010
"breteler,mmb","debette,stephanie",2010
"breteler,mmb","longstreth,w.t.,jr.",2010
"breteler,mmb","janssens,a.cecilej.w.",2010
"breteler,mmb","pankratz,v.shane",2010
"breteler,mmb","dartigues,jeanfrancois",2010
"breteler,mmb","hollingworth,paul",2010
"breteler,mmb","aspelund,thor",2010
"breteler,mmb","hernandez,isabel",2010
"breteler,mmb","beiser,alexa",2010
"breteler,mmb","kuller,lewish.",2010
"breteler,mmb","koudstaal,peterj.",2010
"breteler,mmb","dickson,dennisw.",2010
"breteler,mmb","tzourio,christophe",2010
"breteler,mmb","abraham,richard",2010
"breteler,mmb","antunez,carmen",2010
"breteler,mmb","du,yangchun",2010
"breteler,mmb","rotter,jeromei.",2010
"breteler,mmb","aulchenko,yuriis.",2010
"breteler,mmb","harris,tamarab.",2010
"breteler,mmb","petersen,ronaldc.",2010
"breteler,mmb","berr,claudine",2010
"breteler,mmb","owen,michaelj.",2010
"breteler,mmb","lopez-arrieta,jesus",2010
"breteler,mmb","varadarajan,badrin.",2010
"breteler,mmb","becker,jamest.",2010
"breteler,mmb","rivadeneira,fernando",2010
"breteler,mmb","nalls,michaela.",2010
"breteler,mmb","graff-radford,neillr.",2010
"breteler,mmb","campion,dominique",2010
"breteler,mmb","auerbach,sanford",2010
"breteler,mmb","rice,kenneth",2010
"breteler,mmb","hofman,albert",2010
"breteler,mmb","jonsson,palmiv.",2010
"breteler,mmb","schmidt,helena",2010
"breteler,mmb","lathrop,mark",2010
"breteler,mmb","mosley,thomash.",2010
"breteler,mmb","au,rhoda",2010
"breteler,mmb","psaty,brucem.",2010
"breteler,mmb","uitterlinden,andreg.",2010
"breteler,mmb","farrer,lindsaya.",2010
"breteler,mmb","lumley,thomas",2010
"breteler,mmb","ruiz,agustin",2010
"breteler,mmb","williams,julie",2010
"breteler,mmb","amouyel,philippe",2010
"breteler,mmb","younkin,steveg.",2010
"breteler,mmb","wolf,philipa.",2010
"breteler,mmb","launer,lenorej.",2010
"breteler,mmb","lopez,oscarl.",2010
"breteler,mmb","vanduijn,corneliam.",2010
"breteler,mmb","breteler,moniquem.b.",2010
"chafen,jjs","newberry,sydnej.",2010
"chafen,jjs","riedl,marca.",2010
"chafen,jjs","bravata,denam.",2010
"chafen,jjs","maglione,margaret",2010
"chafen,jjs","suttorp,marikaj.",2010
"chafen,jjs","sundaram,vandana",2010
"chafen,jjs","paige,neilm.",2010
"chafen,jjs","towfigh,ali",2010
"chafen,jjs","hulley,benjaminj.",2010
"chafen,jjs","shekelle,paulg.",2010
"tseng,hf","slezak,jeffreym.",2010
"tseng,hf","quinn,virginiap.",2010
"tseng,hf","sy,linas.",2010
"tseng,hf","vandeneeden,stephenk.",2010
"tseng,hf","jacobsen,stevenj.",2010
"saiman,l","anstead,michael",2010
"saiman,l","mayer-hamblett,nicole",2010
"saiman,l","lands,larryc.",2010
"saiman,l","kloster,margaret",2010
"saiman,l","hocevar-trnka,jasna",2010
"saiman,l","goss,christopherh.",2010
"saiman,l","rose,lynnm.",2010
"saiman,l","burns,janel.",2010
"saiman,l","marshall,brucec.",2010
"saiman,l","ratjen,felix",2010
"hernandez,af","greiner,melissaa.",2010
"hernandez,af","fonarow,greggc.",2010
"hernandez,af","hammill,bradleyg.",2010
"hernandez,af","heidenreich,paula.",2010
"hernandez,af","yancy,clydew.",2010
"hernandez,af","peterson,ericd.",2010
"hernandez,af","curtis,lesleyh.",2010
"rabkin,cs","camargo,m.constanza",2010
"rabkin,cs","fraumeni,josephf.,jr.",2010
"rabkin,cs","correa,pelayo",2010
"rabkin,cs","rosenberg,philips.",2010
"rabkin,cs","rabkin,charless.",2010
"paoletti,x","oba,koji",2010
"paoletti,x","burzykowski,tomasz",2010
"paoletti,x","michiels,stefan",2010
"paoletti,x","ohashi,yasuo",2010
"paoletti,x","pignon,jean-pierre",2010
"paoletti,x","rougier,philippe",2010
"paoletti,x","sakamoto,junichi",2010
"paoletti,x","sargent,daniel",2010
"paoletti,x","sasako,mitsuru",2010
"paoletti,x","vancutsem,eric",2010
"paoletti,x","buyse,marc",2010
"vanderwindt,dawm","jellema,petra",2010
"vanderwindt,dawm","mulder,chrisj.",2010
"vanderwindt,dawm","kneepkens,c.m.frank",2010
"vanderwindt,dawm","vanderhorst,henriettee.",2010
"spence,jd","eliasziw,misha",2010
"spence,jd","cattran,danielc.",2010
"spence,jd","churchill,davidn.",2010
"spence,jd","oliver,matthewj.",2010
"spence,jd","fine,adrian",2010
"spence,jd","dresser,georgek.",2010
"spence,jd","spence,j.david",2010
"greenland,p","mcclelland,robynl.",2010
"greenland,p","jorgensen,nealw.",2010
"greenland,p","bild,dianee.",2010
"greenland,p","burke,gregoryl.",2010
"greenland,p","guerci,aland.",2010
"greenland,p","greenland,philip",2010
"gratwohl,a","baldomero,helen",2010
"gratwohl,a","aljurf,mahmoud",2010
"gratwohl,a","pasquini,marceloc.",2010
"gratwohl,a","bouzas,luisfernando",2010
"gratwohl,a","yoshimi,ayami",2010
"gratwohl,a","szer,jeff",2010
"gratwohl,a","lipton,jeff",2010
"gratwohl,a","schwendener,alvin",2010
"gratwohl,a","gratwohl,michael",2010
"gratwohl,a","frauendorfer,karl",2010
"gratwohl,a","niederwieser,dietger",2010
"gratwohl,a","horowitz,mary",2010
"gratwohl,a","kodera,yoshihisa",2010
"schulman,ka","curtis,lesleyh.",2010
"schulman,ka","hammill,bradleyg.",2010
"schulman,ka","patz,edwardf.,jr.",2010
"schulman,ka","abernethy,amyp.",2010
"schulman,ka","shea,alisam.",2010
"schulman,ka","schulman,kevina.",2010
"carr,db","ott,brianr.",2010
"ranieri,vm","antonelli,massimo",2010
"ranieri,vm","fumagalli,roberto",2010
"ranieri,vm","faggiano,chiara",2010
"ranieri,vm","berardino,maurizio",2010
"ranieri,vm","pallavicini,francobobbio",2010
"ranieri,vm","miletto,antonio",2010
"ranieri,vm","mangione,salvatore",2010
"ranieri,vm","sinardi,angelou.",2010
"ranieri,vm","pastorelli,mauro",2010
"ranieri,vm","vivaldi,nicoletta",2010
"ranieri,vm","pasetto,alberto",2010
"ranieri,vm","dellarocca,giorgio",2010
"ranieri,vm","urbino,rosario",2010
"ranieri,vm","filippini,claudia",2010
"ranieri,vm","pagano,eva",2010
"ranieri,vm","evangelista,andrea",2010
"ranieri,vm","ciccone,gianni",2010
"ranieri,vm","mascia,luciana",2010
"ranieri,vm","ranieri,v.marco",2010
"vos,mb","sharma,andrea",2010
"vos,mb","abramson,jeromel.",2010
"vos,mb","vaccarino,viola",2010
"vos,mb","gillespie,cathleen",2010
"vos,mb","vos,miriamb.",2010
"niparko,jk","tobey,emilya.",2010
"niparko,jk","thal,donnaj.",2010
"niparko,jk","eisenberg,lauries.",2010
"niparko,jk","wang,nae-yuh",2010
"niparko,jk","quittner,alexandral.",2010
"niparko,jk","fink,nancye.",2010
"subramanian,sv","hill,kenneth",2010
"subramanian,sv","subramanian,s.v.",2010
"honein,ma","rasmussen,sonjaa.",2010
"honein,ma","honein,margareta.",2010
"honein,ma","fry,aliciam.",2010
"honein,ma","seib,katherine",2010
"honein,ma","callaghan,williamm.",2010
"honein,ma","louie,janice",2010
"honein,ma","doyle,timothyj.",2010
"honein,ma","crockett,molly",2010
"honein,ma","lynfield,ruth",2010
"honein,ma","moore,zack",2010
"honein,ma","wiedeman,caleb",2010
"honein,ma","anand,madhu",2010
"honein,ma","tabony,laura",2010
"honein,ma","nielsen,carrief.",2010
"honein,ma","waller,kirsten",2010
"honein,ma","page,shannon",2010
"honein,ma","thompson,jeanniem.",2010
"honein,ma","avery,catherine",2010
"honein,ma","springs,chasisitybrown",2010
"honein,ma","jones,timothy",2010
"honein,ma","williams,jenniferl.",2010
"honein,ma","newsome,kim",2010
"honein,ma","finelli,lyn",2010
"honein,ma","jamieson,denisej.",2010
"panju,a","anglin,rebeccae.s.",2010
"panju,a","hunt,dereckl.",2010
"panju,a","panju,akbar",2010
"boppana,sb","ross,shannona.",2010
"boppana,sb","novak,zdenek",2010
"boppana,sb","shimamura,masako",2010
"boppana,sb","tolan,robertw.,jr.",2010
"boppana,sb","palmer,aprill.",2010
"boppana,sb","ahmed,amina",2010
"boppana,sb","michaels,mariang.",2010
"boppana,sb","sanchez,pabloj.",2010
"boppana,sb","bernstein,davidi.",2010
"boppana,sb","britt,williamj.",2010
"boppana,sb","fowler,karenb.",2010
"chen,mic","lee,vernonj.m.",2010
"chen,mic","lim,wei-yen",2010
"chen,mic","barr,iang.",2010
"chen,mic","lin,raymondt.p.",2010
"chen,mic","koh,geraldc.h.",2010
"chen,mic","yap,jonathan",2010
"chen,mic","cui,lin",2010
"chen,mic","cook,alexr.",2010
"chen,mic","laurie,karen",2010
"chen,mic","tan,lindaw.l.",2010
"chen,mic","tan,boonhuan",2010
"chen,mic","loh,jimmy",2010
"chen,mic","shaw,robert",2010
"chen,mic","durrant,chris",2010
"chen,mic","chow,vincentt.k.",2010
"chen,mic","kelso,anne",2010
"chen,mic","chia,keeseng",2010
"chen,mic","leo,yeesin",2010
"chan,ps","spertus,johna.",2010
"chan,ps","nallamothu,brahmajeek.",2010
"chan,ps","krumholz,harlanm.",2010
"chan,ps","tang,fengming",2010
"chan,ps","ross,josephs.",2010
"chan,ps","ting,henryh.",2010
"chan,ps","alexander,karenp.",2010
"chan,ps","rathore,saifs.",2010
"chan,ps","chan,pauls.",2010
"patorno,e","bohn,rhondal.",2010
"patorno,e","wahl,peterm.",2010
"patorno,e","avorn,jerry",2010
"patorno,e","patrick,amandar.",2010
"patorno,e","liu,jun",2010
"patorno,e","schneeweiss,sebastian",2010
"coleman,ci","scholle,jenniferm.",2010
"coleman,ci","talwar,mehak",2010
"coleman,ci","coleman,craigi.",2010
"deyo,ra","mirza,sohailk.",2010
"deyo,ra","martin,brooki.",2010
"deyo,ra","kreuter,william",2010
"deyo,ra","goodman,davidc.",2010
"deyo,ra","jarvik,jeffreyg.",2010
"foell,d","wulffraat,nico",2010
"foell,d","wedderburn,lucyr.",2010
"foell,d","wittkowski,helmut",2010
"foell,d","frosch,michael",2010
"foell,d","gerss,joachim",2010
"foell,d","stanevicha,valda",2010
"foell,d","mihaylova,dimitrina",2010
"foell,d","ferriani,virginia",2010
"foell,d","tsakalidou,florencekanakoudi",2010
"foell,d","foeldvari,ivan",2010
"foell,d","cuttica,ruben",2010
"foell,d","gonzalez,benito",2010
"foell,d","ravelli,angelo",2010
"foell,d","khubchandani,raju",2010
"foell,d","oliveira,sheila",2010
"foell,d","armbrust,wineke",2010
"foell,d","garay,stella",2010
"foell,d","vojinovic,jelena",2010
"foell,d","norambuena,ximena",2010
"foell,d","gamir,marialuz",2010
"foell,d","garcia-consuegra,julia",2010
"foell,d","lepore,loredana",2010
"foell,d","susic,gordana",2010
"foell,d","corona,fabrizia",2010
"foell,d","dolezalova,pavla",2010
"foell,d","pistorio,angela",2010
"foell,d","martini,alberto",2010
"foell,d","ruperto,nicolino",2010
"foell,d","roth,johannes",2010
"chang,vw","asch,davida.",2010
"chang,vw","werner,rachelm.",2010
"borrows,r","mcknight,amyjayne",2010
"borrows,r","simmonds,matthewj.",2010
"borrows,r","courtney,aislinge.",2010
"borrows,r","hanvesakul,rajesh",2010
"borrows,r","brand,oliverj.",2010
"borrows,r","briggs,david",2010
"borrows,r","ball,simon",2010
"borrows,r","cockwell,paul",2010
"borrows,r","patterson,christopherc.",2010
"borrows,r","maxwell,alexanderp.",2010
"borrows,r","gough,stephenc.l.",2010
"borrows,r","borrows,richard",2010
"brousseau,dc","owens,pamelal.",2010
"brousseau,dc","mosso,andrewl.",2010
"brousseau,dc","panepinto,juliea.",2010
"brousseau,dc","steiner,claudiaa.",2010
"chou,r","shekelle,paul",2010
"hemmelgarn,br","zhang,jianguo",2010
"hemmelgarn,br","manns,bradenj.",2010
"hemmelgarn,br","james,matthewt.",2010
"hemmelgarn,br","quinn,robertr.",2010
"hemmelgarn,br","ravani,pietro",2010
"hemmelgarn,br","klarenbach,scottw.",2010
"hemmelgarn,br","culleton,brucef.",2010
"hemmelgarn,br","krause,richard",2010
"hemmelgarn,br","thorlacius,laurel",2010
"hemmelgarn,br","jain,arshk.",2010
"hemmelgarn,br","tonelli,marcello",2010
"stringhini,s","sabia,severine",2010
"stringhini,s","shipley,martin",2010
"stringhini,s","brunner,eric",2010
"stringhini,s","nabi,hermann",2010
"stringhini,s","kivimaki,mika",2010
"stringhini,s","singh-manoux,archana",2010
"nystrom,fh","wijkman,magnus",2010
"nystrom,fh","fredrikson,mats",2010
"nystrom,fh","nystrom,fredrikh.",2010
"habel,la","cooper,williamo.",2011
"habel,la","sox,colinm.",2011
"habel,la","chan,k.arnold",2011
"habel,la","fireman,bruceh.",2011
"habel,la","arbogast,patrickg.",2011
"habel,la","cheetham,t.craig",2011
"habel,la","quinn,virginiap.",2011
"habel,la","dublin,sascha",2011
"habel,la","boudreau,denisem.",2011
"habel,la","andrade,susane.",2011
"habel,la","pawloski,pamalaa.",2011
"habel,la","raebel,marshaa.",2011
"habel,la","smith,davidh.",2011
"habel,la","achacoso,ninah",2011
"habel,la","uratsu,connie",2011
"habel,la","go,alans.",2011
"habel,la","sidney,steve",2011
"habel,la","nguyen-huynh,main.",2011
"habel,la","ray,waynea.",2011
"habel,la","selby,joev.",2011
"blankenberg,s","zeller,tanja",2011
"blankenberg,s","ojeda,francisco",2011
"blankenberg,s","tzikas,stergios",2011
"blankenberg,s","lillpopp,lars",2011
"blankenberg,s","sinning,christoph",2011
"blankenberg,s","wild,philipp",2011
"blankenberg,s","genth-zotz,sabine",2011
"blankenberg,s","warnholtz,ascan",2011
"blankenberg,s","giannitsis,evangelos",2011
"blankenberg,s","moeckel,martin",2011
"blankenberg,s","bickel,christoph",2011
"blankenberg,s","peetz,dirk",2011
"blankenberg,s","lackner,karl",2011
"blankenberg,s","baldus,stephan",2011
"blankenberg,s","muenzel,thomas",2011
"blankenberg,s","blankenberg,stefan",2011
"piers,rd","azoulay,elie",2011
"piers,rd","ricou,bara",2011
"piers,rd","ganz,fredadekeyser",2011
"piers,rd","decruyenaere,johan",2011
"piers,rd","max,adeline",2011
"piers,rd","michalsen,andrej",2011
"piers,rd","maia,pauloazevedo",2011
"piers,rd","owczuk,radoslaw",2011
"piers,rd","rubulotta,francesca",2011
"piers,rd","depuydt,pieter",2011
"piers,rd","meert,anne-pascale",2011
"piers,rd","reyners,annak.",2011
"piers,rd","aquilina,andrew",2011
"piers,rd","bekaert,maarten",2011
"piers,rd","vandennoortgate,nelej.",2011
"piers,rd","schrauwen,wimj.",2011
"piers,rd","benoit,dominiqued.",2011
"holmes,mv","perel,pablo",2011
"holmes,mv","shah,tina",2011
"holmes,mv","hingorani,aroond.",2011
"holmes,mv","casas,juanp.",2011
"wisloff,u","janszky,imre",2011
"wisloff,u","vatten,larsj.",2011
"wisloff,u","wisloff,ulrik",2011
"kostis,jb","cabrera,javier",2011
"kostis,jb","cheng,jerryq.",2011
"kostis,jb","cosgrove,noram.",2011
"kostis,jb","deng,yingzi",2011
"kostis,jb","pressel,saral.",2011
"kostis,jb","davis,barryr.",2011
"hotchkiss,rs","to,kathleen",2011
"hotchkiss,rs","chang,kathyc.",2011
"hotchkiss,rs","takasu,osamu",2011
"hotchkiss,rs","osborne,dalef.",2011
"hotchkiss,rs","walton,andrewh.",2011
"hotchkiss,rs","bricker,tracil.",2011
"hotchkiss,rs","jarman,stephend.,ii",2011
"hotchkiss,rs","kreisel,daniel",2011
"hotchkiss,rs","krupnick,alexanders.",2011
"hotchkiss,rs","srivastava,anil",2011
"hotchkiss,rs","swanson,paule.",2011
"hotchkiss,rs","green,jonathanm.",2011
"hotchkiss,rs","hotchkiss,richards.",2011
"silver,rm","carpenter,marshall",2011
"silver,rm","conway,deborah",2011
"silver,rm","coustan,donald",2011
"silver,rm","dudley,donaldj.",2011
"silver,rm","goldenberg,robertl.",2011
"silver,rm","hogue,carolj.rowland",2011
"silver,rm","koch,matthewa.",2011
"silver,rm","parker,coretteb.",2011
"silver,rm","pinar,halit",2011
"silver,rm","reddy,umam.",2011
"silver,rm","saade,georger.",2011
"silver,rm","silver,robertm.",2011
"silver,rm","stoll,barbaraj.",2011
"silver,rm","varner,michaelw.",2011
"silver,rm","willinger,marian",2011
"saade,gr","carpenter,marshall",2011
"saade,gr","conway,deborah",2011
"saade,gr","coustan,donald",2011
"saade,gr","dudley,donaldj.",2011
"saade,gr","goldenberg,robertl.",2011
"saade,gr","hogue,carolj.rowland",2011
"saade,gr","koch,matthewa.",2011
"saade,gr","parker,coretteb.",2011
"saade,gr","pinar,halit",2011
"saade,gr","reddy,umam.",2011
"saade,gr","saade,georger.",2011
"saade,gr","silver,robertm.",2011
"saade,gr","stoll,barbaraj.",2011
"saade,gr","varner,michaelw.",2011
"saade,gr","willinger,marian",2011
"greene,mh","lund,marie",2011
"greene,mh","pfeiffer,ruthm.",2011
"greene,mh","gortz,sanne",2011
"greene,mh","mueller,christinem.",2011
"greene,mh","moxley,richardt.,iii",2011
"greene,mh","kristinsson,sigurdury.",2011
"greene,mh","bjoerkholm,magnus",2011
"greene,mh","shebl,fatmam.",2011
"greene,mh","hilbert,jamese.",2011
"greene,mh","landgren,ola",2011
"greene,mh","wohlfahrt,jan",2011
"greene,mh","melbye,mads",2011
"greene,mh","greene,markh.",2011
"singh,m","holmes,davidr.,jr.",2011
"singh,m","dehmer,gregoryj.",2011
"singh,m","lennon,ryanj.",2011
"singh,m","wharton,thomasp.",2011
"singh,m","kutcher,michaela.",2011
"singh,m","aversano,thomas",2011
"singh,m","rihal,charanjits.",2011
"byers,t","byers,tim",2011
"byers,t","chen,amy",2011
"byers,t","pignone,michael",2011
"byers,t","ransohoff,david",2011
"byers,t","schenk,maryjean",2011
"byers,t","smith,robert",2011
"byers,t","sox,harold",2011
"byers,t","thorson,alang.",2011
"byers,t","wender,richard",2011
"grijalva,cg","chen,lang",2011
"grijalva,cg","delzell,elizabeth",2011
"grijalva,cg","baddley,johnw.",2011
"grijalva,cg","beukelman,timothy",2011
"grijalva,cg","winthrop,kevinl.",2011
"grijalva,cg","griffin,marier.",2011
"grijalva,cg","herrinton,lisaj.",2011
"grijalva,cg","liu,liyan",2011
"grijalva,cg","ouellet-hellstrom,rita",2011
"grijalva,cg","patkar,niveditam.",2011
"grijalva,cg","solomon,danielh.",2011
"grijalva,cg","lewis,jamesd.",2011
"grijalva,cg","xie,fenglong",2011
"grijalva,cg","saag,kennethg.",2011
"grijalva,cg","curtis,jeffreyr.",2011
"otten,mh","prince,femkeh.m.",2011
"otten,mh","armbrust,wineke",2011
"otten,mh","tencate,rebecca",2011
"otten,mh","hoppenreijs,estherp.a.h.",2011
"otten,mh","twilt,marinka",2011
"otten,mh","koopman-keemink,yvonne",2011
"otten,mh","gorter,simonel.",2011
"otten,mh","dolman,koertm.",2011
"otten,mh","swart,joostf.",2011
"otten,mh","vandenberg,j.merlijn",2011
"otten,mh","wulffraat,nicom.",2011
"otten,mh","vanrossum,mariona.j.",2011
"otten,mh","vansuijlekom-smit,lisettew.a.",2011
"carlo,wa","mcdonald,scotta.",2011
"carlo,wa","fanaroff,avroya.",2011
"carlo,wa","vohr,bettyr.",2011
"carlo,wa","stoll,barbaraj.",2011
"carlo,wa","ehrenkranz,richarda.",2011
"carlo,wa","andrews,williamw.",2011
"carlo,wa","wallace,dennis",2011
"carlo,wa","das,abhik",2011
"carlo,wa","bell,edwardf.",2011
"carlo,wa","walsh,michelec.",2011
"carlo,wa","laptook,abbotr.",2011
"carlo,wa","shankaran,seetha",2011
"carlo,wa","poindexter,brendab.",2011
"carlo,wa","hale,ellenc.",2011
"carlo,wa","newman,nancys.",2011
"carlo,wa","davis,alexiss.",2011
"carlo,wa","schibler,kurt",2011
"carlo,wa","kennedy,kathleena.",2011
"carlo,wa","sanchez,pabloj.",2011
"carlo,wa","vanmeurs,krisap.",2011
"carlo,wa","goldberg,ronaldn.",2011
"carlo,wa","watterberg,kristil.",2011
"carlo,wa","faix,rogerg.",2011
"carlo,wa","frantz,ivand.,iii",2011
"carlo,wa","higgins,rosemaryd.",2011
"nguyen,pl","je,youjin",2011
"nguyen,pl","schutz,fabioa.b.",2011
"nguyen,pl","hoffman,karene.",2011
"nguyen,pl","hu,jimc.",2011
"nguyen,pl","parekh,arti",2011
"nguyen,pl","beckman,joshuaa.",2011
"nguyen,pl","choueiri,tonik.",2011
"barkun,a","barkun,alan",2011
"barkun,a","brophy,james",2011
"mega,jl","hochholzer,willibald",2011
"mega,jl","frelinger,andrewl.,iii",2011
"mega,jl","kluk,michaelj.",2011
"mega,jl","angiolillo,dominickj.",2011
"mega,jl","kereiakes,deanj.",2011
"mega,jl","isserman,steven",2011
"mega,jl","rogers,williamj.",2011
"mega,jl","ruff,christiant.",2011
"mega,jl","contant,charles",2011
"mega,jl","pencina,michaelj.",2011
"mega,jl","scirica,benjaminm.",2011
"mega,jl","longtine,janinaa.",2011
"mega,jl","michelson,aland.",2011
"mega,jl","sabatine,marcs.",2011
"wang,a","park,lawrence",2011
"wang,a","tribouilloy,christophe",2011
"wang,a","cortes,claudia",2011
"wang,a","casillo,roberta",2011
"wang,a","chu,vivian",2011
"wang,a","delahaye,francois",2011
"wang,a","durante-mangoni,emanuele",2011
"wang,a","edathodu,jameela",2011
"wang,a","falces,carlos",2011
"wang,a","logar,mateja",2011
"wang,a","miro,josem.",2011
"wang,a","naber,christophe",2011
"wang,a","tripodi,mariefrancoise",2011
"wang,a","murdoch,davidr.",2011
"wang,a","moreillon,philippe",2011
"wang,a","utili,riccardo",2011
"wang,a","wang,andrew",2011
"walkey,aj","wiener,rendasoylemez",2011
"walkey,aj","ghobrial,joannam.",2011
"walkey,aj","curtis,lesleyh.",2011
"walkey,aj","benjamin,emeliaj.",2011
"nicholls,sj","brewer,h.bryan",2011
"nicholls,sj","kastelein,johnj.p.",2011
"nicholls,sj","krueger,kathryna.",2011
"nicholls,sj","wang,ming-dauh",2011
"nicholls,sj","shao,mingyuan",2011
"nicholls,sj","hu,bo",2011
"nicholls,sj","mcerlean,ellen",2011
"nicholls,sj","nissen,stevene.",2011
"moye,la","henry,timothyd.",2011
"moye,la","ellis,stepheng.",2011
"moye,la","pepine,carlj.",2011
"moye,la","willerson,jamest.",2011
"moye,la","zhao,davidx.m.",2011
"moye,la","forder,johnr.",2011
"moye,la","byrne,barryj.",2011
"moye,la","hatzopoulos,antonisk.",2011
"moye,la","penn,marcs.",2011
"moye,la","perin,emersonc.",2011
"moye,la","baran,kennethw.",2011
"moye,la","chambers,jeffrey",2011
"moye,la","lambert,charles",2011
"moye,la","raveendran,ganesh",2011
"moye,la","simon,danieli.",2011
"moye,la","vaughan,douglase.",2011
"moye,la","simpson,laram.",2011
"moye,la","gee,adrianp.",2011
"moye,la","taylor,dorisa.",2011
"moye,la","cogle,christopherr.",2011
"moye,la","thomas,jamesd.",2011
"moye,la","silva,guilhermev.",2011
"moye,la","jorgenson,bethc.",2011
"moye,la","olson,rachele.",2011
"moye,la","bowman,sherry",2011
"moye,la","francescon,judy",2011
"moye,la","geither,carrie",2011
"moye,la","handberg,eileen",2011
"moye,la","smith,deirdrex.",2011
"moye,la","baraniuk,sarah",2011
"moye,la","piller,lindab.",2011
"moye,la","loghin,catalin",2011
"moye,la","aguilar,david",2011
"moye,la","richman,sara",2011
"moye,la","zierold,claudia",2011
"moye,la","bettencourt,judy",2011
"moye,la","sayre,shellyl.",2011
"moye,la","vojvodic,rachelw.",2011
"moye,la","skarlatos,soniai.",2011
"moye,la","gordon,davidj.",2011
"moye,la","ebert,rayf.",2011
"moye,la","kwak,minjung",2011
"moye,la","moye,lemuela.",2011
"moye,la","simari,robertd.",2011
"canto,jg","kiefe,catarinai.",2011
"canto,jg","rogers,williamj.",2011
"canto,jg","peterson,ericd.",2011
"canto,jg","frederick,pauld.",2011
"canto,jg","french,williamj.",2011
"canto,jg","gibson,c.michael",2011
"canto,jg","pollack,charlesv.,jr.",2011
"canto,jg","ornato,josephp.",2011
"canto,jg","zalenski,robertj.",2011
"canto,jg","penney,jan",2011
"canto,jg","tiefenbrunn,alanj.",2011
"canto,jg","greenland,philip",2011
"hlatky,ma","baker,laurencec.",2011
"hlatky,ma","hlatky,marka.",2011
"ovbiagele,b","diener,hans-christophe",2011
"ovbiagele,b","yusuf,salim",2011
"ovbiagele,b","martin,reneeh.",2011
"ovbiagele,b","cotton,daniel",2011
"ovbiagele,b","vinisko,richard",2011
"ovbiagele,b","donnan,geoffreya.",2011
"ovbiagele,b","bath,philipm.",2011
"powers,wj","clarke,williamr.",2011
"powers,wj","grubb,robertl.,jr.",2011
"powers,wj","videen,tomo.",2011
"powers,wj","adams,haroldp.,jr.",2011
"powers,wj","derdeyn,colinp.",2011
"courchesne,e","mouton,peterr.",2011
"courchesne,e","calhoun,michaele.",2011
"courchesne,e","semendeferi,katerina",2011
"courchesne,e","ahrens-barbeau,clelia",2011
"courchesne,e","hallet,melodiej.",2011
"courchesne,e","barnes,cynthiacarter",2011
"courchesne,e","pierce,karen",2011
"vanbeijnum,j","vanderworp,h.bart",2011
"vanbeijnum,j","buis,dennisr.",2011
"vanbeijnum,j","salman,rustamal-shahi",2011
"vanbeijnum,j","kappelle,l.jaap",2011
"vanbeijnum,j","rinkel,gabrielj.e.",2011
"vanbeijnum,j","vandersprenkel,janwillemberkelbach",2011
"vanbeijnum,j","vandertop,w.peter",2011
"vanbeijnum,j","algra,ale",2011
"vanbeijnum,j","klijn,catharinaj.m.",2011
"sorror,ml","sandmaier,brendam.",2011
"sorror,ml","storer,barrye.",2011
"sorror,ml","franke,georgn.",2011
"sorror,ml","laport,ginnag.",2011
"sorror,ml","chauncey,thomasr.",2011
"sorror,ml","agura,edward",2011
"sorror,ml","maziarz,richardt.",2011
"sorror,ml","langston,amelia",2011
"sorror,ml","hari,parameswaran",2011
"sorror,ml","pulsipher,michaela.",2011
"sorror,ml","bethge,wolfgang",2011
"sorror,ml","sahebi,firoozeh",2011
"sorror,ml","bruno,benedetto",2011
"sorror,ml","maris,michaelb.",2011
"sorror,ml","yeager,andrew",2011
"sorror,ml","petersen,finnbo",2011
"sorror,ml","vindelov,lars",2011
"sorror,ml","mcsweeney,petera.",2011
"sorror,ml","huebel,kai",2011
"sorror,ml","mielcarek,marco",2011
"sorror,ml","georges,georgee.",2011
"sorror,ml","niederwieser,dietger",2011
"sorror,ml","blume,karlg.",2011
"sorror,ml","maloney,davidg.",2011
"sorror,ml","storb,rainer",2011
"chen,wy","rosner,bernard",2011
"chen,wy","hankinson,susane.",2011
"chen,wy","colditz,grahama.",2011
"chen,wy","willett,walterc.",2011
"engels,ea","pfeiffer,ruthm.",2011
"engels,ea","fraumeni,josephf.,jr.",2011
"engels,ea","kasiske,bertraml.",2011
"engels,ea","israni,ajayk.",2011
"engels,ea","snyder,jonj.",2011
"engels,ea","wolfe,roberta.",2011
"engels,ea","goodrich,nathanp.",2011
"engels,ea","bayakly,a.rana",2011
"engels,ea","clarke,christinaa.",2011
"engels,ea","copeland,glenn",2011
"engels,ea","finch,jackl.",2011
"engels,ea","fleissner,marylou",2011
"engels,ea","goodman,marct.",2011
"engels,ea","kahn,amy",2011
"engels,ea","koch,lori",2011
