s,e,t
"kaufman,dw","miller,dr",1984
"kaufman,dw","rosenberg,l",1984
"kaufman,dw","helmrich,sp",1984
"kaufman,dw","stolley,p",1984
"kaufman,dw","schottenfeld,d",1984
"kaufman,dw","shapiro,s",1984
"dodson,rf","greenberg,sd",1984
"dodson,rf","williams,mg",1984
"dodson,rf","corn,cj",1984
"dodson,rf","osullivan,mf",1984
"dodson,rf","hurst,ga",1984
"quinnan,gv","masur,h",1984
"quinnan,gv","rook,ah",1984
"quinnan,gv","armstrong,g",1984
"quinnan,gv","frederick,wr",1984
"quinnan,gv","epstein,j",1984
"quinnan,gv","manischewitz,jf",1984
"quinnan,gv","macher,am",1984
"quinnan,gv","jackson,l",1984
"quinnan,gv","ames,j",1984
"quinnan,gv","smith,ha",1984
"quinnan,gv","parker,m",1984
"quinnan,gv","pearson,gr",1984
"quinnan,gv","parrillo,j",1984
"quinnan,gv","mitchell,c",1984
"quinnan,gv","straus,se",1984
"gleicher,n","elkayam,u",1984
"fischbein,a","rohl,an",1984
"alexander,he","mccarty,k",1984
"alexander,he","giffen,mb",1984
"brady,em","margolis,ml",1984
"brady,em","korzeniowski,om",1984
"schroeder,sa","myers,lp",1984
"schroeder,sa","mcphee,sj",1984
"schroeder,sa","showstack,ja",1984
"schroeder,sa","simborg,dw",1984
"schroeder,sa","chapman,sa",1984
"schroeder,sa","leong,jk",1984
"shapiro,mf","hatch,rl",1984
"shapiro,mf","greenfield,s",1984
"demetriou,e","sackett,r",1984
"demetriou,e","welch,df",1984
"demetriou,e","kaplan,dw",1984
"gill,tj","jenkins,de",1984
"gershon,aa","steinberg,sp",1984
"gershon,aa","gelb,l",1984
"gershon,aa","galasso,g",1984
"gershon,aa","borkowsky,w",1984
"gershon,aa","larussa,p",1984
"gershon,aa","ferrara,a",1984
"winters,c","artnak,ej",1984
"winters,c","benjamin,sb",1984
"winters,c","castell,do",1984
"blair,sn","goodyear,nn",1984
"blair,sn","gibbons,lw",1984
"blair,sn","cooper,kh",1984
"paffenbarger,rs","hyde,rt",1984
"paffenbarger,rs","wing,al",1984
"paffenbarger,rs","steinmetz,ch",1984
"mahler,da","nelson,wn",1984
"mahler,da","hagerman,fc",1984
"vander,lb","franklin,ba",1984
"vander,lb","wrisley,d",1984
"vander,lb","scherf,j",1984
"vander,lb","kogler,aa",1984
"vander,lb","rubenfire,m",1984
"goldberg,l","elliot,dl",1984
"goldberg,l","schutz,rw",1984
"goldberg,l","kloster,fe",1984
"blume,fd","boyer,sj",1984
"blume,fd","braverman,le",1984
"blume,fd","cohen,a",1984
"blume,fd","dirkse,j",1984
"blume,fd","mordes,jp",1984
"thomas,pa","jaffe,hw",1984
"thomas,pa","spira,tj",1984
"thomas,pa","reiss,r",1984
"thomas,pa","guerrero,ic",1984
"thomas,pa","auerbach,d",1984
"bauer,sb","hallett,m",1984
"bauer,sb","khoshbin,s",1984
"bauer,sb","lebowitz,rl",1984
"bauer,sb","winston,kr",1984
"bauer,sb","gibson,s",1984
"bauer,sb","colodny,ah",1984
"bauer,sb","retik,ab",1984
"keller,mb","klerman,gl",1984
"keller,mb","lavori,pw",1984
"keller,mb","coryell,w",1984
"keller,mb","endicott,j",1984
"keller,mb","taylor,j",1984
"rabin,pl","rabin,d",1984
"erickson,jd","mulinare,j",1984
"erickson,jd","mcclain,pw",1984
"erickson,jd","fitch,tg",1984
"erickson,jd","james,lm",1984
"erickson,jd","mcclearn,ab",1984
"erickson,jd","adams,mj",1984
"adams,f","quesada,jr",1984
"adams,f","gutterman,ju",1984
"massey,fj","bernstein,gs",1984
"massey,fj","ofallon,wm",1984
"massey,fj","schuman,lm",1984
"massey,fj","coulson,ah",1984
"massey,fj","crozier,r",1984
"massey,fj","mandel,js",1984
"massey,fj","benjamin,rb",1984
"massey,fj","berendes,hw",1984
"massey,fj","chang,pc",1984
"massey,fj","detels,r",1984
"massey,fj","emslander,rf",1984
"massey,fj","korelitz,j",1984
"massey,fj","kurland,lt",1984
"massey,fj","lepow,ih",1984
"massey,fj","mcgregor,dd",1984
"massey,fj","nakamura,rn",1984
"massey,fj","quiroga,j",1984
"massey,fj","schmidt,s",1984
"massey,fj","spivey,gh",1984
"massey,fj","sullivan,t",1984
"rossi,ac","knapp,de",1984
"herbert,pn","bernier,dn",1984
"herbert,pn","cullinane,em",1984
"herbert,pn","edelstein,l",1984
"herbert,pn","kantor,ma",1984
"herbert,pn","thompson,pd",1984
"speicher,ce","speicher,ce",1984
"sawka,mn","francesconi,rp",1984
"sawka,mn","young,aj",1984
"sawka,mn","pandolf,kb",1984
"chatterjee,k","rouleau,jl",1984
"chatterjee,k","parmley,ww",1984
"ma,p","villanueva,tg",1984
"ma,p","kaufman,d",1984
"ma,p","gillooley,jf",1984
"stanley,b","guido,j",1984
"stanley,b","stanley,m",1984
"stanley,b","shortell,d",1984
"phibbs,b","friedman,hs",1984
"phibbs,b","graboys,tb",1984
"phibbs,b","lown,b",1984
"phibbs,b","marriott,hjl",1984
"phibbs,b","nelson,wp",1984
"phibbs,b","preston,t",1984
"stenkvist,b","bergstrom,r",1984
"stenkvist,b","eklund,g",1984
"stenkvist,b","fox,ch",1984
"mccracken,gh","threlkeld,n",1984
"mccracken,gh","mize,s",1984
"mccracken,gh","baker,cj",1984
"mccracken,gh","kaplan,sl",1984
"mccracken,gh","faingezicht,i",1984
"mccracken,gh","feldman,we",1984
"mccracken,gh","schaad,u",1984
"stern,rs","bigby,m",1984
"milunsky,a","alpert,e",1984
"crowley,ae","etzel,si",1984
"crowley,ae","petersen,es",1984
"jolly,hp","taksel,l",1984
"jolly,hp","boerner,rj",1984
"jolly,hp","bickel,j",1984
"jolly,hp","macenski,cw",1984
"osteen,a","gannon,mi",1984
"osteen,a","fisher,se",1984
"hughes,ra","gertman,pm",1984
"hughes,ra","anderson,jj",1984
"hughes,ra","friedman,nl",1984
"hughes,ra","rosen,mr",1984
"hughes,ra","ward,ac",1984
"hughes,ra","kreger,be",1984
"laslett,lj","amsterdam,ea",1984
"mills,jl","graubard,bi",1984
"mills,jl","harley,ee",1984
"mills,jl","rhoads,gg",1984
"mills,jl","berendes,hw",1984
"maull,ki","kinning,ls",1984
"maull,ki","hickman,jk",1984
"mittleman,re","wetli,cv",1984
"spickard,wa","tucker,pj",1984
"manzella,jp","mcconville,jh",1984
"manzella,jp","valenti,w",1984
"manzella,jp","menegus,ma",1984
"manzella,jp","swierkosz,em",1984
"manzella,jp","arens,m",1984
"goldsmith,hs","griffith,al",1984
"goldsmith,hs","kupferman,a",1984
"goldsmith,hs","catsimpoolas,n",1984
"potter,me","kaufmann,af",1984
"potter,me","blake,pa",1984
"potter,me","feldman,ra",1984
"lagrew,dc","furlow,tg",1984
"lagrew,dc","hager,wd",1984
"lagrew,dc","yarrish,rl",1984
"dunn,mi","dreiling,rj",1984
"ostrow,jd","blei,at",1984
"kasper,ck","johnson,cs",1984
"deshazo,rd","salvaggio,je",1984
"freedman,dx","glass,rm",1984
"jacobson,hg","leeds,ne",1984
"delregato,ja","brady,lw",1984
"klebanoff,ma","graubard,bi",1984
"klebanoff,ma","kessel,ss",1984
"klebanoff,ma","berendes,hw",1984
"letz,ga","pond,sm",1984
"letz,ga","osterloh,jd",1984
"letz,ga","wade,rl",1984
"letz,ga","becker,ce",1984
"winkelman,jw","hill,rb",1984
"decker,md","dewey,mj",1984
"decker,md","hutcheson,rh",1984
"decker,md","schaffner,w",1984
"stellar,s","ahrens,sp",1984
"stellar,s","meibohm,ar",1984
"stellar,s","reines,sa",1984
"makadon,hj","gerson,s",1984
"makadon,hj","ryback,r",1984
"kaback,kr","sanders,ab",1984
"kaback,kr","meislin,hw",1984
"murray,cl","reichert,ja",1984
"murray,cl","anderson,j",1984
"murray,cl","twiggs,lb",1984
"noble,rc","kane,ma",1984
"noble,rc","reeves,sa",1984
"noble,rc","roeckel,i",1984
"klein,bs","michaels,ja",1984
"klein,bs","rytel,mw",1984
"klein,bs","berg,kg",1984
"klein,bs","davis,jp",1984
"oye,rk","shapiro,mf",1984
"bauman,wa","yalow,rs",1984
"kramer,ms","shapiro,sh",1984
"friedland,rp","budinger,tf",1984
"friedland,rp","brantzawadzki,m",1984
"friedland,rp","jagust,wj",1984
"ostfeld,am","ostfeld,am",1984
"ostfeld,am","freeman,dh",1984
"silverstein,md","mulley,ag",1984
"silverstein,md","dienstag,jl",1984
"wells,kb","lewis,ce",1984
"wells,kb","leake,b",1984
"wells,kb","ware,je",1984
"hughes,jr","miller,sa",1984
"tucker,a","stager,jm",1984
"tucker,a","cordain,l",1984
"robboy,sj","noller,kl",1984
"robboy,sj","obrien,p",1984
"robboy,sj","kaufman,rh",1984
"robboy,sj","townsend,d",1984
"robboy,sj","barnes,ab",1984
"robboy,sj","gundersen,j",1984
"robboy,sj","lawrence,wd",1984
"robboy,sj","bergstrahl,e",1984
"robboy,sj","mcgorray,s",1984
"robboy,sj","tilley,bc",1984
"robboy,sj","anton,j",1984
"robboy,sj","chazen,g",1984
"leary,fj","resseguie,lj",1984
"leary,fj","kurland,lt",1984
"leary,fj","obrien,pc",1984
"leary,fj","emslander,rf",1984
"leary,fj","noller,kl",1984
"strull,wm","lo,b",1984
"strull,wm","charles,g",1984
"lipton,ra","klass,em",1984
"jones,ec","growe,gh",1984
"jones,ec","naiman,sc",1984
"forman,mr","meirik,o",1984
"forman,mr","berendes,hw",1984
"kane,ma","bradley,dw",1984
"kane,ma","shrestha,sm",1984
"kane,ma","maynard,je",1984
"kane,ma","cook,eh",1984
"kane,ma","mishra,rp",1984
"kane,ma","joshi,dd",1984
"samuels,si","wyner,j",1984
"samuels,si","brodsky,jb",1984
"samuels,si","laub,dr",1984
"mecklenburg,rs","benson,ea",1984
"mecklenburg,rs","benson,jw",1984
"mecklenburg,rs","fredlund,pn",1984
"mecklenburg,rs","guinn,t",1984
"mecklenburg,rs","metz,rj",1984
"mecklenburg,rs","nielsen,rl",1984
"mecklenburg,rs","sannar,ca",1984
"smith,bwh","gerard,rj",1984
"sanders,ab","meislin,hw",1984
"sanders,ab","ewy,ga",1984
"sacks,hs","rose,dn",1984
"sacks,hs","chalmers,tc",1984
"brodows,rg","williams,c",1984
"brodows,rg","amatruda,jm",1984
"woolliscroft,jo","calhoun,jg",1984
"woolliscroft,jo","maxim,br",1984
"woolliscroft,jo","wolf,fm",1984
"wentz,dk","ford,cv",1984
"schultz,rc","decamara,dl",1984
"bracken,mb","collins,wf",1984
"bracken,mb","freeman,df",1984
"bracken,mb","shepard,mj",1984
"bracken,mb","wagner,fw",1984
"bracken,mb","silten,rm",1984
"bracken,mb","hellenbrand,kg",1984
"bracken,mb","ransohoff,j",1984
"bracken,mb","hunt,we",1984
"bracken,mb","perot,pl",1984
"bracken,mb","grossman,rg",1984
"bracken,mb","green,ba",1984
"bracken,mb","eisenberg,hm",1984
"bracken,mb","rifkinson,n",1984
"bracken,mb","goodman,jh",1984
"bracken,mb","meagher,jn",1984
"bracken,mb","fischer,b",1984
"bracken,mb","clifton,gl",1984
"bracken,mb","flamm,es",1984
"bracken,mb","rawe,se",1984
"crowson,tw","rich,ec",1984
"crowson,tw","woolfrey,bf",1984
"crowson,tw","connelly,dp",1984
"mavligit,gm","talpaz,m",1984
"mavligit,gm","hsia,ft",1984
"mavligit,gm","wong,w",1984
"mavligit,gm","lichtiger,b",1984
"mavligit,gm","mansell,pwa",1984
"mavligit,gm","mumford,dm",1984
"miller,b","stansfield,sk",1984
"miller,b","zack,mm",1984
"miller,b","curran,jw",1984
"miller,b","kaplan,je",1984
"miller,b","schonberger,lb",1984
"miller,b","falk,h",1984
"miller,b","spira,tj",1984
"miller,b","mildvan,d",1984
"mellinger,gd","balter,mb",1984
"mellinger,gd","uhlenhuth,eh",1984
"tacket,co","narain,jp",1984
"tacket,co","sattin,r",1984
"tacket,co","lofgren,jp",1984
"tacket,co","konigsberg,c",1984
"tacket,co","rendtorff,rc",1984
"tacket,co","rausa,a",1984
"tacket,co","davis,br",1984
"tacket,co","cohen,ml",1984
"holmberg,sd","blake,pa",1984
"sutnick,ai","lynch,ht",1984
"sutnick,ai","miller,dg",1984
"baker,td","weisman,c",1984
"baker,td","piwoz,e",1984
"hoffman,da","mcconahey,wm",1984
"hoffman,da","brinton,la",1984
"hoffman,da","fraumeni,jf",1984
"berg,ao","heidrich,fe",1984
"berg,ao","fihn,sd",1984
"berg,ao","bergman,jj",1984
"berg,ao","wood,rw",1984
"berg,ao","stamm,we",1984
"berg,ao","holmes,kk",1984
"cann,ce","martin,mc",1984
"cann,ce","genant,hk",1984
"cann,ce","jaffe,rb",1984
"dimsdale,je","hartley,lh",1984
"dimsdale,je","guiney,t",1984
"dimsdale,je","ruskin,jn",1984
"dimsdale,je","greenblatt,d",1984
"gonnella,js","hornbrook,mc",1984
"gonnella,js","louis,dz",1984
"morse,rm","martin,ma",1984
"morse,rm","swenson,wm",1984
"morse,rm","niven,rg",1984
"wenzel,rp","haley,ce",1984
"wenzel,rp","searcy,ma",1984
"wenzel,rp","guenthner,sm",1984
"wenzel,rp","kaiser,dl",1984
"wenzel,rp","groschel,dhm",1984
"wenzel,rp","gillenwater,jy",1984
"wenzel,rp","wenzel,rp",1984
"demling,rh","demling,rh",1984
"goldman,jn","goldman,mb",1984
"scheld,wm","mandell,gl",1984
"sexton,m","hebel,jr",1984
"kafrissen,me","schulz,kf",1984
"kafrissen,me","grimes,da",1984
"kafrissen,me","cates,w",1984
"werner,sb","weidmer,ce",1984
"werner,sb","nelson,bc",1984
"werner,sb","nygaard,gs",1984
"werner,sb","goethals,rm",1984
"werner,sb","poland,jd",1984
"melzack,r","katz,j",1984
"ory,hw","rubin,gl",1984
"ory,hw","jones,v",1984
"ory,hw","wingo,p",1984
"ory,hw","destefano,f",1984
"ory,hw","peterson,h",1984
"ory,hw","guidotti,r",1984
"ory,hw","layde,pm",1984
"ory,hw","levenson,ag",1984
"ory,hw","michelson,m",1984
"ory,hw","hatcher,r",1984
"baddour,lm","bisno,al",1984
"bustillo,m","buster,je",1984
"bustillo,m","cohen,sw",1984
"bustillo,m","thorneycroft,ih",1984
"bustillo,m","simon,ja",1984
"bustillo,m","boyers,sp",1984
"bustillo,m","marshall,jr",1984
"bustillo,m","seed,rw",1984
"bustillo,m","louw,ja",1984
"bustillo,m","seed,rg",1984
"mcgivney,wt","crooks,gm",1984
"kieffer,sa","cacayorin,ed",1984
"kieffer,sa","sherry,rg",1984
"powell,ke","meador,mp",1984
"powell,ke","farer,ls",1984
"baum,c","kennedy,dl",1984
"baum,c","forbes,mb",1984
"baum,c","jones,jk",1984
"brown,mr","fisher,la",1984
"biggar,rj","melbye,m",1984
"biggar,rj","ebbesen,p",1984
"biggar,rj","mann,dl",1984
"biggar,rj","goedert,jj",1984
"biggar,rj","weinstock,r",1984
"biggar,rj","strong,dm",1984
"biggar,rj","blattner,wa",1984
"ammann,aj","schiffman,g",1984
"ammann,aj","abrams,d",1984
"ammann,aj","volberding,p",1984
"ammann,aj","ziegler,j",1984
"ammann,aj","conant,m",1984
"copeland,jg","mammana,rb",1984
"copeland,jg","fuller,jk",1984
"copeland,jg","campbell,dw",1984
"copeland,jg","mcaleer,mj",1984
"copeland,jg","sailer,ja",1984
"miller,rw","mckay,fw",1984
"siegel,i","liu,tl",1984
"siegel,i","zaret,p",1984
"siegel,i","gleicher,n",1984
"white,bc","wiegenstein,jg",1984
"white,bc","winegar,cd",1984
"laska,em","sunshine,a",1984
"laska,em","mueller,f",1984
"laska,em","elvers,wb",1984
"laska,em","siegel,c",1984
"laska,em","rubin,a",1984
"detels,r","visscher,br",1984
"detels,r","fahey,jl",1984
"detels,r","schwartz,k",1984
"detels,r","greene,rs",1984
"detels,r","madden,dl",1984
"detels,r","sever,jl",1984
"detels,r","gottlieb,ms",1984
"hartman,gw","torres,ve",1984
"hartman,gw","leago,gf",1984
"hartman,gw","williamson,b",1984
"hartman,gw","hattery,rr",1984
"starr,a","grunkemeier,gl",1984
"glick,id","borus,jf",1984
"stern,ta","mulley,ag",1984
"stern,ta","thibault,ge",1984
"orenstein,wa","bart,kj",1984
"orenstein,wa","hinman,ar",1984
"orenstein,wa","preblud,sr",1984
"orenstein,wa","greaves,wl",1984
"orenstein,wa","doster,sw",1984
"orenstein,wa","stetler,hc",1984
"orenstein,wa","sirotkin,b",1984
"woo,slc","lidsky,as",1984
"woo,slc","guttler,f",1984
"woo,slc","thirumalachary,c",1984
"woo,slc","robson,kjh",1984
"grimes,da","schulz,kf",1984
"grimes,da","cates,wj",1984
"bowen,gs","griffin,m",1984
"bowen,gs","hayne,c",1984
"bowen,gs","slade,j",1984
"bowen,gs","schulze,tl",1984
"bowen,gs","parkin,w",1984
"rich,s","brundage,bh",1984
"goodwin,js","goodwin,jm",1984
"washington,ae","cates,w",1984
"washington,ae","zaidi,aa",1984
"gyves,jw","ensminger,wd",1984
"gyves,jw","niederhuber,je",1984
"gyves,jw","dent,t",1984
"gyves,jw","walker,s",1984
"gyves,jw","gilbertson,s",1984
"gyves,jw","cozzi,e",1984
"gyves,jw","saran,p",1984
"francosaenz,r","mulrow,pj",1984
"francosaenz,r","kim,k",1984
"ottosson,a","krantz,p",1984
"kurland,lt","molgaard,ca",1984
"kurland,lt","kurland,em",1984
"kurland,lt","wiederholt,wc",1984
"kurland,lt","kirkpatrick,jw",1984
"lampert,pw","hardman,jm",1984
"shelhamer,jh","natanson,c",1984
"shelhamer,jh","parrillo,je",1984
"scolnick,em","mclean,aa",1984
"scolnick,em","west,dj",1984
"scolnick,em","mcaleer,wj",1984
"scolnick,em","miller,wj",1984
"scolnick,em","buynak,eb",1984
"binkin,nj","koplan,jp",1984
"binkin,nj","cates,w",1984
"austin,h","louv,wc",1984
"austin,h","alexander,wj",1984
"elkayam,u","gleicher,n",1984
"zollapazner,s","william,d",1984
"zollapazner,s","elsadr,w",1984
"zollapazner,s","marmor,m",1984
"zollapazner,s","stahl,r",1984
"koepke,jw","christopher,kl",1984
"koepke,jw","chai,h",1984
"koepke,jw","selner,jc",1984
"pond,sm","olson,kr",1984
"pond,sm","osterloh,jd",1984
"pond,sm","tong,tg",1984
"hinman,ar","koplan,jp",1984
"caplan,rh","abellera,rm",1984
"caplan,rh","kisken,wa",1984
"gal,p","miller,a",1984
"gal,p","mccue,jd",1984
"piziak,vk","gilliland,pf",1984
"piziak,vk","boyd,g",1984
"piziak,vk","brown,ak",1984
"piziak,vk","smigiel,mr",1984
"jacobs,lm","hsieh,jw",1984
"kempe,ch","silverman,fn",1984
"kempe,ch","steele,bf",1984
"kempe,ch","droegemueller,w",1984
"kempe,ch","silver,hk",1984
"kumar,r","schreiber,mh",1985
"tartas,ne","korin,j",1985
"tartas,ne","dengra,cs",1985
"tartas,ne","barazzutti,lm",1985
"tartas,ne","blasetti,a",1985
"tartas,ne","avalos,jcs",1985
"fleming,dw","leibenhaut,mh",1985
"fleming,dw","albanes,d",1985
"fleming,dw","cochi,sl",1985
"fleming,dw","hightower,aw",1985
"fleming,dw","makintubee,s",1985
"fleming,dw","helgerson,sd",1985
"fleming,dw","broome,cv",1985
"garbe,pl","davis,bj",1985
"garbe,pl","weisfeld,js",1985
"garbe,pl","markowitz,l",1985
"garbe,pl","miner,p",1985
"garbe,pl","garrity,f",1985
"garbe,pl","barbaree,jm",1985
"garbe,pl","reingold,al",1985
"miles,sh","crimmins,tj",1985
"green,rl","green,ma",1985
"lyman,gh","lyman,cg",1985
"lyman,gh","johnson,w",1985
"cassel,ck","jameton,al",1985
"cassel,ck","sidel,vw",1985
"cassel,ck","storey,pb",1985
"koren,g","rose,v",1985
"koren,g","lavi,s",1985
"koren,g","rowe,r",1985
"rock,g","tittley,p",1985
"rock,g","fuller,v",1985
"graves,pl","thomas,cb",1985
"egeland,ja","sussex,jn",1985
"tran,zv","weltman,a",1985
"fishbein,db","kaplan,je",1985
"fishbein,db","spira,tj",1985
"fishbein,db","miller,b",1985
"fishbein,db","schonberger,lb",1985
"fishbein,db","pinsky,pf",1985
"fishbein,db","getchell,jp",1985
"fishbein,db","kalyanaraman,vs",1985
"fishbein,db","braude,js",1985
"garfield,rm","rodriguez,pf",1985
"phelps,r","jacobs,ra",1985
"schwartz,is","bello,gv",1985
"schwartz,is","feigin,g",1985
"schwartz,is","sherman,dh",1985
"swedberg,j","steiner,jf",1985
"swedberg,j","deiss,f",1985
"swedberg,j","steiner,s",1985
"swedberg,j","driggers,da",1985
"preminger,gm","clayman,rv",1985
"preminger,gm","hardeman,sw",1985
"preminger,gm","franklin,j",1985
"preminger,gm","curry,t",1985
"preminger,gm","peters,pc",1985
"whitingokeefe,qe","simborg,dw",1985
"whitingokeefe,qe","epstein,wv",1985
"whitingokeefe,qe","warger,a",1985
"strunk,rc","mrazek,da",1985
"strunk,rc","fuhrmann,gsw",1985
"strunk,rc","labrecque,jf",1985
"sacks,fm","ornish,d",1985
"sacks,fm","rosner,b",1985
"sacks,fm","mclanahan,s",1985
"sacks,fm","castelli,wp",1985
"sacks,fm","kass,eh",1985
"ginsbergfellner,f","witt,me",1985
"ginsbergfellner,f","franklin,bh",1985
"ginsbergfellner,f","yagihashi,s",1985
"ginsbergfellner,f","toguchi,y",1985
"ginsbergfellner,f","dobersen,mj",1985
"ginsbergfellner,f","rubinstein,p",1985
"ginsbergfellner,f","notkins,al",1985
"nelson,kb","ellenberg,jh",1985
"medero,m","hoffman,d",1985
"medero,m","lineaweaver,w",1985
"medero,m","king,c",1985
"medero,m","rumley,to",1985
"crowley,ae","etzel,si",1985
"crowley,ae","petersen,es",1985
"jolly,hp","taksel,l",1985
"jolly,hp","elliott,pr",1985
"jolly,hp","bickel,j",1985
"osteen,a","gannon,mi",1985
"munoz,e","laughlin,a",1985
"munoz,e","regan,dm",1985
"munoz,e","teicher,i",1985
"munoz,e","margolis,ib",1985
"munoz,e","wise,l",1985
"goldberg,rj","capone,rj",1985
"goldberg,rj","hunt,jd",1985
"keilson,l","lambert,d",1985
"keilson,l","fabian,d",1985
"keilson,l","thebarge,j",1985
"keilson,l","ackerson,t",1985
"keilson,l","palomaki,g",1985
"keilson,l","turgeon,w",1985
"levine,am","gill,ps",1985
"levine,am","meyer,pr",1985
"levine,am","burkes,rl",1985
"levine,am","ross,r",1985
"levine,am","dworsky,rd",1985
"levine,am","krailo,m",1985
"levine,am","parker,jw",1985
"levine,am","lukes,rj",1985
"levine,am","rasheed,s",1985
"keeler,eb","brook,rh",1985
"keeler,eb","goldberg,ga",1985
"keeler,eb","kamberg,cj",1985
"keeler,eb","newhouse,jp",1985
"deljunco,dj","annegers,jf",1985
"deljunco,dj","luthra,hs",1985
"deljunco,dj","coulam,cb",1985
"deljunco,dj","kurland,lt",1985
"overcast,td","sales,bd",1985
"rorat,e","garcia,rl",1985
"rorat,e","skolom,j",1985
"weiss,sh","saxinger,wc",1985
"weiss,sh","rechtman,d",1985
"weiss,sh","grieco,mh",1985
"weiss,sh","nadler,j",1985
"weiss,sh","holman,s",1985
"weiss,sh","ginzburg,hm",1985
"weiss,sh","groopman,je",1985
"weiss,sh","goedert,jj",1985
"weiss,sh","markham,pd",1985
"weiss,sh","gallo,rc",1985
"weiss,sh","blattner,wa",1985
"weiss,sh","landesman,s",1985
"miettinen,ta","huttunen,jk",1985
"miettinen,ta","naukkarinen,v",1985
"miettinen,ta","strandberg,t",1985
"miettinen,ta","mattila,s",1985
"miettinen,ta","kumlin,t",1985
"miettinen,ta","sarna,s",1985
"kulig,k","golightly,lk",1985
"kulig,k","rumack,bh",1985
"deshazo,rd","salvaggio,je",1985
"ostrow,jd","vanagunas,a",1985
"glass,rm","freedman,dx",1985
"bigby,m","arndt,ka",1985
"steel,k","barry,pp",1985
"goldberg,mf","sugar,j",1985
"jacobson,hg","leeds,ne",1985
"brady,lw","davis,lw",1985
"mirkin,g","shangold,m",1985
"weibel,re","kuter,bj",1985
"weibel,re","neff,bj",1985
"weibel,re","rothenberger,ca",1985
"weibel,re","fitzgerald,aj",1985
"weibel,re","connor,ka",1985
"weibel,re","morton,d",1985
"weibel,re","mclean,aa",1985
"weibel,re","scolnick,em",1985
"bray,t","szabo,r",1985
"bray,t","timmerman,l",1985
"bray,t","yen,l",1985
"bray,t","madison,m",1985
"clumeck,n","robertguroff,m",1985
"clumeck,n","vandeperre,p",1985
"clumeck,n","jennings,a",1985
"clumeck,n","sibomana,j",1985
"clumeck,n","demol,p",1985
"clumeck,n","cran,s",1985
"clumeck,n","gallo,rc",1985
"silverman,jj","hart,rp",1985
"silverman,jj","garrettson,lk",1985
"silverman,jj","stockman,sj",1985
"silverman,jj","hamer,rm",1985
"silverman,jj","schulz,sc",1985
"silverman,jj","narasimhachari,n",1985
"mccarty,dj","oduffy,jd",1985
"mccarty,dj","pearson,l",1985
"mccarty,dj","hunter,jb",1985
"collen,mf","flagle,cd",1985
"linn,ls","yager,j",1985
"linn,ls","cope,d",1985
"linn,ls","leake,b",1985
"kuske,tt","fleming,ga",1985
"kuske,tt","jarecky,rk",1985
"kuske,tt","levine,jh",1985
"kuske,tt","lewis,la",1985
"leeds,mp","cohen,sn",1985
"leeds,mp","purcell,g",1985
"sangal,r","dimitrijevic,r",1985
"peterman,ta","jaffe,hw",1985
"peterman,ta","feorino,pm",1985
"peterman,ta","getchell,jp",1985
"peterman,ta","warfield,dt",1985
"peterman,ta","haverkos,hw",1985
"peterman,ta","stoneburner,rl",1985
"peterman,ta","curran,jw",1985
"crossley,kb","irvine,p",1985
"crossley,kb","kaszar,dj",1985
"crossley,kb","loewenson,rb",1985
"markowitz,le","hynes,na",1985
"markowitz,le","delacruz,p",1985
"markowitz,le","campos,e",1985
"markowitz,le","barbaree,jm",1985
"markowitz,le","plikaytis,bd",1985
"markowitz,le","mosier,d",1985
"markowitz,le","kaufmann,af",1985
"ehrlich,a","rohl,an",1985
"ehrlich,a","holstein,ec",1985
"parker,mm","cunnion,re",1985
"parker,mm","parrillo,je",1985
"fischer,p","addison,la",1985
"hall,cb","mcbride,jt",1985
"hall,cb","gala,cl",1985
"hall,cb","hildreth,sw",1985
"hall,cb","schnabel,kc",1985
"heyward,wl","lanier,ap",1985
"heyward,wl","mcmahon,bj",1985
"heyward,wl","fitzgerald,ma",1985
"heyward,wl","kilkenny,s",1985
"heyward,wl","paprocki,tr",1985
"wiebers,do","whisnant,jp",1985
"holman,bl","gibson,re",1985
"holman,bl","hill,tc",1985
"holman,bl","eckelman,wc",1985
"holman,bl","albert,m",1985
"holman,bl","reba,rc",1985
"bissette,g","reynolds,gp",1985
"bissette,g","kilts,cd",1985
"bissette,g","widerlov,e",1985
"bissette,g","nemeroff,cb",1985
"weber,dj","rutala,wa",1985
"weber,dj","samsa,gp",1985
"weber,dj","santimaw,je",1985
"weber,dj","lemon,sm",1985
"alter,mj","favero,ms",1985
"alter,mj","maynard,je",1985
"redfield,rr","innis,bl",1985
"redfield,rr","scott,rm",1985
"redfield,rr","cannon,hg",1985
"redfield,rr","bancroft,wh",1985
"osterholm,mt","garayalde,sm",1985
"bailey,ll","nehlsencannarella,sl",1985
"bailey,ll","concepcion,w",1985
"bailey,ll","jolley,wb",1985
"pechacek,tf","folsom,ar",1985
"pechacek,tf","degaudermaris,r",1985
"pechacek,tf","jacobs,dr",1985
"pechacek,tf","luepker,rv",1985
"pechacek,tf","gillum,rf",1985
"pechacek,tf","blackburn,h",1985
"strauss,rh","lanese,rr",1985
"strauss,rh","malarkey,wb",1985
"kanzaki,s","omura,t",1985
"kanzaki,s","miyake,m",1985
"kanzaki,s","enomoto,s",1985
"kanzaki,s","miyata,i",1985
"kanzaki,s","ishimitsu,h",1985
"torg,js","vegso,jj",1985
"torg,js","sennett,b",1985
"torg,js","das,m",1985
"richards,fo","schantz,pm",1985
