,s,e,t
26383,"cohen,hj","smith,dm",2002
26384,"cohen,hj","ainslie,n",2002
26385,"cohen,hj","hornick,t",2002
26386,"cohen,hj","brodkin,k",2002
26387,"myers,j","prakash,m",2002
26388,"myers,j","froelicher,v",2002
26389,"myers,j","do,d",2002
26390,"myers,j","partington,s",2002
26391,"myers,j","atwood,je",2002
26392,"caprio,s","fisch,g",2002
26393,"caprio,s","teague,b",2002
26394,"caprio,s","tamborlane,wv",2002
26395,"caprio,s","banyas,b",2002
26396,"caprio,s","allen,k",2002
26397,"caprio,s","savoye,m",2002
26398,"caprio,s","rieger,v",2002
26399,"caprio,s","taksali,s",2002
26400,"caprio,s","barbetta,g",2002
26401,"caprio,s","sherwin,rs",2002
26402,"mazzone,a","dalcanton,a",2002
26403,"schneeweiss,s","walker,am",2002
26404,"schneeweiss,s","glynn,rj",2002
26405,"schneeweiss,s","maclure,m",2002
26406,"schneeweiss,s","dormuth,c",2002
26407,"schneeweiss,s","soumerai,sb",2002
26408,"lewis,jh","schonlau,m",2002
26409,"lewis,jh","munoz,ja",2002
26410,"lewis,jh","asch,sm",2002
26411,"lewis,jh","rosen,mr",2002
26412,"lewis,jh","yang,h",2002
26413,"lewis,jh","escarce,jj",2002
26414,"kurinczuk,jj","bower,c",2002
26415,"kurinczuk,jj","webb,s",2002
26416,"schieve,la","meikle,sf",2002
26417,"schieve,la","ferre,c",2002
26418,"schieve,la","peterson,hb",2002
26419,"schieve,la","jeng,g",2002
26420,"schieve,la","wilcox,ls",2002
26421,"korbling,m","katz,rl",2002
26422,"korbling,m","khanna,a",2002
26423,"korbling,m","ruifrok,ac",2002
26424,"korbling,m","rondon,g",2002
26425,"korbling,m","albitar,m",2002
26426,"korbling,m","champlin,re",2002
26427,"korbling,m","estrov,z",2002
26428,"low,de","cavalcanti,r",2002
26429,"low,de","brunton,jl",2002
26430,"low,de","bast,dj",2002
26431,"low,de","deazavedo,jcs",2002
26432,"low,de","kibsey,p",2002
26433,"low,de","fleming,c",2002
26434,"tan,gh","sussmane,jb",2002
26435,"reid,ir","brown,jp",2002
26436,"reid,ir","burckhardt,p",2002
26437,"reid,ir","horowitz,z",2002
26438,"reid,ir","richardson,p",2002
26439,"reid,ir","trechsel,u",2002
26440,"reid,ir","widmer,a",2002
26441,"reid,ir","devogelaer,j",2002
26442,"reid,ir","kaufman,j",2002
26443,"reid,ir","jaeger,p",2002
26444,"reid,ir","body,j",2002
26445,"reid,ir","meunier,pj",2002
26446,"johnson,s","cortese,mm",2002
26447,"johnson,s","gerber,si",2002
26448,"johnson,s","jones,rc",2002
26449,"johnson,s","holtz,th",2002
26450,"johnson,s","lopez,as",2002
26451,"johnson,s","zambrano,ch",2002
26452,"johnson,s","sufit,rl",2002
26453,"johnson,s","sakolvaree,y",2002
26454,"johnson,s","chaicumpa,w",2002
26455,"johnson,s","herwaldt,bl",2002
26456,"pugh,pj","grech,ed",2002
26457,"sterz,f","cerchiari,e",2002
26458,"sterz,f","martens,p",2002
26459,"sterz,f","roine,r",2002
26460,"sterz,f","eisenburger,p",2002
26461,"sterz,f","havel,c",2002
26462,"sterz,f","kofler,j",2002
26463,"sterz,f","oschatz,e",2002
26464,"sterz,f","rohrbach,k",2002
26465,"sterz,f","scheinecker,w",2002
26466,"sterz,f","schorkhuber,w",2002
26467,"sterz,f","behringer,w",2002
26468,"sterz,f","zeiner,a",2002
26469,"sterz,f","valentin,a",2002
26470,"sterz,f","demeyer,m",2002
26471,"sterz,f","takunen,o",2002
26472,"sterz,f","tiainen,m",2002
26473,"sterz,f","hachimi-idrissi,s",2002
26474,"sterz,f","huyghens,l",2002
26475,"sterz,f","fischer,m",2002
26476,"sterz,f","walger,p",2002
26477,"sterz,f","bartsch,a",2002
26478,"sterz,f","foedisch,m",2002
26479,"sterz,f","cerchiari,e",2002
26480,"sterz,f","bonizzoli,m",2002
26481,"sterz,f","pagni,e",2002
26482,"sterz,f","laggner,an",2002
26483,"sterz,f","kaff,a",2002
26484,"sterz,f","schneider,b",2002
26485,"sterz,f","mullner,m",2002
26486,"bernard,sa","gray,tw",2002
26487,"bernard,sa","buist,md",2002
26488,"bernard,sa","jones,bm",2002
26489,"bernard,sa","silvester,w",2002
26490,"bernard,sa","gutteridge,g",2002
26491,"bernard,sa","smith,k",2002
26492,"kyle,ra","therneau,tm",2002
26493,"kyle,ra","rajkumar,sv",2002
26494,"kyle,ra","offord,jr",2002
26495,"kyle,ra","larson,dr",2002
26496,"kyle,ra","plevak,mf",2002
26497,"kyle,ra","melton,l",2002
26498,"oral,ea","simha,v",2002
26499,"oral,ea","ruiz,e",2002
26500,"oral,ea","andewelt,a",2002
26501,"oral,ea","premkumar,a",2002
26502,"oral,ea","snell,p",2002
26503,"oral,ea","wagner,aj",2002
26504,"oral,ea","depaoli,am",2002
26505,"oral,ea","reitman,ml",2002
26506,"oral,ea","taylor,si",2002
26507,"oral,ea","gorden,p",2002
26508,"oral,ea","garg,a",2002
26509,"geist,m","tarchitzky,d",2002
26510,"casadevall,n","nataf,j",2002
26511,"casadevall,n","viron,b",2002
26512,"casadevall,n","kolta,a",2002
26513,"casadevall,n","kiladjian,j",2002
26514,"casadevall,n","martin-dupont,p",2002
26515,"casadevall,n","michaud,p",2002
26516,"casadevall,n","papo,t",2002
26517,"casadevall,n","ugo,v",2002
26518,"casadevall,n","teyssandier,i",2002
26519,"casadevall,n","varet,b",2002
26520,"casadevall,n","mayeux,p",2002
26521,"vassallo,r","ryu,jh",2002
26522,"vassallo,r","schroeder,dr",2002
26523,"vassallo,r","decker,pa",2002
26524,"vassallo,r","limper,ah",2002
26525,"shinefield,h","black,s",2002
26526,"shinefield,h","fattom,a",2002
26527,"shinefield,h","horwith,g",2002
26528,"shinefield,h","rasgon,s",2002
26529,"shinefield,h","ordonez,j",2002
26530,"shinefield,h","yeoh,h",2002
26531,"shinefield,h","law,d",2002
26532,"shinefield,h","robbins,jb",2002
26533,"shinefield,h","schneerson,r",2002
26534,"shinefield,h","muenz,l",2002
26535,"shinefield,h","naso,r",2002
26536,"vajkoczy,p","hartmann,m",2002
26537,"rosenthal,mb","berndt,er",2002
26538,"rosenthal,mb","donohue,jm",2002
26539,"rosenthal,mb","frank,rg",2002
26540,"rosenthal,mb","epstein,am",2002
26541,"knowler,wc","barrett-connor,e",2002
26542,"knowler,wc","fowler,se",2002
26543,"knowler,wc","hamman,rf",2002
26544,"knowler,wc","lachin,jm",2002
26545,"knowler,wc","walker,ea",2002
26546,"knowler,wc","nathan,dm",2002
26547,"garrigue,s","bordier,p",2002
26548,"garrigue,s","jais,p",2002
26549,"garrigue,s","shah,dc",2002
26550,"garrigue,s","hocini,m",2002
26551,"garrigue,s","raherisson,c",2002
26552,"garrigue,s","delara,mt",2002
26553,"garrigue,s","haissaguerre,m",2002
26554,"garrigue,s","clementy,j",2002
26555,"chiu,ch","wu,tl",2002
26556,"chiu,ch","su,lh",2002
26557,"chiu,ch","chu,cs",2002
26558,"chiu,ch","chia,jh",2002
26559,"chiu,ch","kuo,aj",2002
26560,"chiu,ch","chien,ms",2002
26561,"chiu,ch","lin,ty",2002
26562,"pollack,if","finkelstein,sd",2002
26563,"pollack,if","woods,j",2002
26564,"pollack,if","burnham,j",2002
26565,"pollack,if","holmes,ej",2002
26566,"pollack,if","hamilton,rl",2002
26567,"pollack,if","yates,aj",2002
26568,"pollack,if","boyett,jm",2002
26569,"pollack,if","finlay,jl",2002
26570,"pollack,if","sposto,r",2002
26571,"kimm,sys","glynn,nw",2002
26572,"kimm,sys","kriska,am",2002
26573,"kimm,sys","barton,ba",2002
26574,"kimm,sys","kronsberg,ss",2002
26575,"kimm,sys","daniels,sr",2002
26576,"kimm,sys","crawford,pb",2002
26577,"kimm,sys","sabry,zi",2002
26578,"kimm,sys","liu,k",2002
26579,"manson,je","greenland,p",2002
26580,"manson,je","lacroix,az",2002
26581,"manson,je","stefanick,ml",2002
26582,"manson,je","mouton,cp",2002
26583,"manson,je","oberman,a",2002
26584,"manson,je","perri,mg",2002
26585,"manson,je","sheps,ds",2002
26586,"manson,je","pettinger,mb",2002
26587,"manson,je","siscovick,ds",2002
26588,"lassen,mr","borris,lc",2002
26589,"lassen,mr","nakov,rl",2002
26590,"perrin,l","bernard,mc",2002
26591,"perrin,l","kaiser,l",2002
26592,"perrin,l","yerly,s",2002
26593,"perrin,l","hirschel,b",2002
26594,"perrin,l","samri,a",2002
26595,"perrin,l","autran,b",2002
26596,"perrin,l","goh,le",2002
26597,"church,c","junor,b",2002
26598,"calvert,sa","peacock,jl",2002
26599,"calvert,sa","greenough,a",2002
26600,"calvert,sa","marlow,n",2002
26601,"calvert,sa","limb,es",2002
26602,"calvert,sa","marston,l",2002
26603,"courtney,se","durand,dj",2002
26604,"courtney,se","asselin,jm",2002
26605,"courtney,se","hudak,ml",2002
26606,"courtney,se","aschner,jl",2002
26607,"courtney,se","shoemaker,ct",2002
26608,"susani,m","schaufler,r",2002
26609,"susani,m","altenhuber-muller,r",2002
26610,"susani,m","haitel,a",2002
26611,"susani,m","watschinger,b",2002
26612,"susani,m","kratzik,c",2002
26613,"susani,m","krupitza,g",2002
26614,"susani,m","regele,h",2002
26615,"susani,m","meisl,ft",2002
26616,"susani,m","zechner,o",2002
26617,"susani,m","kerjaschki,d",2002
26618,"erickson,ni","ellis,rl",2002
26619,"hornstein,md","harlow,bl",2002
26620,"brent,da","birmaher,b",2002
26621,"crump,ja","sulka,ac",2002
26622,"crump,ja","langer,aj",2002
26623,"crump,ja","schaben,c",2002
26624,"crump,ja","crielly,as",2002
26625,"crump,ja","gage,r",2002
26626,"crump,ja","baysinger,m",2002
26627,"crump,ja","moll,m",2002
26628,"crump,ja","withers,g",2002
26629,"crump,ja","toney,dm",2002
26630,"crump,ja","hunter,sb",2002
26631,"crump,ja","hoekstra,rm",2002
26632,"crump,ja","wong,sk",2002
26633,"crump,ja","griffin,pm",2002
26634,"crump,ja","vangilder,tj",2002
26635,"schuler,g","thiele,h",2002
26636,"schuler,g","falk,v",2002
26637,"schuler,g","hambrecht,r",2002
26638,"schuler,g","spyrantis,n",2002
26639,"schuler,g","sick,p",2002
26640,"schuler,g","diederich,kw",2002
26641,"schuler,g","mohr,fw",2002
26642,"fisher,b","jeong,jh",2002
26643,"fisher,b","anderson,s",2002
26644,"fisher,b","bryant,j",2002
26645,"fisher,b","fisher,er",2002
26646,"fisher,b","wolmark,n",2002
26647,"schwartz,m","vissing,j",2002
26648,"chowdhury,ps","ramos,rg",2002
26649,"ganzini,l","harvath,ta",2002
26650,"ganzini,l","jackson,a",2002
26651,"ganzini,l","goy,er",2002
26652,"ganzini,l","miller,ll",2002
26653,"ganzini,l","delorit,ma",2002
26654,"cavazzana-cavvo,m","hacein-bey-abina,s",2002
26655,"cavazzana-cavvo,m","fischer,a",2002
26656,"sethi,s","evans,n",2002
26657,"sethi,s","grant,bjb",2002
26658,"sethi,s","murphy,tf",2002
26659,"demetri,gd","vonmehren,m",2002
26660,"demetri,gd","blanke,cd",2002
26661,"demetri,gd","vandenabbeele,ad",2002
26662,"demetri,gd","eisenberg,b",2002
26663,"demetri,gd","roberts,pj",2002
26664,"demetri,gd","heinrich,mc",2002
26665,"demetri,gd","tuveson,da",2002
26666,"demetri,gd","singer,s",2002
26667,"demetri,gd","janicek,m",2002
26668,"demetri,gd","fletcher,ja",2002
26669,"demetri,gd","silverman,sg",2002
26670,"demetri,gd","silberman,sl",2002
26671,"demetri,gd","capdeville,r",2002
26672,"demetri,gd","kiese,b",2002
26673,"demetri,gd","peng,b",2002
26674,"demetri,gd","dimitrijevic,s",2002
26675,"demetri,gd","druker,bj",2002
26676,"demetri,gd","corless,c",2002
26677,"demetri,gd","fletcher,cdm",2002
26678,"demetri,gd","joensuu,h",2002
26679,"apperley,jf","gardembas,m",2002
26680,"apperley,jf","melo,jv",2002
26681,"apperley,jf","russell-jones,r",2002
26682,"apperley,jf","bain,bj",2002
26683,"apperley,jf","baxter,j",2002
26684,"apperley,jf","chase,a",2002
26685,"apperley,jf","chessells,jm",2002
26686,"apperley,jf","colombat,m",2002
26687,"apperley,jf","dearden,ce",2002
26688,"apperley,jf","dimitrijevic,s",2002
26689,"apperley,jf","mahon,fx",2002
26690,"apperley,jf","marin,d",2002
26691,"apperley,jf","nikolova,z",2002
26692,"apperley,jf","olavarria,e",2002
26693,"apperley,jf","silberman,s",2002
26694,"apperley,jf","schultheis,b",2002
26695,"apperley,jf","cross,ncp",2002
26696,"apperley,jf","goldman,jm",2002
26697,"hirsch,hh","knowles,w",2002
26698,"hirsch,hh","dickenmann,m",2002
26699,"hirsch,hh","passweg,j",2002
26700,"hirsch,hh","klimkait,t",2002
26701,"hirsch,hh","mihatsch,mj",2002
26702,"hirsch,hh","steiger,j",2002
26703,"fairhurst,tm","pegues,da",2002
26704,"little,sj","holte,s",2002
26705,"little,sj","routy,jp",2002
26706,"little,sj","daar,es",2002
26707,"little,sj","markowitz,m",2002
26708,"little,sj","collier,ac",2002
26709,"little,sj","koup,ra",2002
26710,"little,sj","mellors,jw",2002
26711,"little,sj","connick,e",2002
26712,"little,sj","conway,b",2002
26713,"little,sj","kilby,m",2002
26714,"little,sj","wang,l",2002
26715,"little,sj","whitcomb,jm",2002
26716,"little,sj","hellmann,ns",2002
26717,"little,sj","richman,dd",2002
26718,"brashear,a","gordon,mf",2002
26719,"brashear,a","elovic,e",2002
26720,"brashear,a","kassicieh,vd",2002
26721,"brashear,a","marciniak,c",2002
26722,"brashear,a","lee,ch",2002
26723,"brashear,a","jenkins,s",2002
26724,"brashear,a","turkel,c",2002
26725,"cutting,gr","meyer,me",2002
26726,"cutting,gr","wilmott,rw",2002
26727,"cutting,gr","zeitlin,pl",2002
26728,"herbrecht,r","denning,dw",2002
26729,"herbrecht,r","patterson,tf",2002
26730,"herbrecht,r","bennett,je",2002
26731,"herbrecht,r","greene,re",2002
26732,"herbrecht,r","oestmann,jw",2002
26733,"herbrecht,r","kern,wv",2002
26734,"herbrecht,r","marr,ka",2002
26735,"herbrecht,r","ribaud,p",2002
26736,"herbrecht,r","lortholary,o",2002
26737,"herbrecht,r","sylvester,r",2002
26738,"herbrecht,r","rubin,rh",2002
26739,"herbrecht,r","wingard,jr",2002
26740,"herbrecht,r","stark,p",2002
26741,"herbrecht,r","durand,c",2002
26742,"herbrecht,r","caillot,d",2002
26743,"herbrecht,r","thiel,e",2002
26744,"herbrecht,r","chandrasekar,ph",2002
26745,"herbrecht,r","hodges,mr",2002
26746,"herbrecht,r","schlamm,ht",2002
26747,"herbrecht,r","troke,pf",2002
26748,"herbrecht,r","depauw,b",2002
26749,"sanchez,w","loftus,ev",2002
26750,"vasan,rs","evans,jc",2002
26751,"vasan,rs","levy,d",2002
26752,"vasan,rs","wilson,pwf",2002
26753,"vasan,rs","benjamin,ej",2002
26754,"vasan,rs","larson,mg",2002
26755,"vasan,rs","kannel,wb",2002
26756,"scahill,l","mcgough,j",2002
26757,"scahill,l","shah,b",2002
26758,"scahill,l","cronin,p",2002
26759,"scahill,l","hong,d",2002
26760,"scahill,l","aman,mg",2002
26761,"scahill,l","arnold,e",2002
26762,"scahill,l","lindsay,r",2002
26763,"scahill,l","nash,p",2002
26764,"scahill,l","hollway,j",2002
26765,"scahill,l","mcdougle,cj",2002
26766,"scahill,l","posey,d",2002
26767,"scahill,l","swiezy,n",2002
26768,"scahill,l","kohn,a",2002
26769,"scahill,l","martin,a",2002
26770,"scahill,l","koenig,k",2002
26771,"scahill,l","volkmar,f",2002
26772,"scahill,l","carroll,d",2002
26773,"scahill,l","lancor,a",2002
26774,"scahill,l","tierney,e",2002
26775,"scahill,l","ghuman,j",2002
26776,"scahill,l","gonzalez,nm",2002
26777,"scahill,l","grados,m",2002
26778,"scahill,l","vitiello,b",2002
26779,"scahill,l","ritz,l",2002
26780,"scahill,l","davies,m",2002
26781,"scahill,l","robinson,j",2002
26782,"scahill,l","mcmahon,d",2002
26783,"seeger,w","simonneau,g",2002
26784,"seeger,w","galie,n",2002
26785,"seeger,w","higenbottam,t",2002
26786,"seeger,w","naeije,r",2002
26787,"seeger,w","rubin,lj",2002
26788,"seeger,w","nikkho,s",2002
26789,"seeger,w","speich,r",2002
26790,"seeger,w","hoeper,mm",2002
26791,"seeger,w","behr,j",2002
26792,"seeger,w","winkler,j",2002
26793,"seeger,w","sitbon,o",2002
26794,"seeger,w","popov,w",2002
26795,"seeger,w","ghofrani,ha",2002
26796,"seeger,w","manes,a",2002
26797,"seeger,w","kiely,dg",2002
26798,"seeger,w","ewert,r",2002
26799,"seeger,w","siedentop,h",2002
26800,"kreiss,k","gomaa,a",2002
26801,"kreiss,k","kullman,g",2002
26802,"kreiss,k","fedan,k",2002
26803,"kreiss,k","simoes,ej",2002
26804,"kreiss,k","enright,pl",2002
26805,"birrer,m","baumgartner,i",2002
26806,"gnann,jw","whitley,rj",2002
26807,"schrag,sj","zell,er",2002
26808,"schrag,sj","lynfield,r",2002
26809,"schrag,sj","roome,a",2002
26810,"schrag,sj","arnold,ke",2002
26811,"schrag,sj","craig,as",2002
26812,"schrag,sj","harrison,lh",2002
26813,"schrag,sj","reingold,a",2002
26814,"schrag,sj","stefonek,k",2002
26815,"schrag,sj","smith,g",2002
26816,"schrag,sj","gamble,m",2002
26817,"schrag,sj","schuchat,a",2002
26818,"stoll,bj","hansen,n",2002
26819,"stoll,bj","fanaroff,aa",2002
26820,"stoll,bj","wright,ll",2002
26821,"stoll,bj","carlo,wa",2002
26822,"stoll,bj","ehrenkranz,ra",2002
26823,"stoll,bj","lemons,ja",2002
26824,"stoll,bj","donovan,ef",2002
26825,"stoll,bj","stark,ar",2002
26826,"stoll,bj","tyson,je",2002
26827,"stoll,bj","oh,w",2002
26828,"stoll,bj","bauer,cr",2002
26829,"stoll,bj","korones,sb",2002
26830,"stoll,bj","shankaran,s",2002
26831,"stoll,bj","laptook,ar",2002
26832,"stoll,bj","stevenson,dk",2002
26833,"stoll,bj","papile,la",2002
26834,"stoll,bj","poole,wk",2002
26835,"clavien,pa","dindo,d",2002
26836,"clavien,pa","demartines,n",2002
26837,"clavien,pa","ambuhl,pm",2002
26838,"pollack,if","albright,al",2002
26839,"pollack,if","sutton,ln",2002
26840,"pollack,if","tuite,gf",2002
26841,"pollack,if","hamilton,rl",2002
26842,"chen,cj","lu,sn",2002
26843,"chen,cj","liaw,yf",2002
26844,"chen,cj","you,sl",2002
26845,"chen,cj","sun,ca",2002
26846,"chen,cj","wang,uy",2002
26847,"chen,cj","hsiao,ck",2002
26848,"chen,cj","chen,pj",2002
26849,"chen,cj","chen,ds",2002
26850,"whyte,mp","obrecht,se",2002
26851,"whyte,mp","finnegan,pm",2002
26852,"whyte,mp","jones,jl",2002
26853,"whyte,mp","podgornik,mn",2002
26854,"whyte,mp","mcalister,wh",2002
26855,"whyte,mp","mumm,s",2002
26856,"kiechl,s","lorenz,e",2002
26857,"kiechl,s","reindl,m",2002
26858,"kiechl,s","wiedermann,cj",2002
26859,"kiechl,s","oberhollenzer,f",2002
26860,"kiechl,s","bonora,e",2002
26861,"kiechl,s","willeit,j",2002
26862,"kiechl,s","schwartz,da",2002
26863,"moulik,pk","hadcroft,j",2002
26864,"hermine,o","lefrere,f",2002
26865,"hermine,o","bronowicki,jp",2002
26866,"hermine,o","mariette,x",2002
26867,"hermine,o","jondeau,k",2002
26868,"hermine,o","eclache-saudreau,v",2002
26869,"hermine,o","delmas,b",2002
26870,"hermine,o","valensi,f",2002
26871,"hermine,o","cacoub,p",2002
26872,"hermine,o","brechot,c",2002
26873,"hermine,o","varet,b",2002
26874,"hermine,o","troussard,x",2002
26875,"moreno,jc","bikker,h",2002
26876,"moreno,jc","kempers,mje",2002
26877,"moreno,jc","vantrotsenburg,p",2002
26878,"moreno,jc","baas,f",2002
26879,"moreno,jc","devijlder,jjm",2002
26880,"moreno,jc","vulsma,t",2002
26881,"moreno,jc","ris-stalpers,c",2002
26882,"chadban,sj","russ,gr",2002
26883,"chadban,sj","mcneil,jj",2002
26884,"chadban,sj","atkins,c",2002
26885,"wessels,mw","willems,pj",2002
26886,"fradin,ms","day,jf",2002
26887,"infante-rivard,c","rivard,ge",2002
26888,"infante-rivard,c","yotov,wv",2002
26889,"infante-rivard,c","genin,e",2002
26890,"infante-rivard,c","guiguet,m",2002
26891,"infante-rivard,c","weinberg,c",2002
26892,"infante-rivard,c","gauthier,r",2002
26893,"infante-rivard,c","feoli-fonseca,jc",2002
26894,"arvin,am","asanuma,h",2002
26895,"arvin,am","rinki,m",2002
26896,"arvin,am","sharp,m",2002
26897,"arvin,am","wong,rm",2002
26898,"arvin,am","blume,k",2002
26899,"boctor,fn","uehlinger,j",2002
26900,"marchbanks,pa","mcdonald,ja",2002
26901,"marchbanks,pa","wilson,hg",2002
26902,"marchbanks,pa","folger,sg",2002
26903,"marchbanks,pa","mandel,mg",2002
26904,"marchbanks,pa","daling,jr",2002
26905,"marchbanks,pa","bernstein,l",2002
26906,"marchbanks,pa","malone,ke",2002
26907,"marchbanks,pa","ursin,g",2002
26908,"marchbanks,pa","strom,bl",2002
26909,"marchbanks,pa","norman,sa",2002
26910,"marchbanks,pa","weiss,lk",2002
26911,"marchbanks,pa","wingo,pa",2002
26912,"marchbanks,pa","burkman,rt",2002
26913,"marchbanks,pa","berlin,ja",2002
26914,"marchbanks,pa","simon,ms",2002
26915,"marchbanks,pa","spirtas,r",2002
26916,"marchbanks,pa","weiss,lk",2002
26917,"lai,cl","lam,sk",2002
26918,"lai,cl","chu,km",2002
26919,"lai,cl","wong,bcy",2002
26920,"lai,cl","hui,wm",2002
26921,"lai,cl","hu,whc",2002
26922,"lai,cl","lau,gkk",2002
26923,"lai,cl","wong,wm",2002
26924,"lai,cl","yuen,mf",2002
26925,"lai,cl","chan,aoo",2002
26926,"lai,cl","wong,j",2002
26927,"walmsley,s","bernstein,b",2002
26928,"walmsley,s","king,m",2002
26929,"walmsley,s","arribas,j",2002
26930,"walmsley,s","beall,g",2002
26931,"walmsley,s","ruane,p",2002
26932,"walmsley,s","johnson,m",2002
26933,"walmsley,s","johnson,d",2002
26934,"walmsley,s","lalonde,r",2002
26935,"walmsley,s","japour,a",2002
26936,"walmsley,s","brun,s",2002
26937,"walmsley,s","sun,e",2002
26938,"lauer,ms","askari,at",2002
26939,"lauer,ms","lindahl,b",2002
26940,"lauer,ms","wallentin,l",2002
26941,"lauer,ms","jia,g",2002
26942,"lauer,ms","ohman,em",2002
26943,"lauer,ms","mahaffey,kw",2002
26944,"lauer,ms","newby,lk",2002
26945,"lauer,ms","califf,rm",2002
26946,"lauer,ms","simoons,ml",2002
26947,"lauer,ms","topol,ej",2002
26948,"lauer,ms","berger,p",2002
26949,"ronco,pm","guigonis,v",2002
26950,"ronco,pm","mougenot,b",2002
26951,"ronco,pm","decobert,f",2002
26952,"ronco,pm","haymann,j",2002
26953,"ronco,pm","bensman,a",2002
26954,"ronco,pm","deschenes,g",2002
26955,"dominguez,jm","serri,k",2002
26956,"staudt,lm","wright,g",2002
26957,"staudt,lm","chan,wc",2002
26958,"staudt,lm","connors,jm",2002
26959,"staudt,lm","campo,e",2002
26960,"staudt,lm","fisher,ri",2002
26961,"staudt,lm","gascoyne,rd",2002
26962,"staudt,lm","muller-hermelink,hk",2002
26963,"staudt,lm","smeland,eb",2002
26964,"pennell,dj","gatehouse,pd",2002
26965,"pennell,dj","yang,gz",2002
26966,"pennell,dj","grothues,f",2002
26967,"pennell,dj","firmin,dn",2002
26968,"pennell,dj","collins,p",2002
26969,"higashi,y","sasaki,s",2002
26970,"higashi,y","nakagawa,k",2002
26971,"higashi,y","matsuura,h",2002
26972,"higashi,y","oshima,t",2002
26973,"higashi,y","chayama,k",2002
26974,"molina,jm","tourneur,m",2002
26975,"molina,jm","sarfati,c",2002
26976,"molina,jm","chevret,s",2002
26977,"molina,jm","degouvello,a",2002
26978,"molina,jm","gobert,jg",2002
26979,"molina,jm","balkan,s",2002
26980,"molina,jm","derouin,f",2002
26981,"abraham,wt","fisher,wg",2002
26982,"abraham,wt","smith,al",2002
26983,"abraham,wt","delurgio,db",2002
26984,"abraham,wt","leon,ar",2002
26985,"abraham,wt","loh,e",2002
26986,"abraham,wt","kocovic,dz",2002
26987,"abraham,wt","packer,m",2002
26988,"abraham,wt","clavell,al",2002
26989,"abraham,wt","hayes,dl",2002
26990,"abraham,wt","ellestad,m",2002
26991,"abraham,wt","messenger,j",2002
26992,"abraham,wt","trupp,rj",2002
26993,"abraham,wt","underwood,j",2002
26994,"abraham,wt","pickering,f",2002
26995,"abraham,wt","truex,c",2002
26996,"abraham,wt","mcatee,p",2002
26997,"lamas,ga","lee,kl",2002
26998,"lamas,ga","sweeney,mo",2002
26999,"lamas,ga","silverman,r",2002
27000,"lamas,ga","leon,a",2002
27001,"lamas,ga","yee,r",2002
27002,"lamas,ga","marinchak,ra",2002
27003,"lamas,ga","flaker,g",2002
27004,"lamas,ga","schron,e",2002
27005,"lamas,ga","orav,ej",2002
27006,"lamas,ga","hellkamp,as",2002
27007,"lamas,ga","goldman,l",2002
27008,"lamas,ga","greer,s",2002
27009,"lamas,ga","mcanulty,j",2002
27010,"lamas,ga","ellenbogen,k",2002
27011,"lamas,ga","ehlert,f",2002
27012,"lamas,ga","freedman,ra",2002
27013,"lamas,ga","estes,nam",2002
27014,"lamas,ga","greenspon,a",2002
27015,"perl,tm","cullen,jj",2002
27016,"perl,tm","wenzel,rp",2002
27017,"perl,tm","zimmerman,mb",2002
27018,"perl,tm","pfaller,ma",2002
27019,"perl,tm","sheppard,d",2002
27020,"perl,tm","twombley,j",2002
27021,"perl,tm","french,pp",2002
27022,"perl,tm","herwaldt,la",2002
27023,"harthorne,jw","palacios,i",2002
27024,"morice,m","serruys,pw",2002
27025,"morice,m","sousa,je",2002
27026,"morice,m","fajadet,j",2002
27027,"morice,m","hayashi,eb",2002
27028,"morice,m","perin,m",2002
27029,"morice,m","colombo,a",2002
27030,"morice,m","schuler,g",2002
27031,"morice,m","barragan,p",2002
27032,"morice,m","guagliumi,g",2002
27033,"morice,m","molnar,f",2002
27034,"morice,m","falotico,r",2002
27035,"imperiale,tf","wagner,dr",2002
27036,"imperiale,tf","lin,cy",2002
27037,"imperiale,tf","larkin,gn",2002
27038,"imperiale,tf","rogge,jd",2002
27039,"imperiale,tf","ransohoff,df",2002
27040,"hawkins,pn","booth,dr",2002
27041,"hawkins,pn","booth,se",2002
27042,"hawkins,pn","bybee,a",2002
27043,"hawkins,pn","gilbertson,ja",2002
27044,"hawkins,pn","gillmore,jd",2002
27045,"hawkins,pn","pepys,mb",2002
27046,"dagama,rd","cidade,m",2002
27047,"gaspoz,j","coxson,pg",2002
27048,"gaspoz,j","goldman,pa",2002
27049,"gaspoz,j","williams,lw",2002
27050,"gaspoz,j","kuntz,km",2002
27051,"gaspoz,j","hunink,mgm",2002
27052,"gaspoz,j","goldman,l",2002
27053,"katz,jn","simmons,bp",2002
27054,"jha,ak","collard,hr",2002
27055,"jha,ak","tierney,lm",2002
27056,"herold,kc","hagopian,w",2002
27057,"herold,kc","auger,ja",2002
27058,"herold,kc","poumian-ruiz,e",2002
27059,"herold,kc","taylor,l",2002
27060,"herold,kc","donaldson,d",2002
27061,"herold,kc","gitelman,se",2002
27062,"herold,kc","harlan,dm",2002
27063,"herold,kc","xu,dl",2002
27064,"herold,kc","zivin,ra",2002
27065,"herold,kc","bluestone,ja",2002
27066,"pavord,id","bradding,p",2002
27067,"pavord,id","symon,fa",2002
27068,"pavord,id","holgate,st",2002
27069,"pavord,id","wardlaw,aj",2002
27070,"jonas,mm","kelley,da",2002
27071,"jonas,mm","mizerski,j",2002
27072,"jonas,mm","badia,ib",2002
