s,e,t
"gormley,gj","dempster,martin",2008
"gormley,gj","best,rachael",2008
"grant,am","wileman,samantham.",2008
"grant,am","ramsay,craigr.",2008
"grant,am","mowat,n.ashley",2008
"grant,am","krukowski,zygmunth.",2008
"grant,am","heading,robertc.",2008
"grant,am","thursz,markr.",2008
"grant,am","campbell,marionk.",2008
"rugbjerg,k","ritz,beate",2008
"rugbjerg,k","korbo,lise",2008
"rugbjerg,k","martinussen,nick",2008
"rugbjerg,k","olsen,jorgenh.",2008
"lawton,ba","rose,sallyb.",2008
"lawton,ba","elley,c.raina",2008
"lawton,ba","dowell,anthonyc.",2008
"lawton,ba","fenton,anna",2008
"lawton,ba","moyes,simona.",2008
"firth,pg","zheng,hui",2008
"firth,pg","windsor,jeremys.",2008
"firth,pg","sutherland,andrewi.",2008
"firth,pg","imray,christopherh.",2008
"firth,pg","moore,g.w.k.",2008
"firth,pg","semple,johnl.",2008
"firth,pg","roach,robertc.",2008
"firth,pg","salisbury,richarda.",2008
"hollinghurst,s","sharp,debbie",2008
"hollinghurst,s","ballard,kathleen",2008
"hollinghurst,s","barnett,jane",2008
"hollinghurst,s","beattie,angela",2008
"hollinghurst,s","evans,maggie",2008
"hollinghurst,s","lewith,george",2008
"hollinghurst,s","middleton,karen",2008
"hollinghurst,s","oxford,frances",2008
"hollinghurst,s","webley,fran",2008
"hollinghurst,s","little,paul",2008
"lloyd,g","reuben,a.d.",2008
"lloyd,g","benger,j.r.",2008
"lloyd,g","beech,f.",2008
"lloyd,g","dutson,j.",2008
"lloyd,g","haig,s.",2008
"lloyd,g","higginson,i.",2008
"lloyd,g","klein,j.a.",2008
"lloyd,g","leroux,s.",2008
"lloyd,g","saranga,s.s.m.",2008
"lloyd,g","taylor,r.",2008
"lloyd,g","vickery,j.",2008
"lloyd,g","powell,r.j.",2008
"lloyd,g","lloyd,g.",2008
"driver,ja","djousse,luc",2008
"driver,ja","logroscino,giancarlo",2008
"driver,ja","gaziano,j.michael",2008
"driver,ja","kurth,tobias",2008
"soligard,t","myklebust,grethe",2008
"soligard,t","steffen,kathrin",2008
"soligard,t","holme,ingar",2008
"soligard,t","silvers,holly",2008
"soligard,t","bizzini,mario",2008
"soligard,t","junge,astrid",2008
"soligard,t","dvorak,jiri",2008
"soligard,t","bahr,roald",2008
"soligard,t","andersen,thoreinar",2008
"cheyne,h","hundley,vanora",2008
"cheyne,h","dowding,dawn",2008
"cheyne,h","bland,j.martin",2008
"cheyne,h","mcnamee,paul",2008
"cheyne,h","greer,ian",2008
"cheyne,h","styles,maggie",2008
"cheyne,h","barnett,carola.",2008
"cheyne,h","scotland,graham",2008
"cheyne,h","niven,catherine",2008
"lantman-devalk,hmjv","walsh,patricianoonan",2008
"chan,aw","hrobjartsson,asbjorn",2008
"chan,aw","jorgensen,karstenj.",2008
"chan,aw","gotzsche,peterc.",2008
"chan,aw","altman,douglasg.",2008
"fletcher,jm","fletcher,jasonm.",2008
"christakis,na","christakis,nicholasa.",2008
"choo,s","crawford,nigel",2008
"choo,s","tang,mimil.k.",2008
"choo,s","buttery,jim",2008
"choo,s","royle,jenny",2008
"choo,s","gold,michael",2008
"choo,s","ziegler,christine",2008
"choo,s","quinn,patrick",2008
"choo,s","elia,sonja",2008
"choo,s","choo,sharon",2008
"nathan,p","nathan,paul",2008
"croxson,m","croxson,michael",2008
"tabor,a","jorgensen,finnstener",2008
"tabor,a","petersen,olavbjorn",2008
"tabor,a","sundberg,karin",2008
"tabor,a","tabor,ann",2008
"theilen,u","johnston,e.d.",2008
"theilen,u","robinson,p.a.",2008
"sturkenboom,mcjm","verhamme,katiam.c.",2008
"sturkenboom,mcjm","nicolosi,alfredo",2008
"sturkenboom,mcjm","murray,maceyl.",2008
"sturkenboom,mcjm","neubert,antje",2008
"sturkenboom,mcjm","caudri,daan",2008
"sturkenboom,mcjm","picelli,gino",2008
"sturkenboom,mcjm","sen,eliffatma",2008
"sturkenboom,mcjm","giaquinto,carlo",2008
"sturkenboom,mcjm","cantarutti,luigi",2008
"sturkenboom,mcjm","baiardi,paola",2008
"sturkenboom,mcjm","felisi,maria-grazia",2008
"sturkenboom,mcjm","ceci,adriana",2008
"sturkenboom,mcjm","wong,ianc.k.",2008
"bataille,v","devries,esther",2008
"malila,n","oivanen,tiina",2008
"malila,n","malminiemi,outi",2008
"malila,n","hakama,matti",2008
"tidemalm,d","langstrom,niklas",2008
"tidemalm,d","lichtenstein,paul",2008
"tidemalm,d","runeson,bo",2008
"fleming,j","brayne,carol",2008
"ford,ac","talley,nicholasj.",2008
"ford,ac","spiegel,brennanm.r.",2008
"ford,ac","foxx-orenstein,amye.",2008
"ford,ac","schiller,lawrence",2008
"ford,ac","quigley,eamonnm.m.",2008
"ford,ac","moayyedi,paul",2008
"menon,u","gentry-maharaj,aleksandra",2008
"menon,u","ryan,andy",2008
"menon,u","sharma,aarti",2008
"menon,u","burnell,matthew",2008
"menon,u","hallett,rachel",2008
"menon,u","lewis,sara",2008
"menon,u","lopez,alberto",2008
"menon,u","godfrey,keith",2008
"menon,u","oram,david",2008
"menon,u","herod,jonathan",2008
"menon,u","williamson,karin",2008
"menon,u","seif,mourad",2008
"menon,u","scott,ian",2008
"menon,u","mould,tim",2008
"menon,u","woolas,robert",2008
"menon,u","murdoch,john",2008
"menon,u","dobbs,stephen",2008
"menon,u","amso,nazar",2008
"menon,u","leeson,simon",2008
"menon,u","cruickshank,derek",2008
"menon,u","mcguire,ali",2008
"menon,u","campbell,stuart",2008
"menon,u","fallowfield,lesley",2008
"menon,u","skates,steve",2008
"menon,u","parmar,mahesh",2008
"menon,u","jacobs,ian",2008
"timmis,ad","feder,genes.",2008
"timmis,ad","junghans,cornelia",2008
"timmis,ad","eldridge,sandra",2008
"timmis,ad","umaipalan,athavan",2008
"timmis,ad","madhu,rashmi",2008
"timmis,ad","hemingway,harry",2008
"timmis,ad","timmis,adamd.",2008
"hawkridge,a","hatherill,mark",2008
"hawkridge,a","little,francesca",2008
"hawkridge,a","goetz,margaretann",2008
"hawkridge,a","barker,lew",2008
"hawkridge,a","mahomed,hassan",2008
"hawkridge,a","sadoff,jerald",2008
"hawkridge,a","hanekom,willem",2008
"hawkridge,a","geiter,larry",2008
"hawkridge,a","hussey,greg",2008
"manary,mj","sandige,heidil.",2008
"sijbrands,ejg","oosterveer,daniellam.",2008
"sijbrands,ejg","yazdanpanah,mojgan",2008
"sijbrands,ejg","defesche,joepc.",2008
"sijbrands,ejg","basart,dickc.g.",2008
"sijbrands,ejg","liem,anhoh.",2008
"sijbrands,ejg","heeringa,jan",2008
"sijbrands,ejg","witteman,jacquelinec.",2008
"sijbrands,ejg","lansberg,peterj.",2008
"sijbrands,ejg","kastelein,johnj.p.",2008
"sijbrands,ejg","sijbrands,ericj.g.",2008
"ro,kei","gude,tore",2008
"ro,kei","tyssen,reidar",2008
"ro,kei","aasland,olafg.",2008
"zwarenstein,m","treweek,shaun",2008
"zwarenstein,m","gagnier,joelj.",2008
"zwarenstein,m","altman,douglasg.",2008
"zwarenstein,m","tunis,sean",2008
"zwarenstein,m","haynes,brian",2008
"zwarenstein,m","oxman,andrewd.",2008
"zwarenstein,m","moher,david",2008
"yan,h","cheng,yue",2008
"yan,h","dang,shaonong",2008
"yan,h","yan,hong",2008
"yan,h","dibley,michaelj.",2008
"yan,h","chang,suying",2008
"yan,h","kong,lingzhi",2008
"frank,e","elon,lisa",2008
"frank,e","naimi,timothy",2008
"frank,e","brewer,robert",2008
"keenan,ht","hall,gillianc.",2008
"keenan,ht","marshall,stephenw.",2008
"sathasivam,s","lecky,bryan",2008
"grace,c","begum,reha",2008
"grace,c","subhani,syed",2008
"grace,c","kopelman,peter",2008
"grace,c","greenhalgh,trisha",2008
"mclellan,at","skipper,gregorys.",2008
"mclellan,at","campbell,michael",2008
"mclellan,at","dupont,robertl.",2008
"konje,jc","cade,janete.",2008
"konje,jc","dolby,viviena.",2008
"konje,jc","greenwood,darrenc.",2008
"konje,jc","hay,alastairw.m.",2008
"konje,jc","kirk,saraf.l.",2008
"konje,jc","shires,susan",2008
"konje,jc","simpson,nigel",2008
"konje,jc","thomas,jamesd.",2008
"konje,jc","walker,james",2008
"konje,jc","white,kayl.m.",2008
"konje,jc","wild,christopherp.",2008
"konje,jc","potdar,neelam",2008
"konje,jc","konje,justinc.",2008
"konje,jc","taub,nicholas",2008
"konje,jc","charvill,jim",2008
"konje,jc","chipps,karenc.",2008
"konje,jc","kassam,shabira",2008
"konje,jc","ghandi,chetan",2008
"konje,jc","cooke,marcuss.",2008
"brewster,jm","kaufmann,i.michael",2008
"brewster,jm","hutchison,sarah",2008
"brewster,jm","macwilliam,cynthia",2008
"wilkinson,an","viola,raymond",2008
"wilkinson,an","brundage,michaeld.",2008
"vicenzino,b","crossley,kay",2008
"vicenzino,b","beller,elaine",2008
"vicenzino,b","darnell,ross",2008
"vicenzino,b","mcpoil,thomas",2008
"vicenzino,b","vicenzino,bill",2008
"greenhalgh,t","stramer,katja",2008
"greenhalgh,t","bratan,tanja",2008
"greenhalgh,t","byrne,emma",2008
"greenhalgh,t","mohammad,yara",2008
"greenhalgh,t","russell,jill",2008
"lederle,fa","larson,josephc.",2008
"lederle,fa","margolis,karenl.",2008
"lederle,fa","allison,matthewa.",2008
"lederle,fa","freiberg,matthews.",2008
"lederle,fa","cochrane,barbarab.",2008
"lederle,fa","graettinger,williamf.",2008
"lederle,fa","curb,j.david",2008
"smulders,ym","verhagen,dominiquew.m.",2008
"tilbrook,he","bland,j.martin",2008
"tilbrook,he","hay,elainem.",2008
"tilbrook,he","johnson,ruthe.",2008
"tilbrook,he","jones,garetht.",2008
"tilbrook,he","kitchener,henry",2008
"tilbrook,he","moffett,jennifera.klaber",2008
"tilbrook,he","macfarlane,garyj.",2008
"tilbrook,he","macpherson,hugh",2008
"tilbrook,he","mclean,sionnadh",2008
"tilbrook,he","nelson,linsey",2008
"tilbrook,he","salisbury,chris",2008
"tilbrook,he","thomas,elaine",2008
"tilbrook,he","tilbrook,helene.",2008
"tilbrook,he","torgerson,davidj.",2008
"ashworth,m","medina,jibby",2008
"ashworth,m","morgan,myfanwy",2008
"kipping,rr","jago,russell",2008
"kipping,rr","lawlor,debbiea.",2008
"craig,p","dieppe,paul",2008
"craig,p","macintyre,sally",2008
"craig,p","michie,susan",2008
"craig,p","nazareth,irwin",2008
"craig,p","petticrew,mark",2008
"dillner,j","rebolj,matejka",2008
"dillner,j","birembaut,philippe",2008
"dillner,j","petry,karl-ulrich",2008
"dillner,j","szarewski,anne",2008
"dillner,j","munk,christian",2008
"dillner,j","desanjose,silvia",2008
"dillner,j","naucler,pontus",2008
"dillner,j","lloveras,belen",2008
"dillner,j","kjaer,susanne",2008
"dillner,j","cuzick,jack",2008
"dillner,j","vanballegooijen,marjolein",2008
"dillner,j","clavel,christine",2008
"dillner,j","iftner,thomas",2008
"ganzini,l","goy,elizabethr.",2008
"ganzini,l","dobscha,stevenk.",2008
"keown,p","mercer,gavin",2008
"keown,p","scott,jan",2008
"tilburt,jc","emanuel,ezekielj.",2008
"tilburt,jc","kaptchuk,tedj.",2008
"tilburt,jc","curlin,farra.",2008
"tilburt,jc","miller,frankling.",2008
"iso,h","sato,shinichi",2008
"iso,h","ohira,tetsuya",2008
"iso,h","maeda,kenji",2008
"iso,h","noda,hiroyuki",2008
"iso,h","kubota,yoshimi",2008
"iso,h","nishimura,setsuko",2008
"iso,h","kitamura,akihiko",2008
"iso,h","kiyama,masahiko",2008
"iso,h","okada,takeo",2008
"iso,h","imano,hironori",2008
"iso,h","nakamura,masakazu",2008
"iso,h","ishikawa,yoshinori",2008
"iso,h","kurokawa,michinori",2008
"iso,h","sasaki,satoshi",2008
"iso,h","iso,hiroyasu",2008
"wang,g","wang,gang",2008
"wang,g","mao,bing",2008
"wang,g","xiong,zeyu",2008
"wang,g","zhang,yu",2008
"wang,g","liu,xuemei",2008
"wang,g","wang,lei",2008
"wang,g","yang,sai",2008
"kerse,n","peri,kathy",2008
"kerse,n","robinson,elizabeth",2008
"kerse,n","wilkinson,tim",2008
"kerse,n","vonrandow,martin",2008
"kerse,n","kiata,liz",2008
"kerse,n","parsons,john",2008
"kerse,n","latham,nancy",2008
"kerse,n","parsons,matthew",2008
"kerse,n","willingale,jane",2008
"kerse,n","brown,paul",2008
"kerse,n","arroll,bruce",2008
"murphy,hr","rayman,gerry",2008
"murphy,hr","lewis,karen",2008
"murphy,hr","kelly,susan",2008
"murphy,hr","johal,balroop",2008
"murphy,hr","duffield,katherine",2008
"murphy,hr","fowler,duncan",2008
"murphy,hr","campbell,peterj.",2008
"murphy,hr","temple,rosemaryc.",2008
"reza,a","tomczyk,basia",2008
"reza,a","aguayo,victorm.",2008
"reza,a","zagre,noelm.",2008
"reza,a","goumbi,kadade",2008
"reza,a","blanton,curtis",2008
"reza,a","talley,leisel",2008
"keyhani,s","kleinman,lawrencec.",2008
"keyhani,s","rothschild,michael",2008
"keyhani,s","bernstein,josephm.",2008
"keyhani,s","anderson,rebecca",2008
"keyhani,s","chassin,mark",2008
"kipping,rr","jago,russell",2008
"kipping,rr","lawlor,debbiea.",2008
"raleigh,vs","cooper,jeremy",2008
"raleigh,vs","bremner,stephena.",2008
"raleigh,vs","scobie,sarah",2008
"been,m","khawaja,zarqa",2008
"been,m","been,martin",2008
"head,j","ferrie,janee.",2008
"head,j","alexanderson,kristina",2008
"head,j","westerlund,hugo",2008
"head,j","vahtera,jussi",2008
"head,j","kivimaki,mika",2008
"hill,dr","ryan,edwardt.",2008
"howden-chapman,p","pierse,nevil",2008
"howden-chapman,p","nicholls,sarah",2008
"howden-chapman,p","gillespie-bennett,julie",2008
"howden-chapman,p","viggers,helen",2008
"howden-chapman,p","cunningham,malcolm",2008
"howden-chapman,p","phipps,robyn",2008
"howden-chapman,p","boulic,mikael",2008
"howden-chapman,p","fjallstrom,par",2008
"howden-chapman,p","free,sarah",2008
"howden-chapman,p","chapman,ralph",2008
"howden-chapman,p","lloyd,bob",2008
"howden-chapman,p","wickens,kristin",2008
"howden-chapman,p","shields,david",2008
"howden-chapman,p","baker,michael",2008
"howden-chapman,p","cunningham,chris",2008
"howden-chapman,p","woodward,alistair",2008
"howden-chapman,p","bullen,chris",2008
"howden-chapman,p","crane,julian",2008
"kemp,am","dunstan,frank",2008
"kemp,am","harrison,sara",2008
"kemp,am","morris,susan",2008
"kemp,am","mann,mala",2008
"kemp,am","rolfe,kim",2008
"kemp,am","datta,shalini",2008
"kemp,am","thomas,d.phillip",2008
"kemp,am","sibert,jonathanr.",2008
"kemp,am","maguire,sabine",2008
"shipman,c","gysels,marjolein",2008
"shipman,c","white,patrick",2008
"shipman,c","worth,allison",2008
"shipman,c","murray,scotta.",2008
"shipman,c","barclay,stephen",2008
"shipman,c","forrest,sarah",2008
"shipman,c","shepherd,jonathan",2008
"shipman,c","dale,jeremy",2008
"shipman,c","dewar,steve",2008
"shipman,c","peters,marilyn",2008
"shipman,c","white,suzanne",2008
"shipman,c","richardson,alison",2008
"shipman,c","lorenz,karl",2008
"shipman,c","koffman,jonathan",2008
"shipman,c","higginson,irenej.",2008
"arbyn,m","kyrgiou,m.",2008
"arbyn,m","simoens,c.",2008
"arbyn,m","raifu,a.o.",2008
"arbyn,m","koliopoulos,g.",2008
"arbyn,m","martin-hirsch,p.",2008
"arbyn,m","prendiville,w.",2008
"arbyn,m","paraskevaidis,e.",2008
"sharma,s","whyte,greg",2008
"sharma,s","sharma,sanjay",2008
"moll,ha","steyerberg,ewoutw.",2008
"moll,ha","ruige,madelon",2008
"moll,ha","vanmeurs,alfredh.j.",2008
"moll,ha","roukema,jolt",2008
"moll,ha","vanderlei,johan",2008
"moll,ha","moll,henriettea.",2008
"albrechtsen,s","rasmussen,svein",2008
"albrechtsen,s","thoresen,steinar",2008
"albrechtsen,s","irgens,lorentzm.",2008
"albrechtsen,s","iversen,oleerik",2008
"lasserson,ds","chandratheva,arvind",2008
"lasserson,ds","giles,matthewf.",2008
"lasserson,ds","mant,david",2008
"lasserson,ds","rothwell,peterm.",2008
"bazzoli,f","laterza,l.",2008
"bazzoli,f","zagari,r.m.",2008
"bazzoli,f","cennamo,v.",2008
"bazzoli,f","grilli,d.",2008
"bazzoli,f","bazzoli,franco",2008
"avanzini,f","avanzini,fausto",2008
"avanzini,f","anselmi,mariella",2008
"avanzini,f","prandi,rosanna",2008
"avanzini,f","ibarra,samuel",2008
"avanzini,f","marquez,monica",2008
"avanzini,f","armani,daniela",2008
"avanzini,f","moreira,juan-martin",2008
"avanzini,f","caicedo,cynthia",2008
"avanzini,f","roncaglioni,mariacarla",2008
"avanzini,f","colombo,fabio",2008
"avanzini,f","camisasca,paola",2008
"avanzini,f","milani,valentina",2008
"avanzini,f","quimi,simon",2008
"avanzini,f","gonzabay,felix",2008
"avanzini,f","tognoni,gianni",2008
"vandam,rm","li,tricia",2008
"vandam,rm","spiegelman,donna",2008
"vandam,rm","franco,oscarh.",2008
"vandam,rm","hu,frankb.",2008
"hirschfield,gm","hirschfield,gideonm.",2008
"hirschfield,gm","allison,michaele.d.",2008
"hirschfield,gm","rege,kanchanp.",2008
"hay,ad","costelloe,ceire",2008
"hay,ad","redmond,niamhm.",2008
"hay,ad","montgomery,alana.",2008
"hay,ad","fletcher,margaret",2008
"hay,ad","hollinghurst,sandra",2008
"hay,ad","peters,timj.",2008
"hollinghurst,s","redmond,niamh",2008
"hollinghurst,s","costelloe,ceire",2008
"hollinghurst,s","montgomery,alan",2008
"hollinghurst,s","fletcher,margaret",2008
"hollinghurst,s","peters,timj.",2008
"hollinghurst,s","hay,alastaird.",2008
"sofi,f","cesari,francesca",2008
"sofi,f","abbate,rosanna",2008
"sofi,f","gensini,gianfranco",2008
"sofi,f","casini,alessandro",2008
"juni,p","allemann,sabin",2008
"juni,p","wandel,simon",2008
"juni,p","kastrati,adnan",2008
"juni,p","morice,marieclaude",2008
"juni,p","schoemig,albert",2008
"juni,p","pfisterer,matthiase.",2008
"juni,p","stone,greggw.",2008
"juni,p","leon,martinb.",2008
"juni,p","suarezdelezo,jose",2008
"juni,p","goy,jean-jacques",2008
"juni,p","park,seung-jung",2008
"juni,p","sabate,manel",2008
"juni,p","suttorp,maartenj.",2008
"juni,p","kelbaek,henning",2008
"juni,p","spaulding,christian",2008
"juni,p","menichelli,maurizio",2008
"juni,p","vermeersch,paul",2008
"juni,p","dirksen,mauritst.",2008
"juni,p","cervinka,pavel",2008
"juni,p","decarlo,marco",2008
"juni,p","erglis,andrejs",2008
"juni,p","chechi,tania",2008
"juni,p","ortolani,paolo",2008
"juni,p","schalij,martinj.",2008
"juni,p","diem,peter",2008
"juni,p","meier,bernhard",2008
"juni,p","windecker,stephan",2008
"juni,p","juni,peter",2008
"bazzoli,f","fuccio,lorenzo",2008
"bazzoli,f","bazzoli,franco",2008
"barennes,h","andriatahina,todisoa",2008
"barennes,h","latthaphasavang,vattanaphone",2008
"barennes,h","anderson,margot",2008
"barennes,h","srour,leilam.",2008
"derkx,hp","rethans,jan-jooste.",2008
"derkx,hp","muijtjens,arnom.",2008
"derkx,hp","maiburg,bash.",2008
"derkx,hp","winkens,ron",2008
"derkx,hp","vanrooij,harrieg.",2008
"derkx,hp","knottnerus,j.andre",2008
"reeves,bc","reeves,barnabyc.",2008
"reeves,bc","hendy,jane",2008
"reeves,bc","fulop,naomi",2008
"reeves,bc","hutchings,andrew",2008
"reeves,bc","priedane,eugenia",2008
"douglas,ij","smeeth,liam",2008
"hodnett,ed","stremler,robyn",2008
"hodnett,ed","willan,andrewr.",2008
"hodnett,ed","weston,juliea.",2008
"hodnett,ed","lowe,nancyk.",2008
"hodnett,ed","simpson,kathleenr.",2008
"hodnett,ed","fraser,williamd.",2008
"hodnett,ed","gafni,amiram",2008
"woolf,k","cave,judith",2008
"woolf,k","greenhalgh,trisha",2008
"woolf,k","dacre,jane",2008
"grant,a","gothard,philip",2008
"grant,a","thwaites,guy",2008
"law,mr","majumdar,sumitr.",2008
"law,mr","soumerai,stephenb.",2008
"paranjothy,s","eisenhut,m.",2008
"paranjothy,s","lilley,m.",2008
"paranjothy,s","bracebridge,s.",2008
"paranjothy,s","abubakar,i.",2008
"paranjothy,s","mulla,r.",2008
"paranjothy,s","lack,k.",2008
"paranjothy,s","chalkley,d.",2008
"paranjothy,s","howard,j.",2008
"paranjothy,s","thomas,s.",2008
"paranjothy,s","mcevoy,m.",2008
"price,jf","stewart,marlenec.",2008
"price,jf","deary,ianj.",2008
"price,jf","murray,gordond.",2008
"price,jf","sandercock,peter",2008
"price,jf","butcher,isabella",2008
"price,jf","fowkes,f.geraldr.",2008
"rhodes,t","simic,milena",2008
"rhodes,t","baros,sladjana",2008
"rhodes,t","platt,lucy",2008
"rhodes,t","zikic,bojan",2008
"maclennan,ah","vickers,madger.",2008
"maclennan,ah","kim,joseph",2008
"maclennan,ah","ford,deborah",2008
"maclennan,ah","lawton,beverleya.",2008
"maclennan,ah","maclennan,alastairh.",2008
"maclennan,ah","meredith,sarahk.",2008
"maclennan,ah","martin,jeannett",2008
"maclennan,ah","meade,tomw.",2008
"bellamy,je","pugh,h.",2008
"bellamy,je","sanders,d.j.",2008
"bhatnagar,d","soran,handrean",2008
"bhatnagar,d","durrington,pauln.",2008
"donaghue,kc","craig,mariae.",2008
"donaghue,kc","hing,stephen",2008
"donaghue,kc","donaghue,kimc.",2008
"audrey,s","abel,julian",2008
"audrey,s","blazeby,janem.",2008
"audrey,s","falk,stephen",2008
"audrey,s","campbell,rona",2008
"funatogawa,i","funatogawa,takashi",2008
"funatogawa,i","yano,eiji",2008
"little,p","lewith,george",2008
"little,p","webley,fran",2008
"little,p","evans,maggie",2008
"little,p","beattie,angela",2008
"little,p","middleton,karen",2008
"little,p","barnett,jane",2008
"little,p","ballard,kathleen",2008
"little,p","oxford,frances",2008
"little,p","smith,peter",2008
"little,p","yardley,lucy",2008
"little,p","hollinghurst,sandra",2008
"little,p","sharp,debbie",2008
"osika,w","montgomery,scottm.",2008
"seckl,mj","seckl,m.j.",2008
"kinra,s","sarma,k.v.rameshwar",2008
"kinra,s",ghafoorunissa,2008
"kinra,s","mendu,vishnuvardhanarao",2008
"kinra,s","ravikumar,radhakrishnan",2008
"kinra,s","mohan,viswanthan",2008
"kinra,s","wilkinson,ianb.",2008
"kinra,s","cockcroft,johnr.",2008
"kinra,s","smith,georgedavey",2008
"kinra,s","ben-shlomo,yoav",2008
"steel,n","bachmann,max",2008
"steel,n","maisey,susan",2008
"steel,n","shekelle,paul",2008
"steel,n","breeze,elizabeth",2008
"steel,n","marmot,michael",2008
"steel,n","melzer,david",2008
"musters,c","mcdonald,elizabeth",2008
"musters,c","jones,ian",2008
"bhattacharya,s","harrild,k.",2008
"bhattacharya,s","mollison,j.",2008
"bhattacharya,s","wordsworth,s.",2008
"bhattacharya,s","tay,c.",2008
"bhattacharya,s","harrold,a.",2008
"bhattacharya,s","mcqueen,d.",2008
"bhattacharya,s","lyall,h.",2008
"bhattacharya,s","johnston,l.",2008
"bhattacharya,s","burrage,j.",2008
"bhattacharya,s","grossett,s.",2008
"bhattacharya,s","walton,h.",2008
"bhattacharya,s","lynch,j.",2008
"bhattacharya,s","johnstone,a.",2008
"bhattacharya,s","kini,s.",2008
"bhattacharya,s","raja,a.",2008
"bhattacharya,s","templeton,a.",2008
"bloor,m","gannon,maria",2008
"bloor,m","hay,gordon",2008
"bloor,m","jackson,graham",2008
"bloor,m","leyland,alastairh.",2008
"bloor,m","mckeganey,neil",2008
"jewkes,r","nduna,m.",2008
"jewkes,r","levin,j.",2008
"jewkes,r","jama,n.",2008
"jewkes,r","dunkle,k.",2008
"jewkes,r","puren,a.",2008
"jewkes,r","duvvury,n.",2008
"kurth,t","schurks,markus",2008
"kurth,t","logroscino,giancarlo",2008
"kurth,t","gaziano,j.michael",2008
"kurth,t","buring,juliee.",2008
"davis,pm","lewenstein,brucev.",2008
"davis,pm","simon,danielh.",2008
"davis,pm","booth,jamesg.",2008
"davis,pm","connolly,mathewj.l.",2008
"hegarty,k","taft,angela",2008
"hegarty,k","feder,gene",2008
"jit,m","choi,yoonhong",2008
"jit,m","edmunds,w.john",2008
"kinnersley,p","edwards,adrian",2008
"kinnersley,p","hood,kerry",2008
"kinnersley,p","ryan,rebecca",2008
"kinnersley,p","prout,hayley",2008
"kinnersley,p","cadbury,naomi",2008
"kinnersley,p","macbeth,fergus",2008
"kinnersley,p","butow,phyllis",2008
"kinnersley,p","butler,christopher",2008
"aaby,p","garly,may-lill",2008
"aaby,p","bale,carlito",2008
"aaby,p","rodrigues,amabelia",2008
"aaby,p","ravn,henrik",2008
"aaby,p","whittle,hiltonc.",2008
"aaby,p","lisse,idam.",2008
"aaby,p","aaby,peter",2008
"schuster,ma","corona,rosalie",2008
"schuster,ma","elliott,marcn.",2008
"schuster,ma","kanouse,davide.",2008
"schuster,ma","eastman,karenl.",2008
"schuster,ma","zhou,anniej.",2008
"schuster,ma","klein,davidj.",2008
"vaidya,b","pearce,simonh.s.",2008
"wardle,j","cooke,l.",2008
"wardle,j","croker,h.",2008
"wardle,j","wardle,jane",2008
"liu,b","beral,valerie",2008
"liu,b","balkwill,angela",2008
"liu,b","green,jane",2008
"liu,b","sweetland,sian",2008
"liu,b","reeves,gillian",2008
"liu,jt","tsou,meng-wen",2008
"liu,jt","wu,ming-ping",2008
"liu,jt","liu,jin-tan",2008
"nunn,aj","mwaba,peter",2008
"nunn,aj","chintu,chifumbe",2008
"nunn,aj","mwinga,alwyn",2008
"nunn,aj","darbyshire,janeth.",2008
"nunn,aj","zumla,alimuddin",2008
"johnsson,l","hansson,matsg.",2008
"johnsson,l","eriksson,stefan",2008
"johnsson,l","helgesson,gert",2008
"tzoulaki,i","brown,ianj.",2008
"tzoulaki,i","chan,queenie",2008
"tzoulaki,i","vanhorn,linda",2008
"tzoulaki,i","ueshima,hirotsugu",2008
"tzoulaki,i","zhao,liancheng",2008
"tzoulaki,i","stamler,jeremiah",2008
"tzoulaki,i","elliott,paul",2008
"webster,j","clarke,samantha",2008
"webster,j","paterson,dana",2008
"webster,j","hutton,anne",2008
"webster,j","vandyk,stacey",2008
"webster,j","gale,catherine",2008
"webster,j","hopkins,tracey",2008
"beckman,n","waern,margda",2008
"beckman,n","gustafson,deborah",2008
"beckman,n","skoog,ingmar",2008
"ferguson,cb","mahsud-dornan,samina",2008
"ferguson,cb","patterson,r.neil",2008
"maher,cg","maher,christopherg.",2008
"maher,cg","refshauge,kathrynm.",2008
"maher,cg","herbert,robertd.",2008
"maher,cg","cumming,robertg.",2008
"maher,cg","bleasel,jane",2008
"maher,cg","york,john",2008
"maher,cg","das,anurina",2008
"maher,cg","mcauley,jamesh.",2008
"langan,sm","smeeth,l.",2008
"langan,sm","hubbard,r.",2008
"langan,sm","fleming,k.m.",2008
"langan,sm","smith,c.j.p.",2008
"langan,sm","west,j.",2008
"lamb,ej","lamb,e.j.",2008
"lamb,ej","sturgess,i.",2008
"lamb,ej","sumathipala,r.w.",2008
"turner,nc","jones,alisonl.",2008
"pasanen,k","parkkari,jari",2008
"pasanen,k","pasanen,matti",2008
"pasanen,k","hiilloskorpi,hannele",2008
"pasanen,k","makinen,tanja",2008
"pasanen,k","jarvinen,markku",2008
"pasanen,k","kannus,pekka",2008
"ruiz,jr","sui,xuemei",2008
"ruiz,jr","lobelo,felipe",2008
"ruiz,jr","morrow,jamesr.,jr.",2008
"ruiz,jr","jackson,allenw.",2008
"ruiz,jr","sjostrom,michael",2008
"ruiz,jr","blair,stevenn.",2008
"jones,al","jones,alisonl.",2008
"dale,ac","vatten,lars",2008
"dale,ac","nilsen,tomivar",2008
"dale,ac","midthjell,kristian",2008
