s,e,t
"khaw,kt","sneyd,mj",1992
"khaw,kt","compston,j",1992
"lindberg,g","rastam,l",1992
"lindberg,g","gullberg,b",1992
"lindberg,g","eklund,ga",1992
"mcgee,hm","horgan,jh",1992
"roberts,i","marshall,r",1992
"roberts,i","norton,r",1992
"stokes,m","jones,dj",1992
"gray,s","bolger,g",1992
"gray,s","ong,g",1992
"davies,ph","franklyn,ja",1992
"davies,ph","sheppard,mc",1992
"ffytche,tj","brandt,f",1992
"ffytche,tj","cerchez,j",1992
"ffytche,tj","stoicescu,s",1992
"ffytche,tj","stingl,p",1992
"ffytche,tj","filitis,m",1992
"andrews,nj","jones,dj",1992
"cartwright,k","reilly,s",1992
"cartwright,k","white,d",1992
"cartwright,k","stuart,j",1992
"harris,b","othman,s",1992
"harris,b","davies,ja",1992
"harris,b","weppner,gj",1992
"harris,b","richards,cj",1992
"harris,b","newcombe,rg",1992
"harris,b","lazarus,jh",1992
"harris,b","parkes,ab",1992
"harris,b","hall,r",1992
"harris,b","phillips,diw",1992
"brazier,je","harper,r",1992
"brazier,je","jones,nmb",1992
"brazier,je","ocathain,a",1992
"brazier,je","thomas,kj",1992
"brazier,je","usherwood,t",1992
"brazier,je","westlake,l",1992
"sharpe,m","hawton,k",1992
"sharpe,m","seagroatt,v",1992
"sharpe,m","pasvol,g",1992
"keenlyside,ra","hawkins,as",1992
"keenlyside,ra","johnson,am",1992
"keenlyside,ra","adler,mw",1992
"jones,dj","james,rd",1992
"garton,mj","torgerson,dj",1992
"garton,mj","donaldson,c",1992
"garton,mj","russell,it",1992
"garton,mj","reid,dm",1992
"clack,gb","bevan,g",1992
"clack,gb","peters,tj",1992
"clack,gb","eddleston,alwf",1992
"efthimiou,j","pitcher,m",1992
"efthimiou,j","ormerod,o",1992
"efthimiou,j","harper,f",1992
"efthimiou,j","westaby,s",1992
"efthimiou,j","grahamesmith,d",1992
"cameron,d","bishop,c",1992
"juvonen,t","niemela,o",1992
"bergman,b","brismar,b",1992
"bergman,b","nordin,c",1992
"wald,n","stone,r",1992
"wald,n","cuckle,hs",1992
"wald,n","grudzinskas,jg",1992
"wald,n","barkai,g",1992
"wald,n","brambati,b",1992
"wald,n","teisner,b",1992
"wald,n","fuhrmann,w",1992
"graham,hj","firth,j",1992
"kamm,ma","senapati,a",1992
"oreilly,se","connors,jm",1992
"duane,pd","magee,tm",1992
"duane,pd","alexander,ms",1992
"duane,pd","heatley,rv",1992
"duane,pd","losowsky,ms",1992
"stanley,fj","watson,l",1992
"chauhan,aj","mclindon,jp",1992
"chauhan,aj","dillon,p",1992
"chauhan,aj","sawyer,jpc",1992
"chauhan,aj","gray,l",1992
"chauhan,aj","leahy,bc",1992
"minakami,h","takahashi,t",1992
"minakami,h","izumi,a",1992
"minakami,h","itoi,h",1992
"minakami,h","tamada,t",1992
"spencer,ja","edwards,c",1992
"clarke,m","kurinczuk,jj",1992
"irving,mh","hulme,o",1992
"oreilly,se","connors,jm",1992
"main,j","ward,mk",1992
"tyler,a","ball,d",1992
"tyler,a","craufurd,d",1992
"davies,m","rayman,g",1992
"davies,m","day,j",1992
"biggwither,gw","ho,kky",1992
"biggwither,gw","grunstein,rr",1992
"biggwither,gw","sullivan,ce",1992
"biggwither,gw","doust,bd",1992
"schofield,pf","jones,dj",1992
"bryndorf,t","christensen,b",1992
"bryndorf,t","philip,j",1992
"bryndorf,t","hansen,w",1992
"bryndorf,t","yokobata,k",1992
"bryndorf,t","bui,n",1992
"bryndorf,t","gaiser,c",1992
"sutherland,vj","cooper,cl",1992
"portincasa,p","conti,g",1992
"portincasa,p","re,mc",1992
"portincasa,p","chezzi,c",1992
"kemp,iw","clarke,k",1992
"kemp,iw","kinlen,lj",1992
"dick,ph","crombie,ik",1992
"dick,ph","durham,t",1992
"dick,ph","mcfee,c",1992
"dick,ph","primrose,m",1992
"dick,ph","mitchell,s",1992
"scott,mgb","marinker,m",1992
"schofield,pf","jones,dj",1992
"waller,pc","wood,sm",1992
"waller,pc","langman,mjs",1992
"waller,pc","breckenridge,am",1992
"waller,pc","rawlins,md",1992
"russell,it","addingtonhall,jm",1992
"russell,it","avery,pj",1992
"russell,it","bamford,ch",1992
"russell,it","barton,ag",1992
"russell,it","donaldson,c",1992
"russell,it","eccles,mp",1992
"russell,it","foy,cjw",1992
"russell,it","haimes,ev",1992
"russell,it","hewison,j",1992
"russell,it","ho,ppm",1992
"russell,it","humphrey,rd",1992
"russell,it","hutchinson,a",1992
"russell,it","irvine,dh",1992
"russell,it","mccoll,e",1992
"russell,it","parker,l",1992
"russell,it","steen,in",1992
"russell,it","towner,eml",1992
"russell,it","webb,jkg",1992
"russell,it","addingtonhall,jm",1992
"russell,it","avery,pj",1992
"russell,it","bamford,ch",1992
"russell,it","barton,ag",1992
"russell,it","catty,rhc",1992
"russell,it","donaldson,c",1992
"russell,it","foy,cjw",1992
"russell,it","haimes,ev",1992
"russell,it","hewison,j",1992
"russell,it","humphrey,rd",1992
"russell,it","hutchinson,a",1992
"russell,it","irvine,dh",1992
"russell,it","mccoll,e",1992
"russell,it","newton,jc",1992
"russell,it","parker,l",1992
"russell,it","philips,pr",1992
"russell,it","steen,in",1992
"russell,it","towner,eml",1992
"russell,it","webb,jkg",1992
"atkinson,c","hayden,j",1992
"schofield,pf","jones,dj",1992
"black,rj","urquhart,jd",1992
"black,rj","kendrick,sw",1992
"black,rj","bunch,kj",1992
"black,rj","warner,j",1992
"black,rj","jones,da",1992
"hawton,k","fagg,j",1992
"kenny,n","hill,j",1992
"chaplin,je","lasso,ry",1992
"chaplin,je","shorvon,sd",1992
"chaplin,je","floyd,m",1992
"zwi,ab","ugalde,a",1992
"betteridge,dj","bhatnager,d",1992
"betteridge,dj","bing,rf",1992
"betteridge,dj","durrington,pn",1992
"betteridge,dj","evans,gr",1992
"betteridge,dj","flax,h",1992
"betteridge,dj","jay,rh",1992
"betteridge,dj","lewisbarned,nl",1992
"betteridge,dj","mann,j",1992
"betteridge,dj","matthews,dr",1992
"betteridge,dj","miller,jp",1992
"betteridge,dj","reckless,jpd",1992
"betteridge,dj","sturley,r",1992
"betteridge,dj","taylor,kg",1992
"betteridge,dj","winder,af",1992
"hibberd,ad","pearson,iy",1992
"hibberd,ad","mccosker,cj",1992
"hibberd,ad","chapman,jr",1992
"hibberd,ad","macdonald,gj",1992
"hibberd,ad","thompson,jf",1992
"hibberd,ad","oconnell,dl",1992
"hibberd,ad","mohacsi,pj",1992
"hibberd,ad","mcloughlin,mp",1992
"hibberd,ad","spratt,pm",1992
"hibberd,ad","compton,js",1992
"hibberd,ad","brown,ma",1992
"brada,m","ford,d",1992
"brada,m","ashley,s",1992
"brada,m","bliss,jm",1992
"brada,m","crowley,s",1992
"brada,m","mason,m",1992
"brada,m","rajan,b",1992
"brada,m","traish,d",1992
"tunstallpedoe,h","bailey,l",1992
"tunstallpedoe,h","chamberlain,da",1992
"tunstallpedoe,h","marsden,ak",1992
"tunstallpedoe,h","ward,me",1992
"tunstallpedoe,h","zideman,da",1992
"betts,pr","voss,ld",1992
"betts,pr","bailey,bjr",1992
"jones,kp","charlton,ih",1992
"jones,kp","middleton,m",1992
"jones,kp","preece,wj",1992
"jones,kp","hill,ap",1992
"williams,sm","parry,br",1992
"williams,sm","schlup,mmt",1992
"pettit,s","irving,mh",1992
"steel,jm","allwinkle,j",1992
"steel,jm","moffat,r",1992
"steel,jm","carrington,dj",1992
"macarthur,c","lewis,m",1992
"macarthur,c","knox,eg",1992
"corazza,gr","frisoni,m",1992
"corazza,gr","filipponi,c",1992
"corazza,gr","gullo,l",1992
"corazza,gr","poggi,vm",1992
"corazza,gr","gasbarrini,g",1992
"pryce,d","behrens,r",1992
"pryce,d","davidson,r",1992
"pryce,d","chiodini,p",1992
"pryce,d","bryceson,a",1992
"pryce,d","mcleod,j",1992
"hjortdahl,p","laerum,e",1992
"vetter,nj","lewis,pa",1992
"vetter,nj","llewellyn,l",1992
"pelosi,aj","appleby,l",1992
"chale,ss","swai,abm",1992
"chale,ss","mujinja,pgm",1992
"chale,ss","mclarty,dg",1992
"strang,j","griffiths,p",1992
"strang,j","powis,b",1992
"strang,j","gossop,m",1992
"filshie,gm","maynard,p",1992
"filshie,gm","hutter,c",1992
"filshie,gm","cooper,jc",1992
"filshie,gm","robinson,g",1992
"filshie,gm","rubin,p",1992
"buntinx,f","knottnerus,ja",1992
"buntinx,f","crebolder,hfjm",1992
"buntinx,f","essed,ggm",1992
"buntinx,f","schouten,h",1992
"halpern,ds","reid,j",1992
"ormerod,lp","skinner,c",1992
"ormerod,lp","darbyshire,jh",1992
"ormerod,lp","watson,j",1992
"ormerod,lp","mitchell,dm",1992
"moriarty,kj","irving,mh",1992
"swerdlow,aj","douglas,aj",1992
"swerdlow,aj","hudson,gv",1992
"swerdlow,aj","hudson,bv",1992
"swerdlow,aj","bennett,mh",1992
"swerdlow,aj","maclennan,ka",1992
"goodfield,mjd","andrew,l",1992
"goodfield,mjd","evans,egv",1992
"singh,bm","jackson,dma",1992
"singh,bm","wills,r",1992
"singh,bm","davies,j",1992
"singh,bm","wise,ph",1992
"nicolaides,kh","rodeck,ch",1992
"cohen,j","schamroth,a",1992
"cohen,j","nazareth,i",1992
"cohen,j","johnson,m",1992
"cohen,j","graham,s",1992
"cohen,j","thomson,d",1992
"oneill,d","gregson,r",1992
"oneill,d","mchugh,d",1992
"beath,sv","boxall,eh",1992
"beath,sv","watson,rm",1992
"beath,sv","tarlow,mj",1992
"beath,sv","kelly,da",1992
"young,jb","forster,a",1992
"wiseman,mr","vizard,e",1992
"wiseman,mr","bentovim,a",1992
"wiseman,mr","leventhal,j",1992
"lagaay,am","vandermeij,jc",1992
"lagaay,am","hijmans,w",1992
"winkens,rag","pop,p",1992
"winkens,rag","grol,rptm",1992
"winkens,rag","kester,adm",1992
"winkens,rag","knottnerus,ja",1992
"irving,mh","catchpole,b",1992
"darby,sc","olsen,jh",1992
"darby,sc","doll,r",1992
"darby,sc","thakrar,b",1992
"darby,sc","brown,pd",1992
"darby,sc","storm,hh",1992
"darby,sc","barlow,l",1992
"darby,sc","langmark,f",1992
"darby,sc","teppo,l",1992
"darby,sc","tulinius,h",1992
"mackie,rm","hole,d",1992
"singh,rb","rastogi,ss",1992
"singh,rb","verma,r",1992
"singh,rb","laxmi,b",1992
"singh,rb","singh,r",1992
"singh,rb","ghosh,s",1992
"singh,rb","niaz,ma",1992
"bodansky,hj","staines,a",1992
"bodansky,hj","stephenson,c",1992
"bodansky,hj","haigh,d",1992
"bodansky,hj","cartwright,r",1992
"bhopal,rs","diggle,p",1992
"bhopal,rs","rowlingson,b",1992
"alexander,jm","grant,am",1992
"alexander,jm","campbell,mj",1992
"whitty,p","jones,i",1992
"hedner,t","samuelsson,o",1992
"hedner,t","lunde,h",1992
"hedner,t","lindholm,l",1992
"hedner,t","andren,l",1992
"hedner,t","wiholm,be",1992
"montan,s","ingemarsson,i",1992
"montan,s","marsal,k",1992
"montan,s","sjoberg,no",1992
"hawkins,mm","wilson,lmk",1992
"hawkins,mm","stovall,ma",1992
"hawkins,mm","marsden,hb",1992
"hawkins,mm","potok,mhn",1992
"hawkins,mm","kingston,je",1992
"hawkins,mm","chessells,jm",1992
"hambleton,p","cohen,he",1992
"hambleton,p","palmer,bj",1992
"hambleton,p","melling,j",1992
"creighton,pa","evans,am",1992
"donovan,m","crowe,c",1992
"donovan,m","johnson,c",1992
"mathers,n","usherwood,t",1992
"jones,dj","irving,mh",1992
"vetter,nj","lewis,pa",1992
"vetter,nj","ford,d",1992
"nicolaides,kh","azar,g",1992
"nicolaides,kh","byrne,d",1992
"nicolaides,kh","mansur,c",1992
"nicolaides,kh","marks,k",1992
"macdonald,f","morton,dg",1992
"macdonald,f","rindl,pm",1992
"macdonald,f","haydon,j",1992
"macdonald,f","cullen,r",1992
"macdonald,f","gibson,j",1992
"macdonald,f","neoptolemos,jp",1992
"macdonald,f","keighley,mrb",1992
"macdonald,f","mckeown,cm",1992
"macdonald,f","hulten,m",1992
"ninan,tk","russell,g",1992
"george,s","read,s",1992
"george,s","westlake,l",1992
"george,s","williams,b",1992
"george,s","frasermoodie,a",1992
"george,s","pritty,p",1992
"travers,af","burns,e",1992
"travers,af","penn,nd",1992
"travers,af","mitchell,sc",1992
"travers,af","mulley,gp",1992
"richmond,pw","mccabe,m",1992
"richmond,pw","davies,jp",1992
"richmond,pw","thomas,dm",1992
"scott,aif","freeman,cpl",1992
"old,p","montgomery,j",1992
"sayers,rd","thompson,mm",1992
"sayers,rd","london,njm",1992
"sayers,rd","bell,prf",1992
"fall,chd","barker,djp",1992
"fall,chd","osmond,c",1992
"fall,chd","winter,pd",1992
"fall,chd","clark,pms",1992
"fall,chd","hales,cn",1992
"mcclelland,rj","watson,dr",1992
"mcclelland,rj","lawless,v",1992
"mcclelland,rj","houston,hg",1992
"mcclelland,rj","adams,d",1992
"devincenzi,i","ancellepark,ra",1992
"devincenzi,i","brunet,jb",1992
"devincenzi,i","costigliola,p",1992
"devincenzi,i","ricchi,e",1992
"devincenzi,i","chiodo,f",1992
"devincenzi,i","roumeliotou,a",1992
"devincenzi,i","papaevengelou,g",1992
"devincenzi,i","coutinho,ra",1992
"devincenzi,i","vanhaastrecht,hja",1992
"devincenzi,i","brettle,r",1992
"devincenzi,i","robertson,r",1992
"devincenzi,i","kraus,m",1992
"devincenzi,i","heckmann,w",1992
"devincenzi,i","saracco,a",1992
"devincenzi,i","johnson,am",1992
"devincenzi,i","vandenbruaene,m",1992
"devincenzi,i","goeman,j",1992
"devincenzi,i","cardoso,j",1992
"devincenzi,i","sobel,a",1992
"devincenzi,i","gonzalezlahoz,j",1992
"devincenzi,i","andresmedina,r",1992
"devincenzi,i","casabona,j",1992
"devincenzi,i","tor,j",1992
"ritchie,ld","bisset,af",1992
"ritchie,ld","russell,d",1992
"ritchie,ld","leslie,v",1992
"ritchie,ld","thomson,i",1992
"strachan,dp","anderson,hr",1992
"newton,j","eccles,m",1992
"newton,j","hutchinson,a",1992
"goldman,e","miller,r",1992
"goldman,e","lee,ca",1992
"renwick,ds","chandraker,a",1992
"renwick,ds","bannister,p",1992
"mchenry,pm","hole,dj",1992
"mchenry,pm","mackie,rm",1992
"thakker,y","woods,s",1992
"gourlay,gk","boas,ra",1992
"evans,jwh","singer,m",1992
"evans,jwh","chapple,cr",1992
"evans,jwh","macartney,n",1992
"evans,jwh","walker,jm",1992
"evans,jwh","milroy,ejg",1992
"rickwood,amk","carty,hm",1992
"rickwood,amk","mckendrick,t",1992
"rickwood,amk","williams,mpl",1992
"rickwood,amk","jackson,m",1992
"rickwood,amk","pilling,dw",1992
"rickwood,amk","sprigg,a",1992
"achiron,r","glaser,j",1992
"achiron,r","gelernter,i",1992
"achiron,r","hegesh,j",1992
"achiron,r","yagel,s",1992
"greer,s","moorey,s",1992
"greer,s","baruch,jdr",1992
"greer,s","watson,m",1992
"greer,s","robertson,bm",1992
"greer,s","mason,a",1992
"greer,s","rowden,l",1992
"greer,s","law,mg",1992
"greer,s","bliss,jm",1992
"richardson,a","charny,m",1992
"richardson,a","hanmerlloyd,s",1992
"white,jm","gillam,sj",1992
"white,jm","begg,nt",1992
"white,jm","farrington,cp",1992
"dietrich,aj","oconnor,gt",1992
"dietrich,aj","keller,a",1992
"dietrich,aj","carney,pa",1992
"dietrich,aj","levy,d",1992
"dietrich,aj","whaley,fs",1992
"cockburn,j","ruth,d",1992
"cockburn,j","silagy,c",1992
"cockburn,j","dobbin,m",1992
"cockburn,j","reid,y",1992
"cockburn,j","scollo,m",1992
"cockburn,j","naccarella,l",1992
"little,k","haddock,g",1992
"little,k","steedman,dj",1992
"little,k","pollok,aj",1992
"koes,bw","bouter,lm",1992
"koes,bw","vanmameren,h",1992
"koes,bw","essers,ahm",1992
"koes,bw","verstegen,gmjr",1992
"koes,bw","hofhuizen,dm",1992
"koes,bw","houben,jp",1992
"koes,bw","knipschild,pg",1992
"wade,dt","collen,fm",1992
"wade,dt","robb,gf",1992
"wade,dt","warlow,cp",1992
"hannay,d","usherwood,t",1992
"hannay,d","platts,m",1992
"baxter,jn","odwyer,pj",1992
"balarajan,r","yuen,p",1992
"balarajan,r","machin,d",1992
"singh,v","sehgal,a",1992
"singh,v","luhra,uk",1992
"gordon,cr","spitzer,o",1992
"gordon,cr","shupak,a",1992
"gordon,cr","doweck,i",1992
"feely,j","barry,m",1992
"feely,j","keeling,pwn",1992
"feely,j","weir,dg",1992
"feely,j","cooke,t",1992
"gadd,em","fletcher,mf",1992
"curtin,jj","sampson,ma",1992
"kehoe,rf","mander,aj",1992
"stevens,me","summerfield,gp",1992
"stevens,me","hall,aa",1992
"stevens,me","beck,ca",1992
"stevens,me","harding,aj",1992
"stevens,me","covesmith,jr",1992
"stevens,me","paterson,ad",1992
"klemi,pj","joensuu,h",1992
"klemi,pj","toikkanen,s",1992
"klemi,pj","tuominen,j",1992
"klemi,pj","rasanen,o",1992
"klemi,pj","tyrkko,j",1992
"klemi,pj","parvinen,i",1992
"cross,sj","evans,sa",1992
"cross,sj","thomson,lf",1992
"cross,sj","lee,hs",1992
"cross,sj","jennings,kp",1992
"cross,sj","shields,tg",1992
"hobbs,fdr","cherry,rc",1992
"hobbs,fdr","fielding,jwl",1992
"hobbs,fdr","pike,l",1992
"hobbs,fdr","holder,r",1992
"farrell,m","strang,j",1992
"meade,tw","peart,s",1992
"meade,tw","brennan,pj",1992
"meade,tw","broughton,p",1992
"meade,tw","dollery,c",1992
"meade,tw","hudson,mf",1992
"meade,tw","lever,af",1992
"meade,tw","rose,ga",1992
"meade,tw","greenberg,g",1992
"meade,tw","pocock,sj",1992
"amouretti,m","beraud,c",1992
"amouretti,m","saintmartin,e",1992
"smith,gd","pekkanen,j",1992
"mansfield,ao","wolfe,jhn",1992
"bjorck,s","mulec,h",1992
"bjorck,s","johnsen,sa",1992
"bjorck,s","norden,g",1992
"bjorck,s","aurell,m",1992
"chamberlain,j","moss,s",1992
"chamberlain,j","ellman,r",1992
"chamberlain,j","johns,l",1992
"chamberlain,j","forrest,apm",1992
"chamberlain,j","kirkpatrick,ae",1992
"chamberlain,j","anderson,tj",1992
"chamberlain,j","thomas,b",1992
"chamberlain,j","price,j",1992
"chamberlain,j","gibbs,n",1992
"chamberlain,j","boulter,ps",1992
"chamberlain,j","wells,c",1992
"chamberlain,j","beck,js",1992
"chamberlain,j","burton,p",1992
"gore,sm","cable,dj",1992
"gore,sm","holland,aj",1992
"schouten,eg","dekker,jm",1992
"schouten,eg","pool,j",1992
"schouten,eg","kok,fj",1992
"schouten,eg","simoons,ml",1992
"jones,kp","bain,djg",1992
"jones,kp","middleton,m",1992
"jones,kp","mullee,ma",1992
"chadwick,sjd","wolfe,jhn",1992
"ponsonby,al","dwyer,t",1992
"ponsonby,al","gibbons,le",1992
"ponsonby,al","cochrane,ja",1992
"ponsonby,al","jones,me",1992
"ponsonby,al","mccall,mj",1992
"grundy,ce","robinson,j",1992
"grundy,ce","guthrie,ka",1992
"grundy,ce","gordon,ag",1992
"grundy,ce","hay,dm",1992
"barton,nj","hooper,g",1992
"barton,nj","noble,j",1992
"barton,nj","steel,wm",1992
"cheshire,njw","wolfe,jhn",1992
"daulaire,nmp","starbuck,es",1992
"daulaire,nmp","houston,rm",1992
"daulaire,nmp","church,ms",1992
"daulaire,nmp","stukel,ta",1992
"daulaire,nmp","pandey,mr",1992
"fouque,d","laville,m",1992
"fouque,d","boissel,jp",1992
"fouque,d","chifflet,r",1992
"fouque,d","labeeuw,m",1992
"fouque,d","zech,py",1992
"hogerzeil,hv","battersby,a",1992
"hogerzeil,hv","srdanovic,v",1992
"hogerzeil,hv","stjernstrom,ne",1992
"kendall,gm","muirhead,cr",1992
"kendall,gm","macgibbon,bh",1992
"kendall,gm","ohagan,ja",1992
"kendall,gm","conquest,aj",1992
"kendall,gm","goodill,aa",1992
"kendall,gm","butland,bk",1992
"kendall,gm","fell,tp",1992
"kendall,gm","jackson,da",1992
"kendall,gm","webb,ma",1992
"kendall,gm","haylock,rge",1992
"kendall,gm","thomas,jm",1992
"kendall,gm","silk,tj",1992
"spiegal,n","murphy,e",1992
"spiegal,n","kinmonth,al",1992
"spiegal,n","ross,f",1992
"spiegal,n","bain,j",1992
"spiegal,n","coates,r",1992
"rutter,p","wolfe,jhn",1992
"barker,djp","meade,tw",1992
"barker,djp","fall,chd",1992
"barker,djp","lee,a",1992
"barker,djp","osmond,c",1992
"barker,djp","phipps,k",1992
"barker,djp","stirling,y",1992
"macfarlane,ia","gill,gv",1992
"macfarlane,ia","masson,e",1992
"macfarlane,ia","tucker,nh",1992
"chang,tc","kao,scs",1992
"chang,tc","huang,km",1992
"mcpherson,gad","wolfe,jhn",1992
"marshall,m","gath,d",1992
"pilgrim,ja","stansfeld,s",1992
"pilgrim,ja","marmot,m",1992
"razay,g","heaton,kw",1992
"razay,g","bolton,ch",1992
"razay,g","hughes,ao",1992
"turnbull,pj","stimson,gv",1992
"turnbull,pj","dolan,ka",1992
"gelber,rh","fukuda,k",1992
"gelber,rh","byrd,s",1992
"gelber,rh","murray,lp",1992
"gelber,rh","siu,p",1992
"gelber,rh","tsang,m",1992
"gelber,rh","rea,th",1992
"cox,nh","wagstaff,r",1992
"cox,nh","popple,aw",1992
"amos,a","bostock,y",1992
"hopkins,nfg","wolfe,jhn",1992
"sumners,d","kelsey,m",1992
"sumners,d","chait,i",1992
"brinchmannhansen,o","dahljorgensen,k",1992
"brinchmannhansen,o","sandvik,l",1992
"brinchmannhansen,o","hanssen,kf",1992
"ibrahim,sa","mustafa,d",1992
"ibrahim,sa","mohamed,ao",1992
"ibrahim,sa","mohed,mb",1992
"johannes,cb","kaufman,dw",1992
"johannes,cb","rosenberg,l",1992
"johannes,cb","palmer,jr",1992
"johannes,cb","stolley,pd",1992
"johannes,cb","lewis,jl",1992
"johannes,cb","zauber,ag",1992
"johannes,cb","warshauer,me",1992
"johannes,cb","shapiro,s",1992
"mcgibben,l","ballard,cg",1992
"mcgibben,l","handy,s",1992
"mcgibben,l","silveira,wr",1992
"sibbald,b","wilkie,p",1992
"sibbald,b","raftery,j",1992
"sibbald,b","anderson,s",1992
"sibbald,b","freeling,p",1992
"rubens,rd","towlson,ke",1992
"rubens,rd","ramirez,aj",1992
"rubens,rd","coltart,s",1992
"rubens,rd","slevin,ml",1992
"rubens,rd","terrell,c",1992
"rubens,rd","timothy,ar",1992
"barker,djp","osmond,c",1992
"barker,djp","pannett,b",1992
"smith,gd","carroll,d",1992
"smith,gd","rankin,s",1992
"smith,gd","rowan,d",1992
"mcbride,d","gill,f",1992
"mcbride,d","proops,d",1992
"mcbride,d","harrington,m",1992
"mcbride,d","gardiner,k",1992
"mcbride,d","attwell,c",1992
"skinner,r","clemons,kr",1992
"hall,ww","godwin,pgr",1992
"breathnach,as","jenkins,dr",1992
"breathnach,as","pedler,sj",1992
"jarvis,sn","george,r",1992
"greaves,i","porter,km",1992
"trevett,aj","lalloo,dg",1992
"trevett,aj","kevau,ih",1992
"brewster,nt","howie,cr",1992
"herd,rm","hunter,jaa",1992
"herd,rm","mclaren,km",1992
"herd,rm","chetty,u",1992
"herd,rm","watson,ach",1992
"herd,rm","gollock,jm",1992
"gustafsson,c","asplund,k",1992
"gustafsson,c","britton,m",1992
"gustafsson,c","norrving,b",1992
"gustafsson,c","olsson,b",1992
"gustafsson,c","marke,la",1992
"sandercock,p","bamford,j",1992
"sandercock,p","dennis,m",1992
"sandercock,p","burn,j",1992
"sandercock,p","slattery,j",1992
"sandercock,p","jones,l",1992
"sandercock,p","boonyakarnkul,s",1992
"sandercock,p","warlow,c",1992
"read,sm","jones,nmb",1992
"read,sm","williams,bt",1992
"howard,mr","chapman,ce",1992
"howard,mr","dunstan,ja",1992
"howard,mr","mitchell,c",1992
"howard,mr","lloyd,hl",1992
"peano,gm","fenoglio,lm",1992
"peano,gm","menardi,g",1992
"peano,gm","balbo,r",1992
"peano,gm","marenchino,d",1992
"peano,gm","fenoglio,s",1992
"allen,mj","barnes,mr",1992
"wright,j","ford,h",1992
"reynolds,djm","aronson,jk",1992
"knekt,p","heliovaara,m",1992
"knekt,p","rissanen,a",1992
"knekt,p","aromaa,a",1992
"knekt,p","aaran,rk",1992
"vonmutius,e","fritzsch,c",1992
"vonmutius,e","weiland,sk",1992
"vonmutius,e","roll,g",1992
"vonmutius,e","magnussen,h",1992
"voss,ld","mulligan,j",1992
"voss,ld","betts,pr",1992
"voss,ld","wilkin,tj",1992
"jacobs,hs","loeffler,fe",1992
"emery,p","salmon,m",1992
"emery,p","bradley,h",1992
"emery,p","wordsworth,p",1992
"emery,p","tunn,e",1992
"emery,p","bacon,pa",1992
"emery,p","waring,r",1992
"moffatt,cj","franks,pj",1992
"moffatt,cj","oldroyd,m",1992
"moffatt,cj","bosanquet,n",1992
"moffatt,cj","brown,p",1992
"moffatt,cj","greenhalgh,rm",1992
"moffatt,cj","mccollum,cn",1992
"morrell,je","roberts,aj",1992
"thornicroft,g","strathdee,g",1992
"aronson,jk","reynolds,djm",1992
"russell,sj","llewelyn,mb",1992
"russell,sj","hawkins,re",1992
"gillis,cr","hole,dj",1992
"gillis,cr","lamont,dw",1992
"gillis,cr","graham,ac",1992
"gillis,cr","ramage,s",1992
"hawkins,re","llewelyn,mb",1992
"hawkins,re","russell,sj",1992
"aronson,jk","hardman,m",1992
"aronson,jk","reynolds,djm",1992
"parker,l","craft,aw",1992
"parker,l","dale,g",1992
"parker,l","bell,s",1992
"parker,l","cole,m",1992
"parker,l","mcgill,ac",1992
"parker,l","seviour,ja",1992
"parker,l","smith,j",1992
"priestley,ka","campbell,c",1992
"priestley,ka","valentine,cb",1992
"priestley,ka","denison,dm",1992
"priestley,ka","buller,np",1992
"rushforth,ja","wilson,n",1992
"aronson,jk","reynolds,djm",1992
"lilford,rj","kelly,m",1992
"lilford,rj","baines,a",1992
"lilford,rj","cameron,s",1992
"lilford,rj","cave,m",1992
"lilford,rj","guthrie,k",1992
"lilford,rj","thornton,j",1992
"yoong,afe","lim,j",1992
"yoong,afe","hudson,cn",1992
"yoong,afe","chard,t",1992
"moss,f","mcnicol,m",1992
"campbell,lv","ashwell,sm",1992
"campbell,lv","borkman,m",1992
"campbell,lv","chisholm,dj",1992
"paykel,es","priest,rg",1992
"bulstrode,cjk","gray,ajm",1992
"bulstrode,cjk","anderson,m",1992
"bulstrode,cjk","hawke,ci",1992
"spiegelhalter,dj","gore,sm",1992
"spiegelhalter,dj","fitzpatrick,r",1992
"spiegelhalter,dj","fletcher,ae",1992
"spiegelhalter,dj","jones,dr",1992
"spiegelhalter,dj","cox,dr",1992
"maynard,a","sheldon,t",1992
"aronson,jk","hardman,m",1992
"aronson,jk","reynolds,djm",1992
"macfarlane,gj","boyle,p",1992
"macfarlane,gj","scully,c",1992
"kanis,ja","johnell,o",1992
"kanis,ja","gullberg,b",1992
"kanis,ja","allander,e",1992
"kanis,ja","dilsen,g",1992
"kanis,ja","gennari,c",1992
"kanis,ja","vaz,aal",1992
"kanis,ja","lyritis,gp",1992
"kanis,ja","mazzuoli,g",1992
"kanis,ja","miravet,l",1992
"kanis,ja","passeri,m",1992
"kanis,ja","cano,rp",1992
"kanis,ja","rapado,a",1992
"kanis,ja","ribot,c",1992
"lloyd,bw","ali,mh",1992
"ostergaard,jr","kraft,m",1992
"jarman,b","bosanquet,n",1992
"kinmonth,al","fulton,y",1992
"kinmonth,al","campbell,mj",1992
"aronson,jk","hardman,m",1992
"brown,mm","humphrey,prd",1992
"chatellier,g","battaglia,c",1992
"chatellier,g","pagny,jy",1992
"chatellier,g","plouin,pf",1992
"chatellier,g","menard,j",1992
"branger,pj","vanderwouden,jc",1992
"branger,pj","schudel,br",1992
