,H
0,0.005119289681167362
1,0.005119289681167362
2,0.0019190598140178207
3,0.003569817341459479
4,0.005119289681167362
5,0.0019190598140178207
6,0.006602978171909022
7,0.005119289681167362
8,0.006602978171909022
9,0.0019190598140178207
10,0.005119289681167362
11,0.0019190598140178207
12,0.012132435486706278
13,0.003569817341459479
14,0.006602978171909022
15,0.009433516668120995
16,0.0019190598140178207
17,0.0019190598140178207
18,0.009433516668120995
19,0.0019190598140178207
20,0.0080377435773454
21,0.0019190598140178207
22,0.012132435486706278
23,0.005119289681167362
24,0.006602978171909022
25,0.003569817341459479
26,0.003569817341459479
27,0.005119289681167362
28,0.014733456134048133
29,0.016003769671765974
30,0.003569817341459479
31,0.0019190598140178207
32,0.0019190598140178207
33,0.012132435486706278
34,0.0080377435773454
35,0.005119289681167362
36,0.0019190598140178207
37,0.0019190598140178207
38,0.006602978171909022
39,0.012132435486706278
40,0.013443732173709469
41,0.0080377435773454
42,0.0019190598140178207
43,0.003569817341459479
44,0.009433516668120995
45,0.0019190598140178207
46,0.005119289681167362
47,0.009433516668120995
48,0.0019190598140178207
49,0.0019190598140178207
50,0.0019190598140178207
51,0.0019190598140178207
52,0.0019190598140178207
53,0.005119289681167362
54,0.012132435486706278
55,0.0080377435773454
56,0.003569817341459479
57,0.0019190598140178207
58,0.0019190598140178207
59,0.006602978171909022
60,0.0019190598140178207
61,0.0080377435773454
62,0.0019190598140178207
63,0.0019190598140178207
64,0.003569817341459479
65,0.0019190598140178207
66,0.0080377435773454
67,0.0019190598140178207
68,0.0019190598140178207
69,0.018492939166534633
70,0.003569817341459479
71,0.0019190598140178207
72,0.0019190598140178207
73,0.0019190598140178207
74,0.0019190598140178207
75,0.0019190598140178207
76,0.012132435486706278
77,0.012132435486706278
78,0.003569817341459479
79,0.0019190598140178207
80,0.003569817341459479
81,0.0019190598140178207
82,0.0019190598140178207
83,0.003569817341459479
84,0.0019190598140178207
85,0.003569817341459479
86,0.0019190598140178207
87,0.003569817341459479
88,0.0019190598140178207
89,0.0019190598140178207
90,0.0019190598140178207
91,0.0019190598140178207
92,0.0019190598140178207
93,0.0019190598140178207
94,0.0019190598140178207
95,0.003569817341459479
96,0.0080377435773454
97,0.006602978171909022
98,0.005119289681167362
99,0.006602978171909022
100,0.003569817341459479
101,0.0019190598140178207
102,0.012132435486706278
103,0.016003769671765974
104,0.0019190598140178207
105,0.0019190598140178207
106,0.006602978171909022
107,0.0019190598140178207
108,0.0019190598140178207
109,0.0019190598140178207
110,0.0019190598140178207
111,0.005119289681167362
112,0.0080377435773454
113,0.003569817341459479
114,0.0019190598140178207
115,0.0019190598140178207
116,0.0019190598140178207
117,0.0019190598140178207
118,0.006602978171909022
