,s,e,t
0,"prince,hm","kim,younh.",2017
1,"prince,hm","horwitz,stevenm.",2017
2,"prince,hm","dummer,reinhard",2017
3,"prince,hm","scarisbrick,julia",2017
4,"prince,hm","quaglino,pietro",2017
5,"prince,hm","zinzani,pierluigi",2017
6,"prince,hm","wolter,pascal",2017
7,"prince,hm","sanches,josea.",2017
8,"prince,hm","ortiz-romero,pablol.",2017
9,"prince,hm","akilov,olege.",2017
10,"prince,hm","geskin,larisa",2017
11,"prince,hm","trotman,judith",2017
12,"prince,hm","taylor,kerry",2017
13,"prince,hm","dalle,stephane",2017
14,"prince,hm","weichenthal,michael",2017
15,"prince,hm","walewski,jan",2017
16,"prince,hm","fisher,david",2017
17,"prince,hm","dreno,brigitte",2017
18,"prince,hm","stadler,rudolf",2017
19,"prince,hm","feldman,tatyana",2017
20,"prince,hm","kuzel,timothym.",2017
21,"prince,hm","wang,yinghui",2017
22,"prince,hm","palanca-wessels,mariacorinna",2017
23,"prince,hm","zagadailov,erin",2017
24,"prince,hm","trepicchio,williaml.",2017
25,"prince,hm","zhang,wenwen",2017
26,"prince,hm","lin,hui-min",2017
27,"prince,hm","liu,yi",2017
28,"prince,hm","huebner,dirk",2017
29,"prince,hm","little,meredith",2017
30,"prince,hm","whittaker,sean",2017
31,"prince,hm","duvic,madeleine",2017
32,"jairam,ap","timmermans,lucas",2017
33,"jairam,ap","eker,hasanh.",2017
34,"jairam,ap","pierik,roberte.g.j.m.",2017
35,"jairam,ap","vanklaveren,david",2017
36,"jairam,ap","steyerberg,ewoutw.",2017
37,"jairam,ap","timman,reinier",2017
38,"jairam,ap","vanderham,ariec.",2017
39,"jairam,ap","dawson,imro",2017
40,"jairam,ap","charbon,jana.",2017
41,"jairam,ap","schuhmacher,christoph",2017
42,"jairam,ap","mihaljevic,andre",2017
43,"jairam,ap","izbicki,jakobr.",2017
44,"jairam,ap","fikatas,panagiotis",2017
45,"jairam,ap","knebel,philip",2017
46,"jairam,ap","fortelny,reneh.",2017
47,"jairam,ap","kleinrensink,gert-jan",2017
48,"jairam,ap","lange,johanf.",2017
49,"jairam,ap","jeekel,hansj.",2017
50,"herbert,a","gilbert,ruth",2017
51,"herbert,a","cottrell,david",2017
52,"herbert,a","li,leah",2017
53,"lindley,ri","anderson,craigs.",2017
54,"lindley,ri","billot,laurent",2017
55,"lindley,ri","forster,anne",2017
56,"lindley,ri","hackett,mareel.",2017
57,"lindley,ri","harvey,lisaa.",2017
58,"lindley,ri","jan,stephen",2017
59,"lindley,ri","li,qiang",2017
60,"lindley,ri","liu,hueiming",2017
61,"lindley,ri","langhorne,peter",2017
62,"lindley,ri","maulik,pallabk.",2017
63,"lindley,ri","murthy,gudlavalletivenkatasatyanarayana",2017
64,"lindley,ri","walker,marionf.",2017
65,"lindley,ri","pandian,jeyarajd.",2017
66,"lindley,ri","alim,m.",2017
67,"lindley,ri","felix,c.",2017
68,"lindley,ri","gandhi,d.b.c.",2017
69,"lindley,ri","syrigapu,a.",2017
70,"lindley,ri","tugnawat,d.k.",2017
71,"lindley,ri","verma,s.j.",2017
72,"lindley,ri","shamanna,b.r.",2017
73,"lindley,ri","hankey,g.",2017
74,"lindley,ri","thrift,a.",2017
75,"lindley,ri","bernhardt,j.",2017
76,"lindley,ri","mehndiratta,m.m.",2017
77,"lindley,ri","jeyaseelan,l.",2017
78,"lindley,ri","donnelly,p.",2017
79,"lindley,ri","byrne,d.",2017
80,"lindley,ri","steley,s.",2017
81,"lindley,ri","santhosh,v.",2017
82,"lindley,ri","chilappagari,s.",2017
83,"lindley,ri","mysore,j.",2017
84,"lindley,ri","roy,j.",2017
85,"lindley,ri","padma,m.v.",2017
86,"lindley,ri","john,l.",2017
87,"lindley,ri","aaron,s.",2017
88,"lindley,ri","borah,n.c.",2017
89,"lindley,ri","vijaya,p.",2017
90,"lindley,ri","kaul,s.",2017
91,"lindley,ri","khurana,d.",2017
92,"lindley,ri","sylaja,p.n.",2017
93,"lindley,ri","halprashanth,d.s.",2017
94,"lindley,ri","madhusudhan,b.k.",2017
95,"lindley,ri","nambiar,v.",2017
96,"lindley,ri","sureshbabu,s.",2017
97,"lindley,ri","khanna,m.c.",2017
98,"lindley,ri","narang,g.s.",2017
99,"lindley,ri","chakraborty,d.",2017
100,"lindley,ri","chakraborty,s.s.",2017
101,"lindley,ri","biswas,b.",2017
102,"lindley,ri","kaura,s.",2017
103,"lindley,ri","koundal,h.",2017
104,"lindley,ri","singh,p.",2017
105,"lindley,ri","andrias,a.",2017
106,"lindley,ri","thambu,d.s.",2017
107,"lindley,ri","ramya,i.",2017
108,"lindley,ri","george,j.",2017
109,"lindley,ri","prabhakar,a.t.",2017
110,"lindley,ri","kirubakaran,p.",2017
111,"lindley,ri","anbalagan,p.",2017
112,"lindley,ri","ghose,m.",2017
113,"lindley,ri","bordoloi,k.",2017
114,"lindley,ri","gohain,p.",2017
115,"lindley,ri","reddy,n.m.",2017
116,"lindley,ri","reddy,k.v.",2017
117,"lindley,ri","rao,t.n.m.",2017
118,"lindley,ri","alladi,s.",2017
119,"lindley,ri","jalapu,v.r.r.",2017
120,"lindley,ri","manchireddy,k.",2017
121,"lindley,ri","rajan,a.",2017
122,"lindley,ri","mehta,s.",2017
123,"lindley,ri","katoch,c.",2017
124,"lindley,ri","das,b.",2017
125,"lindley,ri","jangir,a.",2017
126,"lindley,ri","kaur,t.",2017
127,"lindley,ri","sreedharan,s.",2017
128,"lindley,ri","sivasambath,s.",2017
129,"lindley,ri","dinesh,s.",2017
130,"lindley,ri","shibi,b.s.",2017
131,"lindley,ri","thangaraj,a.",2017
132,"lindley,ri","karunanithi,a.",2017
133,"lindley,ri","sulaiman,s.m.s.",2017
134,"lindley,ri","dehingia,k.",2017
135,"lindley,ri","das,k.",2017
136,"lindley,ri","nandini,c.",2017
137,"lindley,ri","thomas,n.j.",2017
138,"lindley,ri","dhanya,t.s.",2017
139,"lindley,ri","thomas,n.",2017
140,"lindley,ri","krishna,r.",2017
141,"lindley,ri","aneesh,v.",2017
142,"lindley,ri","krishna,r.",2017
143,"lindley,ri","khullar,s.",2017
144,"lindley,ri","thouman,s.",2017
145,"lindley,ri","sebastian,i.",2017
146,"mehta,js","wilkins,mark",2017
147,"mehta,js","kim,terry",2017
148,"mehta,js","malyugin,boris",2017
149,"mehta,js","mehta,jodhbirs.",2017
150,"lanas,a","chan,francisk.l.",2017
151,"fleischmann,r","mysler,eduardo",2017
152,"fleischmann,r","hall,stephen",2017
153,"fleischmann,r","kivitz,alanj.",2017
154,"fleischmann,r","moots,robertj.",2017
155,"fleischmann,r","luo,zhen",2017
156,"fleischmann,r","demasi,ryan",2017
157,"fleischmann,r","soma,koshika",2017
158,"fleischmann,r","zhang,richard",2017
159,"fleischmann,r","takiya,liza",2017
160,"fleischmann,r","tatulych,svitlana",2017
161,"fleischmann,r","mojcik,christopher",2017
162,"fleischmann,r","krishnaswami,sriram",2017
163,"fleischmann,r","menon,sujatha",2017
164,"fleischmann,r","smolen,josefs.",2017
165,"rullier,e","rouanet,philippe",2017
166,"rullier,e","tuech,jean-jacques",2017
167,"rullier,e","valverde,alain",2017
168,"rullier,e","lelong,bernard",2017
169,"rullier,e","rivoire,michel",2017
170,"rullier,e","faucheron,jean-luc",2017
171,"rullier,e","jafari,mehrdad",2017
172,"rullier,e","portier,guillaume",2017
173,"rullier,e","meunier,bernard",2017
174,"rullier,e","sileznieff,igor",2017
175,"rullier,e","prudhomme,michel",2017
176,"rullier,e","marchal,frederic",2017
177,"rullier,e","pocard,marc",2017
178,"rullier,e","pezet,denis",2017
179,"rullier,e","rullier,anne",2017
180,"rullier,e","vendrely,veronique",2017
181,"rullier,e","denost,quentin",2017
182,"rullier,e","asselineau,julien",2017
183,"rullier,e","doussau,adelaide",2017
184,"meltzer-brody,s","colquhoun,helen",2017
185,"meltzer-brody,s","gunduz-bruce,handan",2017
186,"meltzer-brody,s","raines,shane",2017
187,"meltzer-brody,s","arnold,ryan",2017
188,"meltzer-brody,s","schacterle,amy",2017
189,"meltzer-brody,s","doherty,james",2017
190,"meltzer-brody,s","epperson,c.neill",2017
191,"meltzer-brody,s","deligiannidis,kristinam.",2017
192,"meltzer-brody,s","riesenberg,robert",2017
193,"meltzer-brody,s","hoffmann,ethan",2017
194,"meltzer-brody,s","rubinow,david",2017
195,"meltzer-brody,s","jonas,jeffrey",2017
196,"meltzer-brody,s","paul,steven",2017
197,"meltzer-brody,s","meltzer-brody,samantha",2017
198,"rothwell,pm","geraghty,oliviac.",2017
199,"rothwell,pm","mehta,ziyah",2017
200,"rothwell,pm","rothwell,peterm.",2017
201,"wells,jck","nesse,randolphm.",2017
202,"wells,jck","sear,rebecca",2017
203,"wells,jck","johnstone,rufusa.",2017
204,"wells,jck","stearns,stephenc.",2017
205,"jasienska,g","bribiescas,richardg.",2017
206,"jasienska,g","furberg,anne-sofie",2017
207,"jasienska,g","helle,samuli",2017
208,"jasienska,g","nunez-delamora,alejandra",2017
209,"rook,g","backhed,fredrik",2017
210,"rook,g","levin,brucer.",2017
211,"rook,g","mcfall-ngai,margaretj.",2017
212,"rook,g","mclean,angelar.",2017
213,"clark,lv","pesola,francesca",2017
214,"clark,lv","thomas,janicem.",2017
215,"clark,lv","vergara-williamson,mario",2017
216,"clark,lv","beynon,michelle",2017
217,"clark,lv","white,peterd.",2017
218,"oxman,ad","semakula,daniel",2017
219,"oxman,ad","oxman,andrewd.",2017
220,"oxman,ad","austvoll-dahlgren,astrid",2017
221,"oxman,ad","oxman,matt",2017
222,"oxman,ad","rosenbaum,sarah",2017
223,"oxman,ad","morelli,angela",2017
224,"oxman,ad","glenton,claire",2017
225,"oxman,ad","lewin,simon",2017
226,"oxman,ad","kaseje,margaret",2017
227,"oxman,ad","chalmers,iain",2017
228,"oxman,ad","fretheim,atle",2017
229,"oxman,ad","ding,yunpeng",2017
230,"oxman,ad","sewankambo,nelsonk.",2017
231,"oxman,ad","nsangi,allen",2017
232,"oxman,ad","oxman,andrewd.",2017
233,"oxman,ad","oxman,matt",2017
234,"oxman,ad","austvoll-dahlgren,astrid",2017
235,"oxman,ad","rosenbaum,sarah",2017
236,"oxman,ad","morelli,angela",2017
237,"oxman,ad","glenton,claire",2017
238,"oxman,ad","lewin,simon",2017
239,"oxman,ad","kaseje,margaret",2017
240,"oxman,ad","chalmers,iain",2017
241,"oxman,ad","fretheim,atle",2017
242,"oxman,ad","kristoffersen,doristove",2017
243,"oxman,ad","sewankambo,nelsonk.",2017
244,"weintraub,rg","semsarian,christopher",2017
245,"weintraub,rg","macdonald,peter",2017
246,"djulbegovic,b","guyatt,gordonh.",2017
247,"avidan,ms","maybrier,hannahr.",2017
248,"avidan,ms","benabdallah,arbi",2017
249,"avidan,ms","jacobsohn,eric",2017
250,"avidan,ms","vlisides,phillipe.",2017
251,"avidan,ms","pryor,kaneo.",2017
252,"avidan,ms","veselis,roberta.",2017
253,"avidan,ms","grocott,hilaryp.",2017
254,"avidan,ms","emmert,daniela.",2017
255,"avidan,ms","rogers,emmam.",2017
256,"avidan,ms","downey,robertj.",2017
257,"avidan,ms","yulico,heidi",2017
258,"avidan,ms","noh,gyu-jeong",2017
259,"avidan,ms","lee,yonghunh.",2017
260,"avidan,ms","waszynski,christinem.",2017
261,"avidan,ms","arya,virendrak.",2017
262,"avidan,ms","pagel,pauls.",2017
263,"avidan,ms","hudetz,juditha.",2017
264,"avidan,ms","muench,maxwellr.",2017
265,"avidan,ms","fritz,bradleya.",2017
266,"avidan,ms","waberski,witold",2017
267,"avidan,ms","inouye,sharonk.",2017
268,"avidan,ms","mashour,georgea.",2017
269,"reich,k","papp,kima.",2017
270,"reich,k","blauvelt,andrew",2017
271,"reich,k","tyring,stephenk.",2017
272,"reich,k","sinclair,rodney",2017
273,"reich,k","thaci,diamant",2017
274,"reich,k","nograles,kristine",2017
275,"reich,k","mehta,anish",2017
276,"reich,k","cichanowitz,nicole",2017
277,"reich,k","li,qing",2017
278,"reich,k","liu,kenneth",2017
279,"reich,k","larosa,carmen",2017
280,"reich,k","green,stuart",2017
281,"reich,k","kimball,alexab.",2017
282,"huisman,mv","cheung,whitneyy.",2017
283,"huisman,mv","kooij,stephanie",2017
284,"huisman,mv","beenen,ludof.m.",2017
285,"huisman,mv","vanbemmel,thomas",2017
286,"huisman,mv","vanes,josien",2017
287,"huisman,mv","faber,lauram.",2017
288,"huisman,mv","hazelaar,germam.",2017
289,"huisman,mv","heringhaus,christian",2017
290,"huisman,mv","hofstee,herman",2017
291,"huisman,mv","hovens,marcelm.c.",2017
292,"huisman,mv","kaasjager,karina.h.",2017
293,"huisman,mv","vanklink,rickc.j.",2017
294,"huisman,mv","kruip,mariekej.h.a.",2017
295,"huisman,mv","loeffen,rinskef.",2017
296,"huisman,mv","mairuhu,albertt.a.",2017
297,"huisman,mv","middeldorp,saskia",2017
298,"huisman,mv","nijkeuter,mathilde",2017
299,"huisman,mv","vanderpol,liselottem.",2017
300,"huisman,mv","schol-gelok,suzanne",2017
301,"huisman,mv","tenwolde,marije",2017
302,"huisman,mv","klok,frederikusa.",2017
303,"huisman,mv","huisman,mennov.",2017
304,"armitage,jo","gascoyne,randyd.",2017
305,"armitage,jo","lunning,matthewa.",2017
306,"armitage,jo","cavalli,franco",2017
307,"ware,re","demontalembert,mariane",2017
308,"ware,re","tshilolo,leon",2017
309,"ware,re","abboud,miguelr.",2017
310,"sridhar,d","sridhar,devi",2017
311,"beernaert,k","smets,tinne",2017
312,"beernaert,k","cohen,joachim",2017
313,"beernaert,k","verhofstede,rebecca",2017
314,"beernaert,k","costantini,massimo",2017
315,"beernaert,k","eecloo,kim",2017
316,"beernaert,k","vandennoortgate,nele",2017
317,"beernaert,k","deliens,luc",2017
318,"vermeire,s","sandborn,williamj.",2017
319,"vermeire,s","danese,silvio",2017
320,"vermeire,s","hebuterne,xavier",2017
321,"vermeire,s","salzberg,brucea.",2017
322,"vermeire,s","klopocka,maria",2017
323,"vermeire,s","tarabar,dino",2017
324,"vermeire,s","vanasek,tomas",2017
325,"vermeire,s","gregus,milos",2017
326,"vermeire,s","hellstern,paula.",2017
327,"vermeire,s","kim,joosung",2017
328,"vermeire,s","sparrow,milesp.",2017
329,"vermeire,s","gorelick,kennethj.",2017
330,"vermeire,s","hinz,michelle",2017
331,"vermeire,s","ahmad,alaa",2017
332,"vermeire,s","pradhan,vivek",2017
333,"vermeire,s","hassan-zahraee,mina",2017
334,"vermeire,s","clare,robert",2017
335,"vermeire,s","cataldi,fabio",2017
336,"vermeire,s","reinisch,walter",2017
337,"morgan,b","morgan,bruno",2017
338,"morgan,b","robinson,claire",2017
339,"morgan,b","raj,vimal",2017
340,"morgan,b","pakkal,mini",2017
341,"morgan,b","amoroso,jasmin",2017
342,"morgan,b","visser,theresa",2017
343,"morgan,b","saunders,sarah",2017
344,"morgan,b","biggs,mike",2017
345,"morgan,b","hollingbury,frances",2017
346,"morgan,b","mcgregor,angus",2017
347,"morgan,b","west,kevin",2017
348,"morgan,b","richards,cathy",2017
349,"morgan,b","brown,laurence",2017
350,"morgan,b","harrison,rebecca",2017
351,"morgan,b","hew,roger",2017
352,"brownlee,s","chalkidou,kalipso",2017
353,"brownlee,s","doust,jenny",2017
354,"brownlee,s","elshaug,adamg.",2017
355,"brownlee,s","glasziou,paul",2017
356,"brownlee,s","heath,iona",2017
357,"brownlee,s","nagpal,somil",2017
358,"brownlee,s","saini,vikas",2017
359,"brownlee,s","srivastava,divya",2017
360,"brownlee,s","chalmers,kelsey",2017
361,"brownlee,s","korenstein,deborah",2017
362,"glasziou,p","straus,sharon",2017
363,"glasziou,p","brownlee,shannon",2017
364,"glasziou,p","trevena,lyndal",2017
365,"glasziou,p","dans,leonila",2017
366,"glasziou,p","guyatt,gordon",2017
367,"glasziou,p","elshaug,adamg.",2017
368,"glasziou,p","janett,robert",2017
369,"glasziou,p","saini,vikas",2017
370,"saini,v","garcia-armesto,sandra",2017
371,"saini,v","klemperer,david",2017
372,"saini,v","paris,valerie",2017
373,"saini,v","elshaug,adamg.",2017
374,"saini,v","brownlee,shannon",2017
375,"saini,v","ioannidis,johnp.a.",2017
376,"saini,v","fisher,elliotts.",2017
377,"elshaug,ag","rosenthal,meredithb.",2017
378,"elshaug,ag","lavis,johnn.",2017
379,"elshaug,ag","brownlee,shannon",2017
380,"elshaug,ag","schmidt,harald",2017
381,"elshaug,ag","nagpal,somil",2017
382,"elshaug,ag","littlejohns,peter",2017
383,"elshaug,ag","srivastava,divya",2017
384,"elshaug,ag","tunis,sean",2017
385,"elshaug,ag","saini,vikas",2017
386,"trelle,s","reichenbach,stephan",2017
387,"trelle,s","keller,noah",2017
388,"trelle,s","nartey,linda",2017
389,"trelle,s","wandel,simon",2017
390,"trelle,s","juni,peter",2017
391,"trelle,s","trelle,sven",2017
392,"tamura,t","nokihara,hiroshi",2017
393,"tamura,t","kondo,masashi",2017
394,"tamura,t","kim,younghak",2017
395,"tamura,t","azuma,koichi",2017
396,"tamura,t","seto,takashi",2017
397,"tamura,t","takiguchi,yuichi",2017
398,"tamura,t","nishio,makoto",2017
399,"tamura,t","yoshioka,hiroshige",2017
400,"tamura,t","imamura,fumio",2017
401,"tamura,t","hotta,katsuyuki",2017
402,"tamura,t","watanabe,satoshi",2017
403,"tamura,t","goto,koichi",2017
404,"tamura,t","satouchi,miyako",2017
405,"tamura,t","kozuki,toshiyuki",2017
406,"tamura,t","shukuya,takehito",2017
407,"tamura,t","nakagawa,kazuhiko",2017
408,"tamura,t","mitsudomi,tetsuya",2017
409,"tamura,t","yamamoto,nobuyuki",2017
410,"tamura,t","asakawa,takashi",2017
411,"tamura,t","asabe,ryoichi",2017
412,"tamura,t","tanaka,tomohiro",2017
413,"tamura,t","tamura,tomohide",2017
414,"papp,k","thaci,diamant",2017
415,"papp,k","marcoux,danielle",2017
416,"papp,k","weibel,lisa",2017
417,"papp,k","philipp,sandra",2017
418,"papp,k","ghislain,pierre-dominique",2017
419,"papp,k","landells,ian",2017
420,"papp,k","hoeger,peter",2017
421,"papp,k","kotkin,carol",2017
422,"papp,k","unnebrink,kristina",2017
423,"papp,k","seyger,marieke",2017
424,"papp,k","williams,david",2017
425,"campochiaro,pa","kherani,saleema",2017
426,"campochiaro,pa","desai,shilpa",2017
427,"campochiaro,pa","dugel,pravin",2017
428,"campochiaro,pa","kaushal,shalesh",2017
429,"campochiaro,pa","cheng,sengh.",2017
430,"campochiaro,pa","delacono,cheryl",2017
431,"campochiaro,pa","purvis,annie",2017
432,"campochiaro,pa","richards,susan",2017
433,"campochiaro,pa","le-halpere,annaig",2017
434,"campochiaro,pa","connelly,john",2017
435,"campochiaro,pa","wadsworth,samuelc.",2017
436,"campochiaro,pa","varona,rafael",2017
437,"campochiaro,pa","buggage,ronald",2017
438,"campochiaro,pa","scaria,abraham",2017
439,"campochiaro,pa","campochiaro,petera.",2017
440,"walker,as","mason,amy",2017
441,"walker,as","phuongquan,t.",2017
442,"walker,as","fawcett,nicolaj.",2017
443,"walker,as","watkinson,peter",2017
444,"walker,as","llewelyn,martin",2017
445,"walker,as","stoesser,nicole",2017
446,"walker,as","finney,john",2017
447,"walker,as","davies,jim",2017
448,"walker,as","wyllie,davidh.",2017
449,"walker,as","crook,derrickw.",2017
450,"walker,as","peto,time.a.",2017
451,"sieper,j","poddubnyy,denis",2017
452,"leaute-labreze,c","harper,johni.",2017
453,"leaute-labreze,c","hoeger,peterh.",2017
454,"sever,p","thompson,david",2017
455,"sever,p","whitehouse,andrew",2017
456,"sever,p","collier,tim",2017
457,"sever,p","dahlof,bjorn",2017
458,"sever,p","poulter,neil",2017
459,"sever,p","collins,rory",2017
460,"sever,p","sever,peter",2017
461,"powell,jt","sweeting,michaelj.",2017
462,"powell,jt","vonallmen,regulas.",2017
463,"powell,jt","thompson,simong.",2017
464,"powell,jt","powell,janett.",2017
465,"el-khoueiry,ab","sangro,bruno",2017
466,"el-khoueiry,ab","yau,thomas",2017
467,"el-khoueiry,ab","crocenzi,todds.",2017
468,"el-khoueiry,ab","kudo,masatoshi",2017
469,"el-khoueiry,ab","hsu,chiun",2017
470,"el-khoueiry,ab","kim,tae-you",2017
471,"el-khoueiry,ab","choo,su-pin",2017
472,"el-khoueiry,ab","trojan,jorg",2017
473,"el-khoueiry,ab","welling,theodoreh.,iii",2017
474,"el-khoueiry,ab","meyer,tim",2017
475,"el-khoueiry,ab","kang,yoon-koo",2017
476,"el-khoueiry,ab","yeo,winnie",2017
477,"el-khoueiry,ab","chopra,akhil",2017
478,"el-khoueiry,ab","anderson,jeffrey",2017
479,"el-khoueiry,ab","delacruz,christine",2017
480,"el-khoueiry,ab","lang,lixin",2017
481,"el-khoueiry,ab","neely,jaclyn",2017
482,"el-khoueiry,ab","tang,hao",2017
483,"el-khoueiry,ab","dastani,homab.",2017
484,"el-khoueiry,ab","melero,ignacio",2017
485,"clarfield,am","manor,orly",2017
486,"clarfield,am","nun,gabibin",2017
487,"clarfield,am","shvarts,shifra",2017
488,"clarfield,am","azzam,zahers.",2017
489,"clarfield,am","afek,arnon",2017
490,"clarfield,am","basis,fuad",2017
491,"clarfield,am","israeli,avi",2017
492,"rubin,l","belmaker,ilana",2017
493,"rubin,l","somekh,eli",2017
494,"rubin,l","urkin,jacob",2017
495,"rubin,l","rudolf,mary",2017
496,"rubin,l","honovich,mira",2017
497,"rubin,l","bilenko,natalya",2017
498,"rubin,l","grossman,zachi",2017
499,"muhsen,k","green,manfreds.",2017
500,"muhsen,k","soskolne,varda",2017
501,"muhsen,k","neumark,yehuda",2017
502,"dwolatzky,t","brodsky,jenny",2017
503,"dwolatzky,t","azaiza,faisal",2017
504,"dwolatzky,t","clarfield,a.mark",2017
505,"dwolatzky,t","jacobs,jeremym.",2017
506,"dwolatzky,t","litwin,howard",2017
507,"skorecki,k horton,r","horton,richard",2017
508,"chan,fkl","ching,jessicay.l.",2017
509,"chan,fkl","tse,yeekit",2017
510,"chan,fkl","lam,kelvin",2017
511,"chan,fkl","wong,gracel.h.",2017
512,"chan,fkl","ng,siewc.",2017
513,"chan,fkl","lee,vivian",2017
514,"chan,fkl","au,kimw.l.",2017
515,"chan,fkl","cheong,puikuan",2017
516,"chan,fkl","suen,bingy.",2017
517,"chan,fkl","chan,heyson",2017
518,"chan,fkl","kee,kaman",2017
519,"chan,fkl","lo,angeline",2017
520,"chan,fkl","wong,vincentw.s.",2017
521,"chan,fkl","wu,justinc.y.",2017
522,"chan,fkl","kyaw,moeh.",2017
523,"makkar,rr","sondergaard,lars",2017
524,"makkar,rr","friedman,john",2017
525,"makkar,rr","debacker,ole",2017
526,"makkar,rr","berman,daniel",2017
527,"makkar,rr","kofoed,klausf.",2017
528,"makkar,rr","jilaihawi,hasan",2017
529,"makkar,rr","shiota,takahiro",2017
530,"makkar,rr","abramowitz,yigal",2017
531,"makkar,rr","jorgensen,troelsh.",2017
532,"makkar,rr","rami,tanya",2017
533,"makkar,rr","israr,sharjeel",2017
534,"makkar,rr","fontana,gregory",2017
535,"makkar,rr","deknegt,martina",2017
536,"makkar,rr","fuchs,andreas",2017
537,"makkar,rr","lyden,patrick",2017
538,"makkar,rr","trento,alfredo",2017
539,"makkar,rr","bhatt,deepakl.",2017
540,"makkar,rr","leon,martinb.",2017
541,"makkar,rr","makkar,rajr.",2017
542,"babl,fe","borland,meredithl.",2017
543,"babl,fe","phillips,natalie",2017
544,"babl,fe","kochar,amit",2017
545,"babl,fe","dalton,sarah",2017
546,"babl,fe","mccaskill,mary",2017
547,"babl,fe","cheek,johna.",2017
548,"babl,fe","gilhotra,yuri",2017
549,"babl,fe","furyk,jeremy",2017
550,"babl,fe","neutze,jocelyn",2017
551,"babl,fe","lyttle,markd.",2017
552,"babl,fe","bressan,silvia",2017
553,"babl,fe","donath,susan",2017
554,"babl,fe","molesworth,charlotte",2017
555,"babl,fe","jachno,kim",2017
556,"babl,fe","ward,brenton",2017
557,"babl,fe","williams,amanda",2017
558,"babl,fe","baylis,amy",2017
559,"babl,fe","crowe,louise",2017
560,"babl,fe","oakley,ed",2017
561,"babl,fe","dalziel,stuartr.",2017
562,"loibl,s","neven,patrick",2017
563,"loibl,s","loibl,sibylle",2017
564,"loibl,s","andre,fabrice",2017
565,"denkert,c","liedtke,cornelia",2017
566,"denkert,c","tutt,andrew",2017
567,"denkert,c","vonminckwitz,gunter",2017
568,"loibl,s","gianni,luca",2017
569,"blauvelt,a","debruin-weller,marjolein",2017
570,"blauvelt,a","gooderham,melinda",2017
571,"blauvelt,a","cather,jenniferc.",2017
572,"blauvelt,a","weisman,jamie",2017
573,"blauvelt,a","pariser,david",2017
574,"blauvelt,a","simpson,ericl.",2017
575,"blauvelt,a","papp,kima.",2017
576,"blauvelt,a","hong,h.chih-ho",2017
577,"blauvelt,a","rubel,diana",2017
578,"blauvelt,a","foley,peter",2017
579,"blauvelt,a","prens,errol",2017
580,"blauvelt,a","griffiths,christophere.m.",2017
581,"blauvelt,a","etoh,takafumi",2017
582,"blauvelt,a","pinto,pedroherranz",2017
583,"blauvelt,a","pujol,ramonm.",2017
584,"blauvelt,a","szepietowski,jacekc.",2017
585,"blauvelt,a","ettler,karel",2017
586,"blauvelt,a","kemeny,lajos",2017
587,"blauvelt,a","zhu,xiaoping",2017
588,"blauvelt,a","akinlade,bolanle",2017
589,"blauvelt,a","hultsch,thomas",2017
590,"blauvelt,a","mastey,vera",2017
591,"blauvelt,a","gadkari,abhijit",2017
592,"blauvelt,a","eckert,laurent",2017
593,"blauvelt,a","amin,nikhil",2017
594,"blauvelt,a","graham,neilm.h.",2017
595,"blauvelt,a","pirozzi,gianluca",2017
596,"blauvelt,a","stahl,neil",2017
597,"blauvelt,a","yancopoulos,georged.",2017
598,"blauvelt,a","shumel,brad",2017
599,"kvien,tk","olsen,ingec.",2017
600,"kvien,tk","goll,gurol.",2017
601,"kvien,tk","lorentzen,merete",2017
602,"kvien,tk","bolstad,nils",2017
603,"kvien,tk","haavardsholm,espena.",2017
604,"kvien,tk","lundin,knute.a.",2017
605,"kvien,tk","mork,cato",2017
606,"kvien,tk","jahnsen,jorgen",2017
607,"kvien,tk","kvien,torek.",2017
608,"nash,p","kirkham,bruce",2017
609,"nash,p","okada,masato",2017
610,"nash,p","rahman,proton",2017
611,"nash,p","combe,benard",2017
612,"nash,p","burmester,gerd-ruediger",2017
613,"nash,p","adams,davidh.",2017
614,"nash,p","kerr,lisa",2017
615,"nash,p","lee,chin",2017
616,"nash,p","shuler,catherinel.",2017
617,"nash,p","genovese,mark",2017
618,"mcinnes,ib","schett,georg",2017
619,"burmester,gr","pope,janete.",2017
620,"sivaprasad,s","prevost,a.toby",2017
621,"sivaprasad,s","vasconcelos,joanac.",2017
622,"sivaprasad,s","riddell,amy",2017
623,"sivaprasad,s","murphy,caroline",2017
624,"sivaprasad,s","kelly,joanna",2017
625,"sivaprasad,s","bainbridge,james",2017
626,"sivaprasad,s","tudor-edwards,rhiannon",2017
627,"sivaprasad,s","hopkins,david",2017
628,"sivaprasad,s","hykin,philip",2017
629,"forster,d","moorhead,anitam.",2017
630,"forster,d","jacobs,susane.",2017
631,"forster,d","davis,peterg.",2017
632,"forster,d","walker,susanp.",2017
633,"forster,d","mcegan,kerrim.",2017
634,"forster,d","opie,gillianf.",2017
635,"forster,d","donath,susanm.",2017
636,"forster,d","gold,lisa",2017
637,"forster,d","mcnamara,catharine",2017
638,"forster,d","aylward,amanda",2017
639,"forster,d","east,christine",2017
640,"forster,d","ford,rachael",2017
641,"forster,d","amir,lisah.",2017
642,"ahern,al","wheeler,grahamm.",2017
643,"ahern,al","aveyard,paul",2017
644,"ahern,al","boyland,emmaj.",2017
645,"ahern,al","halford,jasonc.g.",2017
